names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MV-SPIV Zic4 Neurod2 Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Unc5c,1.8759041,1.5868942,0.06066845634640952,0.999522987190554,1.0,0.8075766256087081,2.7185552,1.7427621
Nrg1,1.8592911,2.0443249,0.06298588930491983,0.999522987190554,1.0,0.8487181323403037,3.6033905,2.2680411
Pcdh7,1.833763,1.6922085,0.06668918469518863,0.999522987190554,1.0,0.7855557146949298,2.7185552,1.682934
Fh1,1.8322951,5.683694,0.06690747746870199,0.999522987190554,0.6666666666666666,0.1605915210541392,1.7801137,0.09159855
Tmem50b,1.8198353,5.6390142,0.06878408914757086,0.999522987190554,0.6666666666666666,0.176955027212833,1.8988293,0.10790601
Vegfc,1.8065163,5.1997085,0.07083773112171868,0.999522987190554,0.6666666666666666,0.18955886565454025,1.7581671,0.12279943
Dlgap2,1.801468,1.6098396,0.07162915289006395,0.999522987190554,1.0,0.8131266112861644,3.1610413,2.1285894
Cdkl4,1.7977444,5.3895383,0.07221752734341165,0.999522987190554,0.6666666666666666,0.19983529074763678,1.7801137,0.111201525
Apod,1.7849267,4.6312704,0.07427322229218505,0.999522987190554,0.6666666666666666,0.17341019765110283,1.7801137,0.18144554
Rps6,1.7280701,4.481651,0.08397564300301504,0.999522987190554,0.6666666666666666,0.23503294185047263,1.7801137,0.19941609
Ift172,1.7274973,5.074602,0.08407838623226213,0.999522987190554,0.6666666666666666,0.2716270409624749,1.8988293,0.15571888
Rab3a,1.663874,4.491306,0.09613761685911107,0.999522987190554,0.6666666666666666,0.31860498424520195,2.1204,0.28224227
Mlf2,1.6621912,4.28822,0.0964744446078717,0.999522987190554,0.6666666666666666,0.311909195073045,1.7801137,0.22502568
Gm11867,1.6380953,4.0193257,0.10140182732504062,0.999522987190554,0.6666666666666666,0.3483958751074191,1.8988293,0.3002213
Htr1f,1.6332976,3.5639741,0.10240643524900346,0.999522987190554,0.6666666666666666,0.3560226296190203,1.8988293,0.39211372
Eef1a2,1.6316148,4.096354,0.10276066786872338,0.999522987190554,0.6666666666666666,0.3329275279289602,1.7801137,0.25328517
Arf1,1.5953455,3.8767622,0.11063499371574162,0.999522987190554,0.6666666666666666,0.3682684044686336,1.7801137,0.2894097
Dcun1d2,1.5920157,4.1609793,0.11138116395093478,0.999522987190554,0.6666666666666666,0.405865081638499,1.8988293,0.27566844
Sub1,1.5635875,3.7091265,0.11791446187810048,0.999522987190554,0.6666666666666666,0.38674448582068177,1.7801137,0.31990287
Glis3,1.5627998,2.9587119,0.11809967696169515,0.999522987190554,0.6666666666666666,0.3351475221999427,1.7581671,0.48097464
Hs6st3,1.5473326,1.8522716,0.12178305946348791,0.999522987190554,1.0,0.79443569177886,3.1610413,1.9820787
Eid1,1.5413892,3.9083726,0.12322209308563976,0.999522987190554,0.6666666666666666,0.42333858493268406,2.0016844,0.3551034
Tuba1a,1.5295382,3.497079,0.12613109273756098,0.999522987190554,0.6666666666666666,0.412381839014609,1.8988293,0.40739322
Ccpg1,1.5203365,3.527847,0.12842640999901625,0.999522987190554,0.6666666666666666,0.4630836436551132,1.7801137,0.35590434
Setdb1,1.4982456,3.380729,0.1340694474929634,0.999522987190554,0.6666666666666666,0.48993841306215985,1.7801137,0.38754603
Tmem167,1.4940208,3.8625786,0.135170190649384,0.999522987190554,0.6666666666666666,0.5025064451446577,2.1204,0.40827152
Cadm2,1.4867884,1.0627495,0.1370707052902424,0.999522987190554,1.0,0.9631552563735319,4.1872725,3.4670377
Frs2,1.4659506,3.1850243,0.1426617469378841,0.999522987190554,0.6666666666666666,0.5234889716413635,1.7801137,0.43316612
Xrcc4,1.4566774,2.9617617,0.14520544789986978,0.999522987190554,0.6666666666666666,0.5302563735319392,1.7801137,0.4903382
Tspan3,1.4505907,3.16476,0.1468938479977351,0.999522987190554,0.6666666666666666,0.4921942136923518,1.7801137,0.4381262
Dcc,1.4431794,1.3745105,0.14896994638699404,0.999522987190554,1.0,0.8458894299627614,3.0651948,2.1841156
Ccdc50,1.4337988,3.0526328,0.15162969143707195,0.999522987190554,0.6666666666666666,0.5593669435691779,1.8988293,0.52136976
Slc23a2,1.4200501,2.8776536,0.15559308761733875,0.999522987190554,0.6666666666666666,0.563448868519049,1.7801137,0.51334023
