names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CA1-ProS Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Prkcb,50.52653,1.3492485,0.0,0.0,0.9372595442438592,0.7790404040404041,2.186095,1.4111973
Sh3rf1,49.314045,1.6786146,0.0,0.0,0.8472920982539213,0.5163734115347018,1.2103684,0.5513367
Kcnn2,49.108448,1.6116307,0.0,0.0,0.8807339449541285,0.6109074617139133,1.5917042,0.8242404
Gria2,48.86645,0.90158427,0.0,0.0,0.9769162474104764,0.9138563049853372,3.1784506,2.5890353
Hivep2,48.38198,1.09556,0.0,0.0,0.9304527966854099,0.8119501466275659,2.4044778,1.7428447
Shisa6,47.63406,1.7406923,0.0,0.0,0.8899082568807339,0.5804007820136853,1.8271863,0.9403489
Rasgrp1,47.429127,1.6422156,0.0,0.0,0.8452204794317846,0.45320136852394916,1.0224296,0.4512213
Nell1,47.021572,1.9172686,0.0,0.0,0.8345664397750814,0.45898501140436626,1.5357165,0.67546254
Kcnd2,46.71737,1.1183232,0.0,0.0,0.9559041136430897,0.906891495601173,3.5144002,2.7734957
Mical2,46.648888,1.3010435,0.0,0.0,0.8863569103284995,0.6647930922124471,1.5788051,0.9408352
Nr3c2,46.446335,1.5278952,0.0,0.0,0.9189109203906481,0.7552134245682632,2.4185166,1.5145385
Slit3,46.440655,1.5237353,0.0,0.0,0.9124001183782184,0.7012056044314109,2.44492,1.5394552
Adcy9,46.195915,1.2894845,0.0,0.0,0.8854690736904409,0.6716357119582926,1.5272702,0.90625733
Grm5,45.93496,0.89848584,0.0,0.0,0.9618230245634803,0.9132860866731835,3.392926,2.7987795
Tmem200a,45.780663,1.7754239,0.0,0.0,0.7774489493933117,0.38269794721407624,0.87891906,0.3445648
Lrrc7,45.407524,0.9520206,0.0,0.0,0.9328203610535661,0.85386119257087,3.0093322,2.3945096
Tafa1,45.108498,1.6409247,0.0,0.0,0.9230541580349215,0.7732974910394266,2.8316336,1.8118571
Ralyl,45.081326,1.1239791,0.0,0.0,0.9334122521456052,0.8453486477680026,2.8807733,2.165751
