factor,gene,protein_name,loading
1,Caly,calcyon neuron-specific vesicular protein,0.07257693576119828
1,Bex2,brain expressed X-linked 2,0.07256722534332118
1,Selenow,selenoprotein W,0.07248545024469423
1,C1ql3,C1q-like 3,0.07223717339963152
1,Rplp2,ribosomal protein lateral stalk subunit P2,0.07190691371499645
1,C1qtnf4,C1q and tumor necrosis factor related protein 4,0.07149866904542714
1,Gnas,GNAS complex locus,0.0713919097594727
1,Nrgn,neurogranin,0.07065072165576844
1,Rpl35a,ribosomal protein L35A,0.07018698946994124
1,Rpl3,ribosomal protein L3,0.06993896616921304
1,ENSMUSG00000095041,Unknown protein for ENSMUSG00000095041,0.06976226326468442
1,Hmgb1,high mobility group box 1,0.06939276852052097
1,Rps15,ribosomal protein S15,0.06879527642798805
1,Atp6v0b,"ATPase, H+ transporting, lysosomal V0 subunit B",0.06875255469195284
1,Rps10,ribosomal protein S10,0.06842603664476185
1,Cck,cholecystokinin,0.06835122376006635
1,Eef1a1,eukaryotic translation elongation factor 1 alpha 1,0.0681491439311613
1,Aplp1,amyloid beta precursor like protein 1,0.06798977509564752
1,Rpl30,ribosomal protein L30,0.06625931408826781
1,Atp5b,Unknown protein for Atp5b,0.06613809622195448
1,Nrn1,neuritin 1,0.06576078141636278
1,Tubb2a,"tubulin, beta 2A class IIA",0.06538778527691118
1,Sncb,"synuclein, beta",0.06487788623781268
1,H3f3a,H3.3 histone A,0.0647994052137624
1,Rpl13,ribosomal protein L13,0.06402334401063
1,Rps27a,ribosomal protein S27A,0.0635466461225278
1,Prnp,prion protein,0.0625139413528809
1,Itm2b,integral membrane protein 2B,0.062399334832625046
1,Mrfap1,Morf4 family associated protein 1,0.06238895392995279
1,Stmn3,stathmin-like 3,0.06171835494934552
1,Hsp90ab1,"heat shock protein 90 alpha (cytosolic), class B member 1",0.06150306986057801
1,Atp6v1d,"ATPase, H+ transporting, lysosomal V1 subunit D",0.06125749118431813
1,Rpl24,ribosomal protein L24,0.0609410495116061
1,Slc25a3,"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3",0.060765578674956286
1,Rpl17,ribosomal protein L17,0.0603906070723263
1,Slc22a17,"solute carrier family 22 (organic cation transporter), member 17",0.05995841689559025
1,Calm3,calmodulin 3,0.05976880864704036
1,H3f3b,H3.3 histone B,0.05941686587054222
1,Actg1,"actin, gamma, cytoplasmic 1",0.059320305774616264
1,Rpl8,ribosomal protein L8,0.059137731428479515
1,Actb,"actin, beta",0.058379873431295096
1,Snrpn,small nuclear ribonucleoprotein N,0.05652836828376266
1,Cst3,cystatin C,0.05553724937950005
1,Ckb,"creatine kinase, brain",0.05528583711227366
1,Fkbp1a,FK506 binding protein 1a,0.05502795265334583
1,Rpsa,ribosomal protein SA,0.05466757340486438
1,Rps14,ribosomal protein S14,0.054263099755274394
1,Rps24,ribosomal protein S24,0.054005803284500956
1,Gm28376,predicted gene 28376,0.05354924179170468
1,Rpl15,ribosomal protein L15,0.05351752945501663
1,Serinc1,serine incorporator 1,0.05252235705102528
1,Grina,"glutamate receptor, ionotropic, N-methyl D-aspartate-associated protein 1 (glutamate binding)",0.0522092931825112
1,Hpca,hippocalcin,0.05204117789190888
1,Pgrmc1,progesterone receptor membrane component 1,0.05148526408782741
1,Atxn7l3b,ataxin 7-like 3B,0.051359676409553676
1,Arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1,0.049608988445687334
1,Pigk,"phosphatidylinositol glycan anchor biosynthesis, class K",0.049342525663907
1,Pcp4,Purkinje cell protein 4,0.04854885537434998
1,Rpl13a,ribosomal protein L13A,0.04776268724448271
1,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",0.04742338592919459
1,Vamp2,vesicle-associated membrane protein 2,0.046992331888534335
1,Itm2c,integral membrane protein 2C,0.04673927448748828
1,Ndfip1,Nedd4 family interacting protein 1,0.04658695894186353
1,Pnma8b,PNMA family member 8B,0.04650800648650678
1,Chchd2,coiled-coil-helix-coiled-coil-helix domain containing 2,0.04645853022610161
1,Icam5,"intercellular adhesion molecule 5, telencephalin",0.04645745654962935
1,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide",0.046214260317430624
1,Sec62,"SEC62 homolog, preprotein translocation",0.04620962325077644
1,Vapa,"vesicle-associated membrane protein, associated protein A",0.045220792039402415
1,Ptma,prothymosin alpha,0.04456410133151404
1,Psap,prosaposin,0.0445026239850637
1,Ddx5,DEAD box helicase 5,0.0444448684895412
1,Eif4a2,eukaryotic translation initiation factor 4A2,0.0443610149570305
1,Capza2,capping actin protein of muscle Z-line subunit alpha 2,0.04433755910062629
1,Morf4l1,mortality factor 4 like 1,0.04423763092085321
1,Ptms,parathymosin,0.043240178802616304
1,Hnrnpa2b1,heterogeneous nuclear ribonucleoprotein A2/B1,0.043039538464901585
1,Zwint,ZW10 interactor,0.04287989769470174
1,Ywhae,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide",0.04287965624858962
1,Ube3a,ubiquitin protein ligase E3A,0.04253626383421415
1,Dnajb6,DnaJ heat shock protein family (Hsp40) member B6,0.04224772359394316
1,Clstn1,calsyntenin 1,0.04144467496788359
1,Ctxn1,cortexin 1,0.041302373561613925
1,Camk2n1,calcium/calmodulin-dependent protein kinase II inhibitor 1,0.040489844115756304
1,Atp1a1,"ATPase, Na+/K+ transporting, alpha 1 polypeptide",0.04031928245275097
1,Camkv,CaM kinase-like vesicle-associated,0.040112323905273514
1,Calb1,calbindin 1,0.039687668276611174
1,Basp1,"brain abundant, membrane attached signal protein 1",0.039685567302095985
1,Marcks,myristoylated alanine rich protein kinase C substrate,0.03857433329611036
1,Rnf112,ring finger protein 112,0.0385382564894105
1,Vstm2a,V-set and transmembrane domain containing 2A,0.03850497261067694
1,Sparcl1,SPARC-like 1,0.038288417884528594
1,Dnaja1,DnaJ heat shock protein family (Hsp40) member A1,0.03762253928636997
1,Sbf1,SET binding factor 1,0.037428871002455344
1,Snca,"synuclein, alpha",0.0372636159996945
1,Rab14,"RAB14, member RAS oncogene family",0.037114893037106675
1,Pafah1b1,"platelet-activating factor acetylhydrolase, isoform 1b, subunit 1",0.03698721218514551
1,Faim2,Fas apoptotic inhibitory molecule 2,0.03667223693234837
1,Ddx24,DEAD box helicase 24,0.03660889576293406
1,Tcf25,transcription factor 25 (basic helix-loop-helix),0.036560522707211926
1,Sez6l2,seizure related 6 homolog like 2,0.03631306822623641
1,Rab2a,"RAB2A, member RAS oncogene family",0.035951742233533465
1,Rtn4,reticulon 4,0.03542835585559468
1,Orc4,"origin recognition complex, subunit 4",0.035412053504094515
1,Ogfrl1,opioid growth factor receptor-like 1,0.035324569622458134
1,Cdc42,cell division cycle 42,0.035017020597877875
1,Gabbr1,gamma-aminobutyric acid type B receptor subunit 1,0.034841572540546206
1,Ywhag,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, gamma polypeptide",0.034781380353183344
1,Nisch,nischarin,0.03428806495352872
1,Ncdn,neurochondrin,0.033948720688636906
1,Prrt1,proline-rich transmembrane protein 1,0.03377139507402447
1,Chgb,chromogranin B,0.03304549798242651
1,Atp6v1a,"ATPase, H+ transporting, lysosomal V1 subunit A",0.03269409961832906
1,Ndrg4,N-myc downstream regulated gene 4,0.032516180495288594
1,Fam131a,"family with sequence similarity 131, member A",0.03241478597425759
1,Nme7,NME/NM23 family member 7,0.03179983972364212
1,Olfm1,olfactomedin 1,0.031048067862792312
1,Tspan13,tetraspanin 13,0.03077213406654967
1,Eid1,EP300 interacting inhibitor of differentiation 1,0.030677973863141007
1,Enc1,ectodermal-neural cortex 1,0.03029335885299405
1,Rsrc2,arginine/serine-rich coiled-coil 2,0.03027083130955921
1,Tsc22d1,"TSC22 domain family, member 1",0.030209944619425565
1,Golm2,golgi membrane protein 2,0.03017733596196863
1,Itpka,"inositol 1,4,5-trisphosphate 3-kinase A",0.030002575276801016
1,Kcna1,"potassium voltage-gated channel, shaker-related subfamily, member 1",0.029872016884167647
1,Klf13,Kruppel-like transcription factor 13,0.02965255944631575
1,Vsnl1,visinin-like 1,0.02924868548828991
1,Srsf2,serine and arginine-rich splicing factor 2,0.02924465937563166
1,Arpc2,"actin related protein 2/3 complex, subunit 2",0.02912368078909377
1,Plppr4,phospholipid phosphatase related 4,0.028950815109037673
1,Arl3,ADP-ribosylation factor-like 3,0.02885514659826496
1,Klf9,Kruppel-like transcription factor 9,0.028667234253126058
1,Ttc19,tetratricopeptide repeat domain 19,0.028368208683475237
1,Cpt1c,carnitine palmitoyltransferase 1c,0.02817133642332715
1,Cpe,carboxypeptidase E,0.028071842001881488
1,Tspan7,tetraspanin 7,0.027952597808203083
1,Chn1,chimerin 1,0.02786887338205107
1,Map2k1,mitogen-activated protein kinase kinase 1,0.027655504483492993
1,Nptx1,neuronal pentraxin 1,0.027647649001113654
1,Zcchc7,"zinc finger, CCHC domain containing 7",0.027611231322898982
1,Prpf4b,pre-mRNA processing factor 4B,0.02749906603488018
1,Gnb1,"guanine nucleotide binding protein (G protein), beta 1",0.02742629947396809
1,Tmx4,thioredoxin-related transmembrane protein 4,0.027338690663004466
1,Ahi1,Abelson helper integration site 1,0.02711490031580039
1,Hsp90aa1,"heat shock protein 90, alpha (cytosolic), class A member 1",0.026995415281080425
1,Cdk5r1,"cyclin dependent kinase 5, regulatory subunit 1",0.02679889448628468
1,Arglu1,arginine and glutamate rich 1,0.026776497247056056
1,Atp5a1,Unknown protein for Atp5a1,0.02640216407334007
1,Ola1,Obg-like ATPase 1,0.025989841461624804
1,Aplp2,amyloid beta precursor-like protein 2,0.025647867873248967
1,Rab6b,"RAB6B, member RAS oncogene family",0.025645527443364464
1,Nvl,nuclear VCP-like,0.02559993546200092
1,Klc1,kinesin light chain 1,0.02525556544883651
1,Hnrnpc,heterogeneous nuclear ribonucleoprotein C,0.02488498825562085
1,Ubxn4,UBX domain protein 4,0.024819482704312033
1,Ywhab,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide",0.02447854339405604
1,Immp2l,IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae),0.02433839309267851
1,Nudcd3,NudC domain containing 3,0.024288537618390393
1,Canx,calnexin,0.02421543778130396
1,Dnm1l,dynamin 1-like,0.024059305023010815
1,R3hdm4,R3H domain containing 4,0.02384067358553698
1,Igfbp5,insulin-like growth factor binding protein 5,0.023557044795847394
1,Nucks1,nuclear casein kinase and cyclin-dependent kinase substrate 1,0.023540762169731385
1,Smap1,small ArfGAP 1,0.023168038183028476
1,Mast3,microtubule associated serine/threonine kinase 3,0.023147753127294845
1,Hsp90b1,"heat shock protein 90, beta (Grp94), member 1",0.023130614907831734
1,Pcdh17,protocadherin 17,0.02306644212598122
1,Tra2a,transformer 2 alpha,0.022943423095606943
1,Pcmt1,protein-L-isoaspartate (D-aspartate) O-methyltransferase 1,0.022917403076521653
1,Fam171b,"family with sequence similarity 171, member B",0.022881157153137998
1,Rab11fip2,RAB11 family interacting protein 2 (class I),0.02287298213057936
1,Hnrnpa3,heterogeneous nuclear ribonucleoprotein A3,0.02263830166342937
1,Vezt,"vezatin, adherens junctions transmembrane protein",0.02221388893119025
1,Dcaf5,DDB1 and CUL4 associated factor 5,0.02219198443744669
1,Kif5b,kinesin family member 5B,0.021999800833603488
1,Strn,"striatin, calmodulin binding protein",0.02190433709832723
1,Top1,topoisomerase (DNA) I,0.02167620583460246
1,Nptxr,neuronal pentraxin receptor,0.021666173121486686
1,Kcnip2,Kv channel-interacting protein 2,0.021644827320695614
1,Rsrp1,arginine/serine rich protein 1,0.021618122874421993
1,Dpysl2,dihydropyrimidinase-like 2,0.02137482164422171
1,Luzp1,leucine zipper protein 1,0.02135826181362971
1,G3bp2,G3BP stress granule assembly factor 2,0.02127817948300493
1,Cyfip2,cytoplasmic FMR1 interacting protein 2,0.02109639921255586
1,Tacc1,"transforming, acidic coiled-coil containing protein 1",0.02100546520789523
1,Glrb,"glycine receptor, beta subunit",0.020981709314488957
1,Stim2,stromal interaction molecule 2,0.020899350521736505
1,Adam10,a disintegrin and metallopeptidase domain 10,0.020848510454497354
1,Sppl2a,signal peptide peptidase like 2A,0.02082217308312289
1,Mapre2,"microtubule-associated protein, RP/EB family, member 2",0.020818929402150563
1,Kifap3,kinesin-associated protein 3,0.02072819864626928
1,Dctn1,dynactin 1,0.02053280269519783
1,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",0.02039574874041073
1,Xrn1,5'-3' exoribonuclease 1,0.02038914768693488
1,Cnot6l,"CCR4-NOT transcription complex, subunit 6-like",0.020374282453433874
1,Septin7,septin 7,0.020373981737790477
1,Itfg1,integrin alpha FG-GAP repeat containing 1,0.02036359937844309
1,Kbtbd11,kelch repeat and BTB (POZ) domain containing 11,0.02033841539390937
1,Psip1,PC4 and SFRS1 interacting protein 1,0.020186758430842007
1,Atp6v1b2,"ATPase, H+ transporting, lysosomal V1 subunit B2",0.020053843333824362
1,Plppr2,phospholipid phosphatase related 2,0.019833434332533078
1,Tusc3,tumor suppressor candidate 3,0.019763474767911265
1,Usp2,ubiquitin specific peptidase 2,0.01970970540674299
1,Atp9a,"ATPase, class II, type 9A",0.01945210630703487
1,Gng2,"guanine nucleotide binding protein (G protein), gamma 2",0.019419535722862688
1,Hnrnpdl,heterogeneous nuclear ribonucleoprotein D-like,0.01930591999027089
1,Serbp1,serpine1 mRNA binding protein 1,0.019208290715735703
1,Actn1,"actinin, alpha 1",0.01915844564582545
1,Ppp2ca,"protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform",0.019150121935997407
1,Acvr2a,activin receptor IIA,0.019094297833475743
1,Zbtb18,zinc finger and BTB domain containing 18,0.01908585969293514
1,Ccnd2,cyclin D2,0.019076995671158475
1,Wdr47,WD repeat domain 47,0.019051396961763695
1,Ddn,dendrin,0.018982502191547516
1,Ndrg3,N-myc downstream regulated gene 3,0.018891854846051766
1,Pja2,praja ring finger ubiquitin ligase 2,0.018820987874395536
1,Son,Son DNA binding protein,0.01881594236292083
1,Polb,"polymerase (DNA directed), beta",0.018684460216664832
1,Ewsr1,Ewing sarcoma breakpoint region 1,0.018663958288842084
1,Pten,phosphatase and tensin homolog,0.018539596879022114
1,Pcnx,Unknown protein for Pcnx,0.01832386881976505
1,Gabra1,gamma-aminobutyric acid type A receptor subunit alpha 1,0.01823426867846344
1,Atp2a2,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2",0.018226852511968008
1,Ube2w,ubiquitin-conjugating enzyme E2W (putative),0.01822586346620254
1,Ppp1r13b,"protein phosphatase 1, regulatory subunit 13B",0.018221875542110893
1,Mindy3,MINDY lysine 48 deubiquitinase 3,0.01813345937421441
1,Chd4,chromodomain helicase DNA binding protein 4,0.018115010891918335
1,Edil3,EGF-like repeats and discoidin I-like domains 3,0.018107091388066446
1,Nmt1,N-myristoyltransferase 1,0.018106300570844048
1,Arhgef25,Rho guanine nucleotide exchange factor 25,0.018106006884632223
1,Paip2,polyadenylate-binding protein-interacting protein 2,0.017998060636758535
1,Eif3a,"eukaryotic translation initiation factor 3, subunit A",0.017893413982717748
1,Baiap2,brain-specific angiogenesis inhibitor 1-associated protein 2,0.017833584095532883
1,Ppp3cb,"protein phosphatase 3, catalytic subunit, beta isoform",0.017649763195158836
1,Cltc,clathrin heavy chain,0.01761244717374707
1,Arhgef3,Rho guanine nucleotide exchange factor 3,0.01758640583395715
1,Septin3,septin 3,0.017581152806477266
1,Ktn1,kinectin 1,0.017550721814309125
1,Kdm5a,lysine demethylase 5A,0.01738670824454978
1,Camk2b,"calcium/calmodulin-dependent protein kinase II, beta",0.017363334850794047
1,Srsf11,serine and arginine-rich splicing factor 11,0.017323049040763226
1,Fgfr2,fibroblast growth factor receptor 2,0.017270958737099433
1,Cop1,"COP1, E3 ubiquitin ligase",0.017152745230031966
1,Cyfip1,cytoplasmic FMR1 interacting protein 1,0.017145958258924097
1,Chst1,carbohydrate sulfotransferase 1,0.0170717175492129
1,Copg2,"coatomer protein complex, subunit gamma 2",0.016859653497466726
1,Zfp91,zinc finger protein 91,0.016840574080803396
1,Cdip1,cell death inducing Trp53 target 1,0.016822095875012974
1,Matr3,matrin 3,0.01676877263867613
1,Oxct1,3-oxoacid CoA transferase 1,0.016745966463975213
1,Dlg1,discs large MAGUK scaffold protein 1,0.01674378103821596
1,Mmp17,matrix metallopeptidase 17,0.016692840874462822
1,Scg5,secretogranin V,0.01648088607678461
1,Ncald,neurocalcin delta,0.01648008628193714
1,Col25a1,"collagen, type XXV, alpha 1",0.01645408549288633
1,Mef2d,myocyte enhancer factor 2D,0.016449646535921895
1,Mir124a-1hg,Mir124-1 host gene (non-protein coding),0.0164102505717655
1,Thra,thyroid hormone receptor alpha,0.01633420683199643
1,Mib1,MIB E3 ubiquitin protein ligase 1,0.01632315772324715
1,Slc25a36,"solute carrier family 25, member 36",0.016323028670627612
1,Hectd1,HECT domain E3 ubiquitin protein ligase 1,0.016282880721614008
1,Rab6a,"RAB6A, member RAS oncogene family",0.016262974414449214
1,Dtd1,D-tyrosyl-tRNA deacylase 1,0.016251058540379757
1,Dnm1,dynamin 1,0.01622610604700345
1,Tnrc6a,trinucleotide repeat containing 6a,0.016158782594854447
1,Bdnf,brain derived neurotrophic factor,0.016135805655116648
1,Kctd4,potassium channel tetramerisation domain containing 4,0.016070279261176407
1,Strada,STE20-related kinase adaptor alpha,0.016012851457304664
1,Lrp11,low density lipoprotein receptor-related protein 11,0.015997969372759102
1,Arf3,ARF GTPase 3,0.015887837553730057
1,Babam2,BRISC and BRCA1 A complex member 2,0.01587918502677251
1,Cdh9,cadherin 9,0.015805727163576942
1,Zfp280d,zinc finger protein 280D,0.015785624401586096
1,9930021J03Rik,Unknown protein for 9930021J03Rik,0.015782844379456203
1,Snx10,sorting nexin 10,0.015769543231831863
1,Lurap1l,leucine rich adaptor protein 1-like,0.01573786384312314
1,Pbrm1,polybromo 1,0.01570728826784536
1,Ildr2,immunoglobulin-like domain containing receptor 2,0.015548793768272461
1,Fbxw7,F-box and WD-40 domain protein 7,0.01554306929881241
1,Tfdp2,transcription factor Dp 2,0.015540643230397163
1,Ptbp2,polypyrimidine tract binding protein 2,0.015393711617255404
1,Psmd14,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 14",0.015391528673375354
1,Caprin1,cell cycle associated protein 1,0.015364744759762296
1,Ube2d3,ubiquitin-conjugating enzyme E2D 3,0.015328511655296263
1,Plppr5,phospholipid phosphatase related 5,0.015305520648588401
1,Mmd,monocyte to macrophage differentiation-associated,0.015296885349439494
1,Agtpbp1,ATP/GTP binding protein 1,0.015268899444130228
1,Spock2,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 2",0.015187409260767145
1,Ccar1,cell division cycle and apoptosis regulator 1,0.015181752089884789
1,Ube2b,ubiquitin-conjugating enzyme E2B,0.015024662213922364
1,Ubl3,ubiquitin-like 3,0.014945181566842953
1,Bmpr1a,"bone morphogenetic protein receptor, type 1A",0.01494275729063122
1,Brwd3,bromodomain and WD repeat domain containing 3,0.014896411560772977
1,Grb14,growth factor receptor bound protein 14,0.01486584273780545
1,Nsmf,NMDA receptor synaptonuclear signaling and neuronal migration factor,0.014851730796579395
1,Rsbn1l,round spermatid basic protein 1-like,0.014832375034698055
1,Wasl,WASP like actin nucleation promoting factor,0.014764161285387526
1,Ppp1cb,protein phosphatase 1 catalytic subunit beta,0.01472711955852462
1,Arhgap12,Rho GTPase activating protein 12,0.014713357639211055
1,mt-Nd1,NADH dehydrogenase subunit 1,0.014704201930876312
1,Sppl3,signal peptide peptidase 3,0.01468890361058634
1,Phf20l1,PHD finger protein 20-like 1,0.014660121694226591
1,Lrrn3,"leucine rich repeat protein 3, neuronal",0.014643002722843624
1,Rab28,"RAB28, member RAS oncogene family",0.014633129711717091
1,AI593442,expressed sequence AI593442,0.014632848264974003
1,Phf20,PHD finger protein 20,0.014490099970057598
1,Prrc2b,proline-rich coiled-coil 2B,0.014481609309620965
1,Klhl2,"kelch-like 2, Mayven",0.014384570026885878
1,Wapl,WAPL cohesin release factor,0.014270134501362093
1,Ubr1,ubiquitin protein ligase E3 component n-recognin 1,0.014244060066028049
1,Csnk2a1,"casein kinase 2, alpha 1 polypeptide",0.014227504084593669
1,Reep1,receptor accessory protein 1,0.014175941812473896
1,Rab40b,"Rab40B, member RAS oncogene family",0.014049350123370977
1,Atf2,activating transcription factor 2,0.014038427120170581
1,Ddx50,DExD box helicase 50,0.014010024621145912
1,Dbn1,drebrin 1,0.013982131788005026
1,Dcaf6,DDB1 and CUL4 associated factor 6,0.013904911846197842
1,Fxr1,FMR1 autosomal homolog 1,0.01389351987697405
1,Mef2c,myocyte enhancer factor 2C,0.013862285663107729
1,Pitpna,"phosphatidylinositol transfer protein, alpha",0.013817595791205582
1,Hnrnph1,heterogeneous nuclear ribonucleoprotein H1,0.013753062489616476
1,Cdh2,cadherin 2,0.013743916129927211
1,Kpna3,karyopherin subunit alpha 3,0.013577598402315308
1,Hnrnpr,heterogeneous nuclear ribonucleoprotein R,0.013569425413478515
1,Akap11,A kinase anchor protein 11,0.013463429522719905
1,Zfyve9,"zinc finger, FYVE domain containing 9",0.013387619645266613
1,Ube2d2a,ubiquitin-conjugating enzyme E2D 2A,0.013250500672726161
1,Ptpra,protein tyrosine phosphatase receptor type A,0.013239843009813278
1,Eif5b,eukaryotic translation initiation factor 5B,0.013239612676965041
1,Mmd2,monocyte to macrophage differentiation-associated 2,0.013181743647457054
1,Ddhd2,DDHD domain containing 2,0.012998242031972503
1,Fyco1,FYVE and coiled-coil domain containing 1,0.012991490123601906
1,Ankrd12,ankyrin repeat domain 12,0.012985188771446388
1,Fip1l1,factor interacting with PAPOLA and CPSF1,0.012979848013158445
1,Epn2,epsin 2,0.01297527588765429
1,Ptprn,protein tyrosine phosphatase receptor type N,0.012885143596561045
1,Mcf2l,mcf.2 transforming sequence-like,0.012866899728992989
1,Ncor1,nuclear receptor co-repressor 1,0.01282759945591548
1,Clcn3,"chloride channel, voltage-sensitive 3",0.012758999320275483
1,Cwc27,CWC27 spliceosome-associated protein,0.012699837855205572
1,Supt6,"SPT6, histone chaperone and transcription elongation factor",0.01265147418488799
1,Tsc22d2,"TSC22 domain family, member 2",0.012604978444139834
1,Actr2,actin related protein 2,0.012594221841288911
1,Zfp644,zinc finger protein 644,0.012564257949598331
1,Atrnl1,attractin like 1,0.012553798563959963
1,Gm30439,"predicted gene, 30439",0.012506519509361987
1,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",0.012483612373407556
1,Gpr137c,G protein-coupled receptor 137C,0.01246424782414075
1,Rab3gap1,RAB3 GTPase activating protein subunit 1,0.012433461218764756
1,Mbp,myelin basic protein,0.012391602331562732
1,Cnrip1,cannabinoid receptor interacting protein 1,0.012332206716356476
1,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",0.01231450145726206
1,Syt7,synaptotagmin VII,0.0122617655534087
1,Araf,"Araf proto-oncogene, serine/threonine kinase",0.01224856536607296
1,Tef,thyrotroph embryonic factor,0.012232361826153384
1,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase",0.012217913783742462
1,Gucy1b1,"guanylate cyclase 1, soluble, beta 1",0.01217039626444834
1,Enah,ENAH actin regulator,0.01215529867134491
1,Pcbp2,poly(rC) binding protein 2,0.012011679307836821
1,Dync1i2,dynein cytoplasmic 1 intermediate chain 2,0.011902944984245387
1,Gpbp1,GC-rich promoter binding protein 1,0.011876854809035884
1,Rabl6,"RAB, member RAS oncogene family-like 6",0.011861953457202241
1,Neo1,neogenin,0.011829453295366929
1,1700087I21Rik,RIKEN cDNA 1700087I21 gene,0.011805474610046216
1,Eif4g3,"eukaryotic translation initiation factor 4 gamma, 3",0.01179519511411665
1,Mtch2,mitochondrial carrier 2,0.011793545760363983
1,Ptprs,protein tyrosine phosphatase receptor type S,0.011784166735795588
1,Cdk17,cyclin dependent kinase 17,0.011688540875260537
1,Ago3,argonaute RISC catalytic subunit 3,0.011669078717949262
1,Rev1,"REV1, DNA directed polymerase",0.011590519393237667
1,Ppp4r3b,protein phosphatase 4 regulatory subunit 3B,0.011581057885576727
1,Sorl1,"sortilin-related receptor, LDLR class A repeats-containing",0.01156264284797598
1,Rtn3,reticulon 3,0.011467017130263503
1,Chic1,cysteine-rich hydrophobic domain 1,0.011435264985177194
1,Acbd6,acyl-Coenzyme A binding domain containing 6,0.011435231584538089
1,Zfp871,zinc finger protein 871,0.011419798175303817
1,Cbx6,chromobox 6,0.01134880164765239
1,Pals2,"protein associated with LIN7 2, MAGUK family member",0.011323267437778999
1,Bicral,BRD4 interacting chromatin remodeling complex associated protein like,0.011277900767628576
1,Scai,suppressor of cancer cell invasion,0.011211868711556347
1,Kcnt2,"potassium channel, subfamily T, member 2",0.011115840328791588
