factor,gene,protein_name,loading
11,Ktn1,kinectin 1,0.03620800484780463
11,Fip1l1,factor interacting with PAPOLA and CPSF1,0.0362068498206731
11,Dync1i1,dynein cytoplasmic 1 intermediate chain 1,0.03608078301071082
11,Rtl4,retrotransposon Gag like 4,0.03605928483842795
11,Gigyf2,GRB10 interacting GYF protein 2,0.03603894861014501
11,Tnrc6b,trinucleotide repeat containing 6b,0.03583150074304528
11,Cntnap2,contactin associated protein-like 2,0.03579957324523222
11,Tmem161b,transmembrane protein 161B,0.035582062256430035
11,Wdr26,WD repeat domain 26,0.0355663955670603
11,Acvr2a,activin receptor IIA,0.03506112823682442
11,Adcy8,adenylate cyclase 8,0.03501623951481608
11,Rc3h1,RING CCCH (C3H) domains 1,0.03492166620463566
11,D630045J12Rik,RIKEN cDNA D630045J12 gene,0.034837837133948134
11,Pitpna,"phosphatidylinositol transfer protein, alpha",0.03481424112216026
11,Ccdc148,coiled-coil domain containing 148,0.03478702402267729
11,Kansl1l,KAT8 regulatory NSL complex subunit 1-like,0.03478221476308243
11,Fut9,fucosyltransferase 9,0.03477196136434441
11,Abca8b,"ATP-binding cassette, sub-family A member 8b",0.03468218637569018
11,Scai,suppressor of cancer cell invasion,0.0345049547085039
11,Ust,uronyl-2-sulfotransferase,0.03420544878163205
11,Tenm2,teneurin transmembrane protein 2,0.03402742004725189
11,Sdccag8,serologically defined colon cancer antigen 8,0.03388048101553584
11,Pam,peptidylglycine alpha-amidating monooxygenase,0.03385294663959466
11,Alcam,activated leukocyte cell adhesion molecule,0.033780229825695625
11,Kcnab1,"potassium voltage-gated channel, shaker-related subfamily, beta member 1",0.03365975799217951
11,Ralyl,RALY RNA binding protein-like,0.03365917177261744
11,Plekhm3,"pleckstrin homology domain containing, family M, member 3",0.03355584690568679
11,Pacsin1,protein kinase C and casein kinase substrate in neurons 1,0.03352784297725722
11,ENSMUSG00000121513,Unknown protein for ENSMUSG00000121513,0.03344629024075463
11,4732471J01Rik,RIKEN cDNA 4732471J01 gene,0.03341917392740588
11,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",0.03333566751907136
11,Fam13a,"family with sequence similarity 13, member A",0.033331704406894445
11,Lrrtm3,leucine rich repeat transmembrane neuronal 3,0.033300785413350034
11,Fgf13,fibroblast growth factor 13,0.033174944480998864
11,Wdfy3,WD repeat and FYVE domain containing 3,0.03315727606743376
11,Fam120a,"family with sequence similarity 120, member A",0.03292828706221679
11,Kmt2e,lysine (K)-specific methyltransferase 2E,0.03288156370150423
11,mt-Atp6,ATP synthase F0 subunit 6,0.032786205884351174
11,Map2k5,mitogen-activated protein kinase kinase 5,0.032740846896803656
11,Foxp1,forkhead box P1,0.032714898672740474
11,Zfhx4,zinc finger homeodomain 4,0.032620137808051786
11,Spag9,sperm associated antigen 9,0.03255899457826142
11,Nipbl,NIPBL cohesin loading factor,0.032415043373375585
11,Cox8a,cytochrome c oxidase subunit 8A,0.03232266254146465
11,AI593442,expressed sequence AI593442,0.0322526612620758
11,Ddx10,DEAD box helicase 10,0.03222233803254961
11,Ptpra,protein tyrosine phosphatase receptor type A,0.03207242884269528
11,Cox4i1,cytochrome c oxidase subunit 4I1,0.032033952209574876
11,mt-Co3,cytochrome c oxidase subunit III,0.031901800125277165
11,Rictor,"RPTOR independent companion of MTOR, complex 2",0.031780335289107724
11,Ankrd17,ankyrin repeat domain 17,0.031647415894071836
11,Tspan7,tetraspanin 7,0.03154128094526931
11,Cd46,"CD46 antigen, complement regulatory protein",0.03147301632152184
11,Pals2,"protein associated with LIN7 2, MAGUK family member",0.03144080130093424
11,Tsc22d2,"TSC22 domain family, member 2",0.0311560776635388
11,A930015D03Rik,RIKEN cDNA A930015D03 gene,0.031117347739686853
11,Rps15,ribosomal protein S15,0.03091275195876653
11,Fyttd1,forty-two-three domain containing 1,0.03073910023486259
11,Robo1,roundabout guidance receptor 1,0.030722396572082204
11,Znrf1,zinc and ring finger 1,0.03069225299381055
11,Ppp6r3,"protein phosphatase 6, regulatory subunit 3",0.030540894774987146
11,Luzp1,leucine zipper protein 1,0.030529197395743383
11,Ahi1,Abelson helper integration site 1,0.030505985244206203
11,Cdr1os,"cerebellar degeneration related antigen 1, opposite strand",0.030416935321733216
11,Gm49797,"predicted gene, 49797",0.030295339824522576
11,Hectd2,HECT domain E3 ubiquitin protein ligase 2,0.0301924595498121
11,Aak1,AP2 associated kinase 1,0.030149003562674657
11,Vwa8,von Willebrand factor A domain containing 8,0.030023023614017482
11,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",0.029949475463396748
11,Arid5b,AT-rich interaction domain 5B,0.02984780704282811
11,Xkr4,X-linked Kx blood group related 4,0.029842924750255795
11,Etnk1,ethanolamine kinase 1,0.0297669715894765
11,Tsga10,testis specific 10,0.02971979997146889
11,Camta1,calmodulin binding transcription activator 1,0.029698864322219035
11,Nrp2,neuropilin 2,0.029588220318979907
11,Kcnk10,"potassium channel, subfamily K, member 10",0.029512596829260135
11,Cpeb4,cytoplasmic polyadenylation element binding protein 4,0.029458722257225012
11,Dnah9,"dynein, axonemal, heavy chain 9",0.029425212816035055
11,Cadps2,Ca2+-dependent activator protein for secretion 2,0.02939139072709219
11,Dcaf5,DDB1 and CUL4 associated factor 5,0.02936687308032733
11,Mmp17,matrix metallopeptidase 17,0.029358971469225757
11,Araf,"Araf proto-oncogene, serine/threonine kinase",0.029353528886706483
11,Rit2,Ras-like without CAAX 2,0.029316548235459906
11,Spred1,"sprouty protein with EVH-1 domain 1, related sequence",0.0290101510866565
11,Adcy1,adenylate cyclase 1,0.028958111415525446
11,Prkd1,protein kinase D1,0.0286667130269924
11,Eml5,echinoderm microtubule associated protein like 5,0.02863468824960161
11,Ankhd1,ankyrin repeat and KH domain containing 1,0.02844498034770597
11,Eml6,echinoderm microtubule associated protein like 6,0.02838303368052748
11,Wwox,WW domain-containing oxidoreductase,0.028352758248437363
11,A330076H08Rik,RIKEN cDNA A330076H08 gene,0.02834697552727175
11,Kcnb2,"potassium voltage gated channel, Shab-related subfamily, member 2",0.028141278259648135
11,Chka,choline kinase alpha,0.028085985524187135
11,Abi2,abl interactor 2,0.028038985205423108
11,Ranbp9,RAN binding protein 9,0.027979163819906398
11,Pde7b,phosphodiesterase 7B,0.027978616785703146
11,Rfx7,"regulatory factor X, 7",0.027879308869605803
11,Srek1,splicing regulatory glutamine/lysine-rich protein 1,0.027822017906236413
11,Rpl21,ribosomal protein L21,0.02749489204337218
11,Slit2,slit guidance ligand 2,0.027482376932812438
11,Atp2c1,"ATPase, Ca++-sequestering",0.027466203438469616
11,Npnt,nephronectin,0.027335531222513712
11,Rasa1,RAS p21 protein activator 1,0.027320773042028314
11,Ntrk3,"neurotrophic tyrosine kinase, receptor, type 3",0.02726990742238487
11,Arid4b,AT-rich interaction domain 4B,0.027179209101397667
11,Ube2b,ubiquitin-conjugating enzyme E2B,0.027151358367716205
11,Ppp1r14c,"protein phosphatase 1, regulatory inhibitor subunit 14C",0.027099241651038514
11,Gucy1a2,"guanylate cyclase 1, soluble, alpha 2",0.027075608111115795
11,Ndrg4,N-myc downstream regulated gene 4,0.02697692970381128
11,Frmd5,FERM domain containing 5,0.026898314406310228
11,Cdk17,cyclin dependent kinase 17,0.026872870023380114
11,Tbc1d5,"TBC1 domain family, member 5",0.02682311879885094
11,Snhg11,small nucleolar RNA host gene 11,0.026808037010206575
11,Hace1,"HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1",0.02651061493438107
11,Vps13c,vacuolar protein sorting 13C,0.026483742334909754
11,Dmxl1,Dmx-like 1,0.02637907957498426
11,Atp6v0a1,"ATPase, H+ transporting, lysosomal V0 subunit A1",0.02616974829788625
11,Chsy3,chondroitin sulfate synthase 3,0.026064590443298133
11,Lonp2,"lon peptidase 2, peroxisomal",0.026057489814452196
11,Trpc5,"transient receptor potential cation channel, subfamily C, member 5",0.025982233711328163
11,Fam135a,"family with sequence similarity 135, member A",0.025933205251957
11,Runx2,runt related transcription factor 2,0.025878577109556208
11,8030462N17Rik,Unknown protein for 8030462N17Rik,0.02583032453944209
11,Senp5,SUMO/sentrin specific peptidase 5,0.025776876045377036
11,Usp15,ubiquitin specific peptidase 15,0.025724165902679324
11,Hdac9,histone deacetylase 9,0.025679023857838587
11,E130307A14Rik,RIKEN cDNA E130307A14 gene,0.02557133097014581
11,Sfpq,splicing factor proline/glutamine rich (polypyrimidine tract binding protein associated),0.02549731926528562
11,Kansl1,KAT8 regulatory NSL complex subunit 1,0.025452683050970377
11,Ube3c,ubiquitin protein ligase E3C,0.02543209666741041
11,Usp33,ubiquitin specific peptidase 33,0.025350263926201422
11,Pls3,plastin 3 (T-isoform),0.025260943836962278
11,Pde4d,"phosphodiesterase 4D, cAMP specific",0.025258891734758572
11,Plxdc2,plexin domain containing 2,0.02513592331193246
11,Scaf8,SR-related CTD-associated factor 8,0.025072777886343427
11,Parp8,"poly (ADP-ribose) polymerase family, member 8",0.025064689271033575
11,Dcc,DCC netrin 1 receptor,0.025054795789101754
11,Tmem108,transmembrane protein 108,0.025035606914781877
11,Rbm6,RNA binding motif protein 6,0.024887370025169803
11,Vstm2a,V-set and transmembrane domain containing 2A,0.024815618681648194
11,Brwd3,bromodomain and WD repeat domain containing 3,0.02475582889283407
11,Plppr1,phospholipid phosphatase related 1,0.024688215279893046
11,A830018L16Rik,RIKEN cDNA A830018L16 gene,0.024683541649736636
11,mt-Co2,cytochrome c oxidase subunit II,0.02463610593538268
11,Man1a2,"mannosidase, alpha, class 1A, member 2",0.024597395462229832
11,Desi2,desumoylating isopeptidase 2,0.024595092658324987
11,Tmem135,transmembrane protein 135,0.024566471614292738
11,Rpl37,ribosomal protein L37,0.02443644224537182
11,4933406I18Rik,RIKEN cDNA 4933406I18 gene,0.02440098394045578
11,Oga,O-GlcNAcase,0.024362033569664193
11,Adam23,a disintegrin and metallopeptidase domain 23,0.024348754229379422
11,Canx,calnexin,0.024327058587113603
11,Slc44a5,"solute carrier family 44, member 5",0.02429419247443712
11,Ndufa4,"Ndufa4, mitochondrial complex associated",0.024156137611400348
11,Cdc73,"cell division cycle 73, Paf1/RNA polymerase II complex component",0.024111432885184404
11,Ddx17,DEAD box helicase 17,0.024019076909303674
11,Rps14,ribosomal protein S14,0.02401170082584494
11,Clasp2,CLIP associating protein 2,0.023914912133087465
11,Gabra1,gamma-aminobutyric acid type A receptor subunit alpha 1,0.02377692087826969
11,Arhgef12,Rho guanine nucleotide exchange factor 12,0.02373007502288025
11,Snx13,sorting nexin 13,0.023698432332308932
11,Synpr,synaptoporin,0.0236949079397028
11,Sos1,SOS Ras/Rac guanine nucleotide exchange factor 1,0.02367299860970199
11,Morf4l1,mortality factor 4 like 1,0.0236512381626829
11,Trpc4,"transient receptor potential cation channel, subfamily C, member 4",0.023583813018320993
11,Ubr1,ubiquitin protein ligase E3 component n-recognin 1,0.023499781217770212
11,Galnt18,polypeptide N-acetylgalactosaminyltransferase 18,0.023495109035240415
11,Mdm4,transformed mouse 3T3 cell double minute 4,0.023473719631796924
11,Nol4,nucleolar protein 4,0.02343300036762123
11,Nt5c2,"5'-nucleotidase, cytosolic II",0.02329497482950704
11,Ptbp2,polypyrimidine tract binding protein 2,0.02326806872594208
11,Cplane1,ciliogenesis and planar polarity effector 1,0.02296878277068976
11,Apex2,apurinic/apyrimidinic endonuclease 2,0.022946156079315137
11,Dnm1l,dynamin 1-like,0.0228431050551619
11,Usp29,ubiquitin specific peptidase 29,0.022797625855027634
11,Arhgef3,Rho guanine nucleotide exchange factor 3,0.022777507275902966
11,Cpeb3,cytoplasmic polyadenylation element binding protein 3,0.022741270609894674
11,Tub,TUB bipartite transcription factor,0.022654472749831164
11,Magi1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",0.022388040294296845
11,Caln1,calneuron 1,0.022254237578006323
11,Arhgap20,Rho GTPase activating protein 20,0.022249303254297623
11,Nr3c2,"nuclear receptor subfamily 3, group C, member 2",0.022198013680503913
11,Lncpint,"long non-protein coding RNA, Trp53 induced transcript",0.022178292365565695
11,Nlk,nemo like kinase,0.022142786323485007
11,Nexmif,neurite extension and migration factor,0.022079955913364428
11,Slc1a2,"solute carrier family 1 (glial high affinity glutamate transporter), member 2",0.02205100444597508
11,Bicd1,BICD cargo adaptor 1,0.022044329332521637
11,Tle4,transducin-like enhancer of split 4,0.02200070096581198
11,Acap2,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",0.02191672277368005
11,Ppp2r2b,"protein phosphatase 2, regulatory subunit B, beta",0.021895415885352616
11,Klc1,kinesin light chain 1,0.021837981092331843
11,Cpd,carboxypeptidase D,0.021807608834489543
11,Fgf12,fibroblast growth factor 12,0.02173276846059034
11,Mtus2,microtubule associated tumor suppressor candidate 2,0.021727074604560706
11,Adk,adenosine kinase,0.021723040996023634
11,Smap2,small ArfGAP 2,0.021675820014827877
11,Neo1,neogenin,0.021639583322951374
11,Memo1,mediator of cell motility 1,0.021577960103507095
11,Hecw1,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1",0.021514535482150588
11,Srsf11,serine and arginine-rich splicing factor 11,0.021369453084605104
11,Nf1,neurofibromin 1,0.021208047021289714
11,Dzip3,"DAZ interacting protein 3, zinc finger",0.021206127847350976
11,Arfgef3,ARFGEF family member 3,0.021203056697392766
11,Ttll7,"tubulin tyrosine ligase-like family, member 7",0.02109945588358736
11,Ext1,exostosin glycosyltransferase 1,0.0210759901065739
11,Pgm2l1,phosphoglucomutase 2-like 1,0.021074606893652082
11,Sptbn1,"spectrin beta, non-erythrocytic 1",0.021030447043618842
11,Cpne4,copine IV,0.0210252419647831
11,Zswim5,zinc finger SWIM-type containing 5,0.021021236406819216
11,Scn1a,"sodium channel, voltage-gated, type I, alpha",0.02101023003420499
11,Ogfrl1,opioid growth factor receptor-like 1,0.020931232920399254
11,Slc1a1,"solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",0.020903897652327533
11,Zmym2,"zinc finger, MYM-type 2",0.02083531741361394
11,Dscam,DS cell adhesion molecule,0.02082962335767593
11,R3hdm2,R3H domain containing 2,0.02081360208307385
11,Kpna4,karyopherin subunit alpha 4,0.02070157867907137
11,Mef2c,myocyte enhancer factor 2C,0.020697398246793643
11,Wdr7,WD repeat domain 7,0.020523878463452504
11,Tut4,terminal uridylyl transferase 4,0.020494695400531365
11,Phf24,PHD finger protein 24,0.02047525321959693
11,Ulk2,unc-51 like kinase 2,0.020387449781361
11,Grik4,"glutamate receptor, ionotropic, kainate 4",0.020338969521592455
11,Matr3,matrin 3,0.020289345062717765
11,Ak5,adenylate kinase 5,0.020284447243169655
11,Tenm4,teneurin transmembrane protein 4,0.020196085219358288
11,Pde3b,"phosphodiesterase 3B, cGMP-inhibited",0.020150219309327127
11,Bcl11a,BCL11 transcription factor A,0.020090836973065823
11,Ccnd2,cyclin D2,0.020066174792509144
11,Prrt1,proline-rich transmembrane protein 1,0.020048196068766566
11,Uri1,"URI1, prefoldin-like chaperone",0.01998765139517387
11,Trps1,transcriptional repressor GATA binding 1,0.019979585478687657
11,Zyg11b,"zyg-ll family member B, cell cycle regulator",0.019876559171399074
11,Ppp2r3a,"protein phosphatase 2, regulatory subunit B'', alpha",0.019840537512745893
11,Prkn,parkin RBR E3 ubiquitin protein ligase,0.019823693735634206
11,mt-Nd1,NADH dehydrogenase subunit 1,0.019780616237174937
11,Ric1,RAB6A GEF complex partner 1,0.019767417425097904
11,Zc3h7a,zinc finger CCCH type containing 7 A,0.019728637232024754
11,Mta3,metastasis associated 3,0.01968503987177762
11,Rbm26,RNA binding motif protein 26,0.019619095411092725
11,Kif1a,kinesin family member 1A,0.01944526512216473
11,Micu1,mitochondrial calcium uptake 1,0.019431218895641617
11,Bltp1,bridge-like lipid transfer protein family member 1,0.019338176451212705
11,Ppm1l,protein phosphatase 1 (formerly 2C)-like,0.019324580081160742
11,Rpl30,ribosomal protein L30,0.019300222852653214
11,Phyhipl,phytanoyl-CoA hydroxylase interacting protein-like,0.019199603550377576
11,Ttc14,tetratricopeptide repeat domain 14,0.019102969564591968
11,Kmt2c,lysine (K)-specific methyltransferase 2C,0.01909511768207132
11,Ralgapb,"Ral GTPase activating protein, beta subunit (non-catalytic)",0.0190340947527105
11,Lurap1l,leucine rich adaptor protein 1-like,0.01900479735145756
11,Mapk8,mitogen-activated protein kinase 8,0.01898608164687283
11,Btbd10,BTB domain containing 10,0.01891320790279423
11,Dph6,diphthamine biosynthesis 6,0.018900214165653843
11,Tenm3,teneurin transmembrane protein 3,0.01890007346596476
11,Ppia,peptidylprolyl isomerase A,0.018884771254176
11,Gabra5,gamma-aminobutyric acid type A receptor subunit alpha 5,0.018880680541524367
11,Atp11b,"ATPase, class VI, type 11B",0.01887651352545721
11,Strn3,"striatin, calmodulin binding protein 3",0.018872264844737176
11,Ghr,growth hormone receptor,0.01886315539607356
11,Rtn3,reticulon 3,0.018840933048944047
11,Ralgapa2,"Ral GTPase activating protein, alpha subunit 2 (catalytic)",0.01876528157638301
11,Top2b,topoisomerase (DNA) II beta,0.018731149547235832
11,Kif1b,kinesin family member 1B,0.01865395668989574
11,Rc3h2,ring finger and CCCH-type zinc finger domains 2,0.01862228866923155
11,4930578G10Rik,RIKEN cDNA 4930578G10 gene,0.018620461084091662
11,Gpm6b,glycoprotein m6b,0.018516978217984984
11,Lrrn3,"leucine rich repeat protein 3, neuronal",0.018516545618374538
11,Ldlrad4,low density lipoprotein receptor class A domain containing 4,0.018490218781262068
11,Rplp1,ribosomal protein lateral stalk subunit P1,0.01847787747292138
11,Msra,methionine sulfoxide reductase A,0.018468554224298776
11,Kpna1,karyopherin subunit alpha 1,0.018462535090420163
11,Brinp3,bone morphogenetic protein/retinoic acid inducible neural specific 3,0.018407024460698366
11,Tmx4,thioredoxin-related transmembrane protein 4,0.01835284638180968
11,Pak3,p21 (RAC1) activated kinase 3,0.018335505816500768
11,Unc5d,unc-5 netrin receptor D,0.018282515870173207
11,Il1rapl2,interleukin 1 receptor accessory protein-like 2,0.018222571851522144
11,Fchsd2,FCH and double SH3 domains 2,0.018202185457920603
11,Ppp6r2,"protein phosphatase 6, regulatory subunit 2",0.018191178607373886
11,Unc5c,unc-5 netrin receptor C,0.01815567644873233
11,Ptprn,protein tyrosine phosphatase receptor type N,0.01814871525110454
11,Tbc1d12,"TBC1D12: TBC1 domain family, member 12",0.018140395882326413
11,Arhgap15,Rho GTPase activating protein 15,0.018140321737332484
11,Adam22,a disintegrin and metallopeptidase domain 22,0.018032249863807737
11,Psd3,pleckstrin and Sec7 domain containing 3,0.018023897180277963
11,Cdc37l1,cell division cycle 37-like 1,0.01801317561750392
11,Zmym4,"zinc finger, MYM-type 4",0.017968328069560075
11,Adamts17,ADAM metallopeptidase with thrombospondin type 1 motif 17,0.01792124713154498
11,Chm,CHM Rab escort protein,0.01786141485112196
11,Osbpl9,oxysterol binding protein-like 9,0.017824243535893763
11,Zfp644,zinc finger protein 644,0.017801986431185572
11,Phc2,polyhomeotic 2,0.017705155896195226
11,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4,0.017691271029637246
11,Bicdl1,BICD family like cargo adaptor 1,0.017644640256967666
11,Cdkl5,cyclin dependent kinase like 5,0.017552058064825404
11,Epb41l1,erythrocyte membrane protein band 4.1 like 1,0.017515419444534167
11,Psap,prosaposin,0.017438872803551626
11,Ppp1cb,protein phosphatase 1 catalytic subunit beta,0.017423149849639764
11,Uggt2,UDP-glucose glycoprotein glucosyltransferase 2,0.017386109692383946
11,Ubl3,ubiquitin-like 3,0.017345376600832657
11,Wdr47,WD repeat domain 47,0.017312540523267902
11,Dnm3,dynamin 3,0.017284739739282566
11,Spata5,Unknown protein for Spata5,0.017155924571831335
11,Mnat1,menage a trois 1,0.01713556823770006
11,Atxn2,ataxin 2,0.017053014876409197
11,Atp5md,Unknown protein for Atp5md,0.01700724260520935
11,Thsd7a,"thrombospondin, type I, domain containing 7A",0.01699657230933388
11,Agfg1,ArfGAP with FG repeats 1,0.016928554832286634
11,Ppig,peptidyl-prolyl isomerase G (cyclophilin G),0.016857527751147686
11,Wac,WW domain containing adaptor with coiled-coil,0.01683172474405481
11,Crebbp,CREB binding protein,0.016676070617180905
11,Gabra2,gamma-aminobutyric acid type A receptor subunit alpha 2,0.016669018953269235
11,Atosa,atos homolog A,0.01658222268850665
11,Tmcc1,transmembrane and coiled coil domains 1,0.016552037252409325
11,Rsbn1l,round spermatid basic protein 1-like,0.01654426197421858
11,Trip11,thyroid hormone receptor interactor 11,0.016515796775925625
11,Gmds,"GDP-mannose 4, 6-dehydratase",0.016396556478621774
11,Kcnh1,"potassium voltage-gated channel, subfamily H (eag-related), member 1",0.016381209111957763
11,Tra2a,transformer 2 alpha,0.0163789711482152
11,Garem1,GRB2 associated regulator of MAPK1 subtype 1,0.01636926396873004
11,Pknox2,Pbx/knotted 1 homeobox 2,0.0163526800868404
11,Sbno1,strawberry notch 1,0.016344555318862555
11,St18,suppression of tumorigenicity 18,0.016307662259119816
