names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_STR D1 Gaba (for_DEGs),mean_expr_Rest (for_DEGs)
Dcc,3.5469928,1.383999,0.0003896552999341121,0.04256112971231542,1.0,0.8458010891372886,3.0709188,2.1836066
Rfx3,3.5443885,1.2599498,0.00039352495039463216,0.04280977901661444,1.0,0.7955717970765263,2.271104,1.5322628
Hace1,3.5394504,1.2286657,0.00040096126799195347,0.04327538975067748,0.8947368421052632,0.621274004012611,1.1820682,0.6754137
Fam110b,3.5394075,1.2130934,0.00040102612757419775,0.04327538975067748,0.9473684210526315,0.5381556319862425,0.90773594,0.4933712
Lmo2,3.5163107,3.070854,0.0004375887619901616,0.04605606631083579,0.5263157894736842,0.07154628833476641,0.34462392,0.047806293
Gria4,3.515528,1.3775152,0.00043888067643142406,0.04605606631083579,1.0,0.7920965892805961,2.5261452,1.6915861
Cacna2d2,3.510974,2.596991,0.00044646816428663464,0.046498447962720436,0.5789473684210527,0.14857408999713384,0.52017736,0.10685863
Jph4,3.5054095,1.2577746,0.0004559053059698207,0.047297975179185645,0.8947368421052632,0.5697907709945543,0.9937106,0.5373342
Arglu1,3.4989915,1.083364,0.0004670216701894314,0.0482648933768847,0.9473684210526315,0.6680639151619375,1.193642,0.7347665
Ripor2,3.4944658,1.3057151,0.00047501127331752395,0.0487158508169537,0.8947368421052632,0.5876683863571224,1.1697332,0.64106166
Negr1,3.4929433,1.1018904,0.0004777281418132953,0.048773822263015194,1.0,0.9024075666380051,3.2752292,2.5538766
Mtcl1,3.492118,1.5723463,0.00047920688788373694,0.048773822263015194,0.7894736842105263,0.4097879048437948,0.7481313,0.31792578
Baiap2,3.4891863,1.4075769,0.000484493566984877,0.049125819414655256,0.7894736842105263,0.5370449985669247,1.0028898,0.5011772
Sgcd,3.4865818,1.4982884,0.0004892355599501935,0.04923505429161685,1.0,0.7052163943823445,2.2502894,1.3876449
Nsg2,3.4830668,1.0941315,0.0004957046107689295,0.049699936161795286,0.9473684210526315,0.655811120664947,1.1897887,0.72802407
