names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Endothelial (for_DEGs),mean_expr_Rest (for_DEGs)
Camk1d,7.5604153,0.45084786,4.0178491280960175e-14,1.0461202138753876e-12,0.8831168831168831,0.9541284403669725,2.6088016,2.3229413
Map3k20,7.5490723,3.3730607,4.383688748236074e-14,1.133683509770003e-12,0.37662337662337664,0.12628170534268754,0.5975311,0.07595635
Rps3,7.5003657,2.1070595,6.363990064196372e-14,1.6162609926744473e-12,0.48484848484848486,0.269688792948372,0.8140489,0.2560221
Erg,7.477227,6.348782,7.590699543631119e-14,1.9205470502577038e-12,0.2943722943722944,0.011872638963842417,0.43380964,0.0066417577
Rplp2,7.4748755,2.0527432,7.727692879512604e-14,1.953368839816591e-12,0.5238095238095238,0.357114588954848,0.96978766,0.33264455
Rps7,7.457915,2.0428538,8.790256772996054e-14,2.2115561750037826e-12,0.5151515151515151,0.32951969778737183,0.92099506,0.312535
Rpl11,7.455293,1.9611634,8.966809090019978e-14,2.2538649228141892e-12,0.5367965367965368,0.37272890807699227,0.9569724,0.34492904
Rps20,7.4452,2.1491888,9.679758898117118e-14,2.428525878547217e-12,0.4935064935064935,0.30077352041734123,0.8276107,0.25489858
Afap1l1,7.438406,3.3350928,1.0190750507137609e-13,2.549585345687035e-12,0.35064935064935066,0.08411584817413204,0.51501614,0.06462094
Rpl9,7.433461,1.9764676,1.0579209423136037e-13,2.642423923819584e-12,0.5281385281385281,0.3590933621154884,1.0084491,0.36637488
Ubb,7.3801613,1.6311053,1.5809769944022644e-13,3.893753605828492e-12,0.6103896103896104,0.4815614319122144,1.2628492,0.5980424
Sorbs2,7.3722363,0.72934383,1.6778928765234025e-13,4.1211134910588505e-12,0.8138528138528138,0.7807159561072136,1.9988686,1.5787036
Cdh5,7.35855,6.490747,1.859186882279849e-13,4.553906246751097e-12,0.2857142857142857,0.005612520237452779,0.39291692,0.0053375573
Polk,7.3482647,2.7965798,2.0079642671845159e-13,4.9093721436986295e-12,0.42424242424242425,0.21824069077172153,0.6625715,0.12686172
Myo1e,7.334966,2.4802837,2.217772074177336e-13,5.3880231133042515e-12,0.41125541125541126,0.17521136895125022,0.61550826,0.14187685
Kank3,7.327331,3.96242,2.347813236316235e-13,5.678284577841336e-12,0.3463203463203463,0.09688792948372009,0.53575397,0.044461768
Mill2,7.3247585,4.58647,2.393288438990181e-13,5.783062981624655e-12,0.30735930735930733,0.03507825148407987,0.43164244,0.022218848
mt-Nd5,7.3156824,2.2891202,2.560771038458997e-13,6.154554365240899e-12,0.4199134199134199,0.18370210469508905,0.60342515,0.15656309
Rpl28,7.3097987,2.1607726,2.675432327505493e-13,6.418648807149339e-12,0.4935064935064935,0.30188882892606583,0.90563226,0.28482372
Plekhg1,7.2775836,1.9586703,3.398529387233942e-13,8.095610339980144e-12,0.48484848484848486,0.27472567008454757,0.8713047,0.3057228
Zbtb20,7.261733,0.9820284,3.8216185926075756e-13,9.047303223204015e-12,0.8917748917748918,0.8673502428494334,2.9339626,2.303838
Nherf2,7.2055993,4.224357,5.778902733859833e-13,1.3409250125977005e-11,0.3203463203463203,0.06249325418240691,0.49522528,0.03371085
Ramp2,7.1879687,4.385835,6.576220784913976e-13,1.519372764321913e-11,0.3116883116883117,0.048893685914732865,0.548986,0.034391787
Lsr,7.1806397,6.3558717,6.938588098704208e-13,1.5989696587665697e-11,0.2813852813852814,0.009282245008094981,0.38449353,0.0057082684
Rps27a,7.161895,1.7999991,7.956953251493378e-13,1.8196028414266133e-11,0.5411255411255411,0.39510703363914373,0.96115226,0.38096932
Rps28,7.155419,1.9722311,8.341772638617855e-13,1.90274559252684e-11,0.5021645021645021,0.32268393595970496,0.86813956,0.30183247
Dock6,7.1533203,3.8336368,8.470362720046356e-13,1.9304380516339744e-11,0.3203463203463203,0.06062241410325598,0.43512115,0.03752345
Serf2,7.128569,2.1604595,1.014177703626959e-12,2.2919221948239186e-11,0.46320346320346323,0.26810577441985967,0.73306125,0.2166445
Gjc1,7.1220727,5.00232,1.0631581515782134e-12,2.396565397055922e-11,0.2943722943722944,0.029357798165137616,0.41596463,0.015965736
Rps19,7.105018,2.0189724,1.2030682371499786e-12,2.684920559154479e-11,0.4935064935064935,0.32164058283864005,0.83871937,0.28070387
Tbx3,7.0981135,8.04922,1.2647118543329187e-12,2.8108194810525662e-11,0.2727272727272727,0.0023025724051088325,0.4097143,0.001909902
Timp3,7.0944347,2.5241725,1.2988117381883952e-12,2.881839092082756e-11,0.3939393939393939,0.16153984529591653,0.5590855,0.12241083
Clu,7.0861955,2.0663655,1.3784928639723394e-12,3.048568169130598e-11,0.47619047619047616,0.2821010973196618,0.84625196,0.2759369
Rpl7,7.0767674,2.235132,1.4755575169440446e-12,3.252520958185929e-11,0.4329004329004329,0.21493074293937758,0.6827309,0.1889661
Nxpe4,7.076053,1.5936384,1.483181589829629e-12,3.266646665469027e-11,0.5627705627705628,0.49595250944414465,0.98812455,0.44384834
Clic4,7.072762,2.604493,1.5187977582679231e-12,3.334158150707442e-11,0.3722943722943723,0.12444684295736644,0.5835805,0.12248163
Fut8,7.054511,0.99209034,1.7320886213423418e-12,3.7869179215190175e-11,0.6666666666666666,0.7368231696348264,1.4807701,0.9960285
Glul,7.04612,2.0209973,1.8397524671996278e-12,4.010904295461543e-11,0.4675324675324675,0.2695808598668825,0.7717887,0.25208485
Slfn5,7.0448136,6.999766,1.857098029771962e-12,4.0437782868697425e-11,0.2727272727272727,0.004749055585536967,0.39599782,0.0037892542
Rps2,7.03481,2.007207,1.995323219041555e-12,4.3237366851327884e-11,0.48484848484848486,0.3002698327037237,0.8045172,0.26801383
Parvb,7.034692,3.6460054,1.9970183319996263e-12,4.3239228509935507e-11,0.33766233766233766,0.09494513401690952,0.55965567,0.05818985
Hspa12b,7.033185,6.278955,2.0187109132342045e-12,4.360350662267128e-11,0.27705627705627706,0.011189062781075733,0.41963586,0.006692206
Uaca,7.010855,4.743417,2.368659313350922e-12,5.095746657304986e-11,0.2857142857142857,0.021154883971937398,0.38260525,0.01725107
Crip2,7.0020685,3.7532911,2.5221084550133264e-12,5.3999246363512416e-11,0.3203463203463203,0.06875337290879655,0.48776433,0.04556571
Cox4i1,6.997365,1.4117303,2.608216056667042e-12,5.5709670463150565e-11,0.6233766233766234,0.5266414822809858,1.1325471,0.582575
Sp100,6.938516,5.873687,3.962401262361095e-12,8.357121029799263e-11,0.2727272727272727,0.009138334232775679,0.40702528,0.008530803
Nostrin,6.914855,5.7689247,4.6834277063943475e-12,9.839226150962949e-11,0.27705627705627706,0.017197337650656595,0.3932358,0.0087964395
Rpl35,6.876413,2.3162665,6.1378367788478634e-12,1.2774877943272046e-10,0.4199134199134199,0.210721352761288,0.68918586,0.1816537
Notch1,6.857643,3.0117345,7.000576717754811e-12,1.4480792640960107e-10,0.3246753246753247,0.072782874617737,0.42835286,0.06419427
Apbb2,6.8515267,0.9752176,7.306582453994268e-12,1.507894550989447e-10,0.6406926406926406,0.6805900341788091,1.2663022,0.8311381
Cd93,6.8494897,6.867163,7.411397492285197e-12,1.5260095832774195e-10,0.2683982683982684,0.00921028962043533,0.42899147,0.0045783743
Rps13,6.843851,1.911126,7.709218418444777e-12,1.5836903585902992e-10,0.5108225108225108,0.3694189602446483,0.9046044,0.33009854
Rpl21,6.823264,1.8707086,8.8994765638298e-12,1.8157094553538854e-10,0.5151515151515151,0.36010073754272354,0.9339759,0.3523146
Slc7a1,6.8067236,3.2403789,9.984633744483358e-12,2.032478096320211e-10,0.3939393939393939,0.20446123403489835,0.7396514,0.10965185
Amotl1,6.7971816,3.6064904,1.0668545502935817e-11,2.1684101184862738e-10,0.3116883116883117,0.06724230976794388,0.4243685,0.042484228
Rflnb,6.784753,4.4936624,1.1628526785811074e-11,2.351079870088364e-10,0.29004329004329005,0.03946753013131858,0.4242657,0.023187092
Id3,6.774247,4.3413067,1.2505553892433082e-11,2.5208119511603666e-10,0.2813852813852814,0.026011872638963842,0.42937714,0.026113285
Dbi,6.755923,2.243146,1.4192905795382555e-11,2.841753939805732e-10,0.42857142857142855,0.22385321100917432,0.77833897,0.2221765
Zfp521,6.7501044,2.2511394,1.477388139449935e-11,2.949288210031185e-10,0.3722943722943723,0.13408886490375968,0.5060998,0.12961344
Neat1,6.7211924,2.1798356,1.8024336312717445e-11,3.569004544751052e-10,0.3722943722943723,0.13153444864184205,0.51019394,0.13706431
Rassf3,6.7191386,3.4628944,1.8280188588837908e-11,3.6170004961861165e-10,0.3246753246753247,0.09242669544882173,0.4771078,0.053966362
Rpl17,6.7103806,1.7440611,1.941174827402978e-11,3.835247618552796e-10,0.5541125541125541,0.45414642921388737,1.0480626,0.44013125
Fgd5,6.70945,5.5735993,1.9535984120804897e-11,3.8569573352389976e-10,0.2727272727272727,0.021982370930023386,0.43083882,0.0112449955
Ifnar2,6.708531,2.546427,1.9659348379360314e-11,3.875726111786424e-10,0.4025974025974026,0.20766324878575285,0.6107369,0.13461491
Col4a1,6.704999,2.4223394,2.0140758031056712e-11,3.964704529629992e-10,0.4458874458874459,0.3013851412124483,0.729848,0.18273892
Selenow,6.7009487,1.4597542,2.070706606266669e-11,4.0627812581036004e-10,0.6017316017316018,0.5444144630329196,1.1097152,0.5534751
Cox7c,6.685184,1.506664,2.3063442963258307e-11,4.5037406426072e-10,0.5757575757575758,0.4619176110811297,1.0047585,0.47577843
Garre1,6.672772,1.9924777,2.5101667409836194e-11,4.869904716984105e-10,0.5021645021645021,0.4050368771361756,0.85818416,0.29378447
Rhobtb1,6.669019,2.803383,2.5751817040594112e-11,4.992433794233505e-10,0.36796536796536794,0.15420039575463212,0.5224865,0.09376457
Ftl1,6.6420918,2.198208,3.092622010232526e-11,5.939868006786846e-10,0.39826839826839827,0.18035617916891528,0.5613437,0.15194012
Cfl1,6.6335583,1.789342,3.276895137579298e-11,6.271379796777475e-10,0.5064935064935064,0.35182586796186366,0.86418134,0.33449343
Esam,6.628336,6.658679,3.394918444975978e-11,6.488012703876566e-10,0.2597402597402597,0.008742579600647598,0.39359304,0.004762314
Cd81,6.62046,1.513522,3.580830402028092e-11,6.819058320516997e-10,0.5411255411255411,0.40172692930383164,0.89726686,0.41136944
Cox8a,6.615585,1.6089435,3.70085858891262e-11,7.037655363346221e-10,0.5670995670995671,0.46109012412304373,1.101876,0.506149
Dynll1,6.6048994,1.5360911,3.9778721188586907e-11,7.537759085594713e-10,0.5714285714285714,0.47864723871199855,1.0318877,0.4841938
Tpm4,6.570949,4.034296,4.9995571916961534e-11,9.3811523562064e-10,0.29004329004329005,0.04975715056664868,0.37565562,0.027447056
Stard13,6.5706797,1.7546337,5.008614612076821e-11,9.391589297034486e-10,0.4935064935064935,0.34437848533908977,0.84307367,0.3308975
Rps15a,6.568054,1.9412055,5.097700068859121e-11,9.54531016378011e-10,0.4935064935064935,0.35420039575463214,0.8637889,0.30549875
Mpzl1,6.5434704,2.1551094,6.010746068046947e-11,1.1208101793783586e-09,0.4458874458874459,0.2900881453498831,0.7016712,0.2056801
Ldlrad3,6.5187554,2.002377,7.089304855473074e-11,1.3137215273555965e-09,0.46320346320346323,0.32361935599928043,0.7130537,0.23081425
Adgre5,6.513464,6.077975,7.34372130228021e-11,1.3599296443299052e-09,0.2554112554112554,0.008059003417880914,0.3603986,0.006402459
Id1,6.5115123,6.110134,7.439793123945086e-11,1.374877862726303e-09,0.2554112554112554,0.008130958805540565,0.40948367,0.007299032
Ifitm3,6.4953923,5.8741827,8.28172122820215e-11,1.5189750812408994e-09,0.2554112554112554,0.008742579600647598,0.39716974,0.008278798
Lmo2,6.4923058,3.6323755,8.453249714741044e-11,1.5493780343457836e-09,0.30303030303030304,0.06972477064220184,0.44792232,0.044558086
Msn,6.485054,3.5212379,8.869986471563034e-11,1.621336982931284e-09,0.29004329004329005,0.04939737362835042,0.4237729,0.044937238
Cav1,6.4800034,5.262988,9.172046957658396e-11,1.6731357892211887e-09,0.26406926406926406,0.021010973196618096,0.41328686,0.013239964
Slc40a1,6.4729605,4.110485,9.610120877155748e-11,1.7494847423385836e-09,0.27705627705627706,0.0354020507285483,0.41369325,0.02923215
Thsd1,6.4620547,4.386385,1.0329086980097874e-10,1.8740213852480073e-09,0.2813852813852814,0.045295916531750316,0.3970791,0.023041166
Rpl6,6.452998,1.6249243,1.0965855468484788e-10,1.982856907390217e-09,0.5541125541125541,0.4783953948551898,1.001385,0.44361788
Cast,6.443599,3.4703445,1.166729460074929e-10,2.0983949526247216e-09,0.30303030303030304,0.072782874617737,0.391319,0.04230348
Arhgef12,6.428737,0.8909998,1.286685556498587e-10,2.3002821625493706e-09,0.6493506493506493,0.7273610361575823,1.3406368,0.92483795
Srgn,6.427047,4.814352,1.3010695939557107e-10,2.3213638771308064e-09,0.26406926406926406,0.02273790250044972,0.3969219,0.017168997
Pdgfb,6.3917,2.93833,1.6405178135760125e-10,2.898140279473205e-09,0.3593073593073593,0.1604964921748516,0.5691005,0.095328405
Rps11,6.382276,1.9872248,1.7447500062479036e-10,3.0762094926431217e-09,0.45454545454545453,0.2917071415722252,0.7964508,0.2678277
Cd34,6.3519964,3.7177505,2.1253838570528098e-10,3.713203136476528e-09,0.30303030303030304,0.08087785572944774,0.45754525,0.04315304
Rpl24,6.33662,1.8265582,2.3486083783113215e-10,4.097864099040598e-09,0.48917748917748916,0.34988307249505307,0.87481105,0.3323672
Jam2,6.3321285,3.1248028,2.41802290886728e-10,4.213506845736952e-09,0.3116883116883117,0.0868861305990286,0.47628987,0.06760389
2610307P16Rik,6.3166943,3.462556,2.6721720895552547e-10,4.647331006236226e-09,0.2813852813852814,0.0462673142651556,0.38269207,0.04142265
Rps18,6.31462,2.0914557,2.7082568005755954e-10,4.703998722137443e-09,0.43722943722943725,0.2674581759309228,0.72662514,0.22363943
Lhfpl2,6.306524,2.4389653,2.853725049588991e-10,4.938164984418743e-09,0.36796536796536794,0.1633387299874078,0.55436045,0.1280591
Nrgn,6.3065033,0.9507624,2.8541013103097533e-10,4.938164984418743e-09,0.7229437229437229,0.7347724410865264,1.5030493,1.0326029
Nos3,6.3046207,5.947562,2.889001494668219e-10,4.9921202676356946e-09,0.2510822510822511,0.013023925166396834,0.334318,0.0064119287
Rpl14,6.293621,1.8824425,3.1014413648224654e-10,5.33519394832136e-09,0.45021645021645024,0.28350422737902503,0.71932656,0.25123534
Rpl31,6.288938,2.0123193,3.196451694427217e-10,5.481088514949542e-09,0.45454545454545453,0.2933621154883972,0.7458222,0.24270076
Srgap2,6.280433,0.8417867,3.376313587430921e-10,5.771090718464939e-09,0.670995670995671,0.7207771181867242,1.4434781,1.0314786
Nedd4,6.2670364,0.69174606,3.6798376567086377e-10,6.2620163290539004e-09,0.6926406926406926,0.7544522396114409,1.3079215,0.9823179
Rhoj,6.241685,3.7834792,4.3288202067780825e-10,7.306243653023057e-09,0.2813852813852814,0.052347544522396115,0.42483914,0.037720785
Tbc1d4,6.2370305,2.816401,4.459554933286269e-10,7.517455524303767e-09,0.35064935064935066,0.15196977873718295,0.5845817,0.106837764
S1pr1,6.2107315,2.8216026,5.273850948350521e-10,8.823684619064664e-09,0.2987012987012987,0.06853750674581759,0.42276958,0.071790546
Rpl36,6.2056236,1.9340384,5.448041434553723e-10,9.098127616311905e-09,0.46320346320346323,0.3090483899982011,0.7939588,0.27551615
Hspa8,6.2031,1.1506722,5.536151708694661e-10,9.233792452676941e-09,0.6796536796536796,0.6710559453139053,1.3718668,0.84390664
Tie1,6.202071,8.306337,5.572477921404943e-10,9.288615493061466e-09,0.23809523809523808,0.0017988846914912754,0.31753466,0.0011799198
Gng5,6.1864457,3.8316162,6.153588983525234e-10,1.0231864850700683e-08,0.26406926406926406,0.031192660550458717,0.34826252,0.02884124
Gpx4,6.183118,1.6383334,6.284771148826345e-10,1.0417754519985434e-08,0.48917748917748916,0.34776038855909336,0.7721581,0.31776094
Lama4,6.179721,2.8398602,6.421503023430286e-10,1.0637841321798507e-08,0.3333333333333333,0.1283684115848174,0.52559984,0.092197284
H2-K1,6.175262,4.410754,6.605375167114537e-10,1.0928967410121158e-08,0.2554112554112554,0.022306170174491814,0.36016935,0.020179147
St6galnac3,6.1624293,0.9143949,7.16373472600724e-10,1.1823682560676568e-08,0.683982683982684,0.7018888289260659,1.5408107,1.0805577
Chn2,6.144766,1.7643689,8.008146709274653e-10,1.3136685108559825e-08,0.45454545454545453,0.2906997661449901,0.7683281,0.2929097
Slc16a1,6.1385107,3.1230545,8.329863797415861e-10,1.3647770746131963e-08,0.329004329004329,0.1287641662169455,0.51415426,0.074326016
Pglyrp1,6.136204,6.3859634,8.451666283257488e-10,1.383889537057457e-08,0.24242424242424243,0.010361575822989747,0.3922934,0.0057275216
Rpl18,6.125343,2.0112271,9.04884363582027e-10,1.4762746113812427e-08,0.42424242424242425,0.24903759669005215,0.7153956,0.23049559
Clic5,6.1237264,5.275498,9.141195028727918e-10,1.490436349647568e-08,0.2510822510822511,0.02194639323619356,0.3921746,0.012321326
Layn,6.122048,4.962532,9.238016515134424e-10,1.5053093011622922e-08,0.2510822510822511,0.020867062421298793,0.33077228,0.012495282
Rps5,6.096264,1.9649835,1.0857627037296526e-09,1.7532718659384473e-08,0.42857142857142855,0.25849973016729627,0.7055064,0.23310387
Vtn,6.088555,4.565516,1.13934382780773e-09,1.8342821242177175e-08,0.2510822510822511,0.021406727828746176,0.44030344,0.023093184
Abhd2,6.0856643,1.8308146,1.1600942188188079e-09,1.866570758063555e-08,0.49783549783549785,0.432379924446843,0.8563338,0.32263508
Tjp2,6.084296,2.0097728,1.1700405207054943e-09,1.8814475638154776e-08,0.3939393939393939,0.20741140492894405,0.5439909,0.16508846
Rpl5,6.0561233,1.9201987,1.3944108000259919e-09,2.2275753981390254e-08,0.4588744588744589,0.32718114768843315,0.7715704,0.2679858
Luzp1,6.0555353,1.206183,1.399513850885427e-09,2.234399119030982e-08,0.5670995670995671,0.537938478143551,0.924315,0.50612384
Hspb1,6.042674,7.1577034,1.5158087451776237e-09,2.4143320084720066e-08,0.23376623376623376,0.0037776578521316784,0.36333624,0.0030636804
Foxq1,6.031466,7.2253027,1.62478990241927e-09,2.5817921157898156e-08,0.23376623376623376,0.004461234034898363,0.31647375,0.0024848336
Acvrl1,6.0295877,6.9492903,1.643784684768329e-09,2.6088892191213825e-08,0.23376623376623376,0.004353300953408887,0.33782685,0.003246874
Foxo1,6.0258884,1.632708,1.6818310520680416e-09,2.6614134492973075e-08,0.47186147186147187,0.3389458535707861,0.7413362,0.30330175
Pbxip1,6.0122795,3.1710794,1.8293228562710617e-09,2.8812371130130965e-08,0.2813852813852814,0.059147328656233136,0.4140398,0.0553829
Laptm4a,5.9951515,1.8673899,2.0329592667594065e-09,3.18145693056641e-08,0.45021645021645024,0.31491275409246267,0.68604046,0.23916398
Marcks,5.9794564,1.3791763,2.238836985462727e-09,3.4793261885126355e-08,0.5497835497835498,0.471343766864544,0.9281892,0.46257764
Rpl15,5.961654,1.7941691,2.4969711582206502e-09,3.858172226646858e-08,0.49783549783549785,0.4012951969778737,0.87423664,0.33848453
Rps4x,5.9449177,2.0428798,2.7659553222795212e-09,4.2469268291228986e-08,0.4025974025974026,0.22881813275769022,0.63439524,0.19473104
Ptms,5.9299126,1.4075599,3.0309577999665966e-09,4.631504662708246e-08,0.5541125541125541,0.49149127540924625,0.9356198,0.45983768
Nipbl,5.9195213,0.48477688,3.2287986415286016e-09,4.9126738107516145e-08,0.7056277056277056,0.7964382083108473,1.3989136,1.1569215
Tgfb2,5.9107347,2.1321013,3.405852141717836e-09,5.167433486615372e-08,0.38961038961038963,0.22417701025364273,0.56963235,0.16136393
Rasip1,5.906235,5.529764,3.5001419385714295e-09,5.3015114932026104e-08,0.23809523809523808,0.015578341428314445,0.31013083,0.007839702
Arap3,5.9040384,4.1810827,3.5470929281110247e-09,5.3665758433751816e-08,0.24675324675324675,0.023925166396833963,0.32529357,0.020971622
Rpl29,5.887825,1.9625709,3.913116422033528e-09,5.8938025930516196e-08,0.4155844155844156,0.2487857528332434,0.66962075,0.2188459
Nfia,5.8763556,0.7323997,4.193970472552592e-09,6.29564170935688e-08,0.7012987012987013,0.7385860766324879,1.7101965,1.3155059
Swap70,5.8482275,3.0459635,4.968386630532214e-09,7.387966173901527e-08,0.27705627705627706,0.06173772261198057,0.36192364,0.05145501
Rplp0,5.8458104,2.3016045,5.041080638870461e-09,7.487774282280227e-08,0.3593073593073593,0.17031840259039396,0.55501634,0.14019614
Bmpr2,5.839992,0.9712747,5.2203314692115745e-09,7.728391546981543e-08,0.6277056277056277,0.7108832523835222,1.2957256,0.85590464
Myl9,5.835652,6.088252,5.35806949720693e-09,7.923573329111184e-08,0.22943722943722944,0.007879114948731787,0.38322523,0.006840564
Ttc28,5.834664,1.3794851,5.389917214789187e-09,7.966285784454644e-08,0.5281385281385281,0.46465191581219645,0.9438023,0.472087
Pakap-1,5.8209367,1.3015147,5.8518791991745e-09,8.592349403378077e-08,0.5497835497835498,0.5392336751214247,0.9631406,0.50512713
Mast4,5.8162165,0.58511794,6.019448105826521e-09,8.82874293687547e-08,0.7316017316017316,0.761647778377406,1.5737542,1.2668204
St8sia4,5.792053,2.218719,6.9531132150459835e-09,1.0120809972279826e-07,0.4069264069264069,0.2796905918330635,0.756071,0.21731628
Myh9,5.791608,1.7554451,6.971566764378934e-09,1.0142176446067242e-07,0.45454545454545453,0.3467889908256881,0.6568831,0.24301319
Rpl7a,5.7786565,1.941022,7.529938857778542e-09,1.0866243668555823e-07,0.39826839826839827,0.22262996941896024,0.60443056,0.19574217
Ckb,5.769919,1.2639989,7.930963694217672e-09,1.140208638114654e-07,0.5887445887445888,0.5494153624752653,1.0642934,0.5825688
Ndufa13,5.769245,1.6717755,7.962731914574031e-09,1.1435521461496751e-07,0.4458874458874459,0.2849793128260478,0.714415,0.28319216
Actg1,5.768886,1.5597177,7.979725521523752e-09,1.1452959801862658e-07,0.5108225108225108,0.4122683935959705,0.8812583,0.39179343
Syne1,5.755592,0.5131757,8.633886347169771e-09,1.2313828351828649e-07,0.7316017316017316,0.8182047130778917,1.8825158,1.5898046
Aplp2,5.7422647,0.91127133,9.341867905176926e-09,1.3274245934008673e-07,0.6277056277056277,0.6680338190322,1.1060765,0.73014814
mt-Nd4l,5.741395,1.9835241,9.389980696257194e-09,1.3335559265773296e-07,0.354978354978355,0.1650296815974096,0.4673902,0.14034155
Dab2,5.681758,3.2839656,1.3331709695218942e-08,1.863803535434615e-07,0.26406926406926406,0.05508184925346285,0.39403215,0.048392426
Tfrc,5.658375,2.4416595,1.52813298278819e-08,2.1121879242550755e-07,0.44155844155844154,0.36380644000719553,0.9321897,0.24957746
Mob3b,5.638629,2.1921055,1.7140932745259562e-08,2.3486836454111393e-07,0.3333333333333333,0.14114049289440547,0.46636575,0.122242026
Gm10076,5.617091,2.175658,1.941990955432362e-08,2.6447692332725584e-07,0.35064935064935066,0.17075013491635185,0.53265995,0.14470954
Nfkbia,5.583729,4.125271,2.3541600508849747e-08,3.1819054611307476e-07,0.24242424242424243,0.03486238532110092,0.35119113,0.02382424
Rps26,5.561321,1.6382074,2.6774036657811826e-08,3.597091824977019e-07,0.46320346320346323,0.3422198237093002,0.7327497,0.2980363
Nbeal1,5.5530486,1.0413568,2.8072987364955933e-08,3.7603248778482847e-07,0.5757575757575758,0.609282245008095,1.0303202,0.6288873
Map3k1,5.521928,2.2666695,3.353003072113092e-08,4.449145310996483e-07,0.329004329004329,0.14534988307249505,0.4461352,0.11050629
Atox1,5.512496,2.6117408,3.5378028398423926e-08,4.673587134049414e-07,0.3116883116883117,0.12682137075013492,0.463219,0.092023835
Rpl39,5.4977684,1.9044799,3.8462746810751856e-08,5.05376042447385e-07,0.3939393939393939,0.22996941896024464,0.63417685,0.21230094
Synm,5.4877977,3.0154681,4.0697575820334864e-08,5.339569640099599e-07,0.27705627705627706,0.08325238352221623,0.34127495,0.04907613
Gpd2,5.48507,1.4661243,4.133051724209606e-08,5.412041902023008e-07,0.5064935064935064,0.4516279906457996,0.7989751,0.36655912
Slc38a3,5.4843354,3.720059,4.1502696277672905e-08,5.429296246256431e-07,0.23809523809523808,0.032020147508544705,0.30175567,0.026377754
Cox6c,5.471927,1.4864681,4.451683421043831e-08,5.786973078057462e-07,0.5151515151515151,0.43234394675301313,0.9419227,0.44371876
Csrp2,5.4704857,4.3120713,4.488040751433054e-08,5.825780434348124e-07,0.23376623376623376,0.02996941896024465,0.2873412,0.016619185
Rhoa,5.4558725,1.6170517,4.873296400800096e-08,6.298483611808493e-07,0.47619047619047616,0.4034178809138334,0.7413756,0.3061727
Myl12a,5.453051,4.037231,4.9512837941036147e-08,6.390057423033819e-07,0.24242424242424243,0.041626191761108114,0.37433523,0.027278129
Uqcr11,5.4453874,1.7895696,5.16928050847307e-08,6.64268614359978e-07,0.42857142857142855,0.2905918330635006,0.7455067,0.27790216
Rpl27,5.4343996,1.9003718,5.498118672832978e-08,7.04839927189991e-07,0.38095238095238093,0.21838460154704084,0.601475,0.19962548
Ushbp1,5.4233103,6.69209,5.8505311782991595e-08,7.468112720232703e-07,0.21212121212121213,0.006260118726389639,0.27671072,0.003078287
Entpd1,5.4148993,2.1120148,6.13232374739695e-08,7.794490969373512e-07,0.3246753246753247,0.13689512502248605,0.49700388,0.13882554
Anxa3,5.412923,3.0105317,6.200414890326425e-08,7.869870009592396e-07,0.2510822510822511,0.04828206511962583,0.3619823,0.05271115
Atp10d,5.4064636,2.74594,6.428125980235191e-08,8.132003064450074e-07,0.30303030303030304,0.12455477603885591,0.3996993,0.07069089
Ptgds,5.3909197,1.6792359,7.009805113786808e-08,8.830448354779725e-07,0.4805194805194805,0.3641662169454938,1.0133873,0.4369445
Ctla2a,5.3903804,7.4672008,7.03086189345408e-08,8.848677240145719e-07,0.2077922077922078,0.0024464831804281344,0.3098145,0.0020502917
She,5.389209,7.4052978,7.076856075617238e-08,8.898227550390042e-07,0.2077922077922078,0.0025184385680877856,0.22888626,0.0015160835
Purb,5.3835864,1.2550926,7.301616331486289e-08,9.176540263191609e-07,0.5324675324675324,0.5213167835941717,0.8988003,0.47641537
C130074G19Rik,5.372603,6.06469,7.76080433276391e-08,9.699200577737964e-07,0.21212121212121213,0.00849073574383882,0.27247906,0.004668484
Rai14,5.3619423,2.1680703,8.233185755826234e-08,1.0260932340401248e-06,0.341991341991342,0.1760028782155064,0.49804974,0.13420823
Car4,5.348211,2.9438055,8.88278631523235e-08,1.102450199955165e-06,0.3116883116883117,0.14563770462313366,0.48071986,0.077164166
Ctnnb1,5.3271713,1.7466686,9.975416124615095e-08,1.2278489751186789e-06,0.45454545454545453,0.3758589674401871,0.7154926,0.27113807
Mylk,5.3221817,3.9378474,1.0253009537451198e-07,1.2585580916917026e-06,0.24675324675324675,0.053858607663248785,0.392113,0.030846847
Sox17,5.309757,9.032654,1.0977148920502273e-07,1.3437630591977041e-06,0.20346320346320346,0.0010793308148947653,0.279131,0.00061460433
Pir,5.3091445,3.176478,1.1014095621819414e-07,1.3476719005386507e-06,0.27705627705627706,0.09354200395754632,0.37555328,0.04918484
Hnrnpk,5.304588,1.3604159,1.1292782694524051e-07,1.377381166599461e-06,0.5108225108225108,0.452995143011333,0.7710454,0.37333715
Bcam,5.3036895,6.0987782,1.1348520516507553e-07,1.383551480392731e-06,0.2077922077922078,0.0061162079510703364,0.267904,0.0044726506
Atxn7l3b,5.272279,1.3241304,1.3474015692962518e-07,1.6286405833104042e-06,0.5064935064935064,0.4209390178089584,0.7521354,0.37013152
Pgm5,5.2677794,4.5589347,1.3808394909368222e-07,1.6660600413772975e-06,0.22077922077922077,0.02338550098938658,0.30636293,0.015093905
