names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_VLMC NN (for_DEGs),mean_expr_Rest (for_DEGs)
Psmf1,-2.5916734,-0.56128544,0.00955103928304384,0.046190861327463646,0.058394160583941604,0.194538389580485,0.07036986,0.10217517
2810004N23Rik,-2.5925922,-0.52026945,0.009525564257677092,0.046075951683849405,0.051094890510948905,0.18763042383248182,0.07458676,0.105318554
Tyw5,-2.5942068,-1.438587,0.009480945652287652,0.045893174144653076,0.029197080291970802,0.1611858674534072,0.032710563,0.08629684
Gm28791,-2.5946581,-1.8051065,0.0094685034457926,0.045841204970891385,0.014598540145985401,0.14488738576671223,0.021067357,0.07176421
Ralgapa1,-2.5958426,-0.6241373,0.009435930145248957,0.04569997170202586,0.5109489051094891,0.796610779304886,0.99838513,1.2924253
Elac1,-2.5988803,-0.7413047,0.009352835442264876,0.045330210738394154,0.0364963503649635,0.17079225732172412,0.053581417,0.08802434
Nup54,-2.6016793,-0.26043758,0.009276856377017266,0.04498630767920122,0.072992700729927,0.2149744549183277,0.09963204,0.11821946
Gramd1c,-2.6020775,-1.6886643,0.009266088304817994,0.04494220085748366,0.021897810218978103,0.1525868892566741,0.026880914,0.08418311
Gm15398,-2.6028318,-1.2225578,0.0092457313004499,0.04485156166150727,0.021897810218978103,0.15384615384615385,0.038573634,0.08780405
Ppih,-2.6034372,-2.550386,0.009229417245559585,0.04478466877492724,0.0072992700729927005,0.13697200834712528,0.012613458,0.07172187
Ipo13,-2.6040428,-0.7206898,0.009213128885480506,0.044725704273326325,0.0364963503649635,0.16967690868532778,0.060056984,0.09713076
Efcab12,-2.6041596,-1.6443766,0.0092099884726315,0.04471853817484793,0.014598540145985401,0.14542707059077498,0.022878863,0.06984955
Kcng3,-2.6063051,-3.2561574,0.009152488681845986,0.04445541772979061,0.0072992700729927005,0.13704396632366697,0.007652918,0.07083039
Lpin1,-2.60673,-0.3090541,0.009141140667436773,0.04440832575194831,0.08759124087591241,0.23148881053464776,0.107451946,0.13149917
Bpnt1,-2.6084666,-0.30574986,0.0090948861401643,0.04419960039540871,0.043795620437956206,0.18018277326041593,0.07940571,0.09726494
Ttl,-2.6089766,-0.33474222,0.009081346563075219,0.044141784035787106,0.06569343065693431,0.20626753975678203,0.0916701,0.11428756
Them4,-2.6091943,-0.5819485,0.00907556952138205,0.04412168500805784,0.051094890510948905,0.18835000359789883,0.0718803,0.10576176
Nsd3,-2.6093378,-0.5073464,0.00907176692010134,0.04412168500805784,0.4306569343065693,0.7421385910628193,0.7812531,0.9870384
Gm15834,-2.6104956,-2.2999265,0.00904111650784615,0.043993987788088745,0.0072992700729927005,0.13736777721810461,0.014635667,0.07008636
Atg14,-2.6111805,-0.45878106,0.00902302291475185,0.043921852485395325,0.043795620437956206,0.18021875224868678,0.07132236,0.09676757
Nabp2,-2.614808,-0.7621835,0.008927762772772055,0.04351332953099676,0.058394160583941604,0.19601352809958983,0.06830788,0.11324158
Slc30a6,-2.6154187,-0.27663496,0.008911812016082066,0.04344346677651036,0.06569343065693431,0.2074548463697201,0.09450583,0.11338679
Tnks1bp1,-2.617952,-0.38340813,0.008845922470510042,0.043153583293864345,0.06569343065693431,0.20597970785061523,0.08395438,0.10817255
Ttc33,-2.620204,-0.46666852,0.008787719703027698,0.04290860047616832,0.051094890510948905,0.18813412966827373,0.07883447,0.107375145
Hrh2,-2.6212397,-2.269929,0.008761066973012398,0.04278623583512234,0.0072992700729927005,0.13790746204216736,0.015555281,0.07288753
Spire2,-2.623842,-1.3482574,0.008694411973972634,0.04248387883990629,0.014598540145985401,0.14643448226235878,0.029193146,0.07271369
Chmp1b2,-2.624081,-0.86863726,0.008688313377303105,0.042469525277084676,0.029197080291970802,0.16338058573792905,0.05170717,0.09248586
Ube2d-ps,-2.6243358,-0.4190815,0.008681812421781709,0.04244546939106159,0.043795620437956206,0.18093833201410375,0.071983896,0.09512527
Polr1f,-2.625807,-0.66350055,0.008644381354696737,0.042277853476647496,0.043795620437956206,0.1806864790962078,0.06389108,0.09939398
Trim39,-2.6264336,-1.1077857,0.008628479850900905,0.042230829434190764,0.021897810218978103,0.1550334604590919,0.035871577,0.07576764
Kptn,-2.6266408,-0.3908788,0.00862323002101606,0.04221282395057415,0.06569343065693431,0.20713103547528244,0.0852419,0.11035143
Slitrk2,-2.6267576,-0.8327296,0.008620269838279928,0.04220602233137421,0.043795620437956206,0.18036266820177016,0.06708225,0.11651594
Tmem222,-2.628112,-0.5971742,0.008586024852567507,0.04205367987394986,0.043795620437956206,0.18075843707274952,0.071367785,0.106077045
Ubl7,-2.6303,-0.551622,0.00853095263442441,0.041819001882952865,0.058394160583941604,0.19784845650140317,0.07799041,0.11233635
Mtfmt,-2.6304913,-2.0633507,0.008526155536009467,0.04180616774682014,0.021897810218978103,0.15402604878750809,0.018799858,0.07632974
Gpatch4,-2.6310117,-26.073696,0.008513108985288705,0.04175743673506891,0.0,0.13010002158739295,0.0,0.06824353
Pcdh20,-2.6318774,-0.63401985,0.008491448642634354,0.04167401370366851,0.072992700729927,0.2139670432467439,0.09593051,0.14517985
Mettl4,-2.634549,-0.41299564,0.008424917563279136,0.041385289748685626,0.06569343065693431,0.20641145570986544,0.08488565,0.11150218
Sdc3,-2.635712,-0.34453094,0.008396096717547749,0.0412588000732458,0.06569343065693431,0.2070950564870116,0.104579575,0.13101141
Gm28756,-2.6358447,-2.3202639,0.00839281228108674,0.04125020413257741,0.014598540145985401,0.1465783982154422,0.016278539,0.078778066
Ahsa2,-2.6360784,-0.5415572,0.00838703446402758,0.04122934797812314,0.043795620437956206,0.18126214290854142,0.069135875,0.09911247
Zkscan6,-2.636944,-2.010909,0.008365661268775563,0.04113933350878466,0.014598540145985401,0.14690220910987983,0.01858543,0.0728846
Gm34237,-2.6390154,-26.058067,0.008314720566999292,0.04093377457590161,0.0,0.1304957904583723,0.0,0.0675325
Efcab7,-2.6390314,-0.40346843,0.008314329793363925,0.04093377457590161,0.058394160583941604,0.19921565805569547,0.08502104,0.11098227
Plxna1,-2.6392543,-0.59982055,0.00830886068742175,0.04092742193785929,0.051094890510948905,0.18842196157444052,0.06852968,0.10210536
Rrp15,-2.6393075,-0.8931144,0.00830755899382607,0.04092742193785929,0.0364963503649635,0.17273512268835,0.04744181,0.08638999
Supv3l1,-2.6407785,-0.29029214,0.008271574526460572,0.04078862314663159,0.06569343065693431,0.20878606893574153,0.0902307,0.1092789
Rnf123,-2.6444378,-1.082607,0.008182672189995912,0.040402131889965116,0.0364963503649635,0.17277110167662085,0.042577438,0.088121064
Fam199x,-2.645824,-0.3156542,0.008149219072373764,0.040259149930995226,0.06569343065693431,0.20673526660430308,0.0930261,0.11451915
Asns,-2.6459355,-1.4926847,0.00814653277055237,0.04025327979859179,0.021897810218978103,0.1556810822479672,0.031628795,0.086572
Aff3,-2.6460578,-0.5144972,0.008143591539896968,0.040253098926171946,0.44525547445255476,0.6989997841260703,0.8455107,1.064264
Mttp,-2.6465092,-0.3392398,0.008132730019774924,0.04020725954578698,0.06569343065693431,0.20824638411167878,0.093301356,0.11664142
Skic8,-2.6477306,-0.40789387,0.008103405009434392,0.04007702790419696,0.06569343065693431,0.20655537166294885,0.08945432,0.117030464
Rpap3,-2.6484742,-1.0890931,0.008085601381195441,0.03999633820190013,0.021897810218978103,0.155968914154134,0.039575208,0.08239123
Rin1,-2.6486495,-1.6621617,0.00808140991484309,0.039982965275609246,0.014598540145985401,0.14762178887529684,0.0240095,0.07409334
Olfml2b,-2.648745,-2.225259,0.008079124480421042,0.03997901929814243,0.014598540145985401,0.14740591494567173,0.019727038,0.08907124
Gm6994,-2.6501632,-2.5081015,0.008045291750575077,0.039818933383303064,0.0072992700729927005,0.13934662157300137,0.0125171095,0.069203064
Dnmt3a,-2.6509757,-0.33129588,0.008025961678354175,0.03974522489815272,0.38686131386861317,0.6793552565301864,0.6593716,0.7768343
Gm38085,-2.6521122,-25.834791,0.007998994603813415,0.039626287795808714,0.0,0.1311434122472476,0.0,0.058125105
B3galnt1,-2.652739,-0.40695068,0.00798415963726611,0.039560090255087665,0.058394160583941604,0.1984960782902785,0.086673126,0.11336912
Rhof,-2.6539764,-1.1194838,0.007954939198558154,0.03943712477218775,0.029197080291970802,0.1647118083039505,0.040983737,0.086998455
Dusp14,-2.6573753,-2.790024,0.007875169248396782,0.03911382582336812,0.0072992700729927005,0.13967043246743902,0.010475069,0.07030069
Ccdc92b,-2.6595,-1.3655853,0.007825677623432349,0.03888238863565592,0.021897810218978103,0.15665251493128013,0.03027728,0.07623102
Galns,-2.6597548,-0.6148466,0.007819757392452437,0.03886015926302885,0.043795620437956206,0.18252140749802115,0.064480126,0.09712466
Exosc7,-2.659808,-0.5279984,0.007818524516159834,0.03886015926302885,0.06569343065693431,0.20882204792401238,0.080728985,0.11442881
Tusc3,-2.660238,-0.431286,0.007808544634489503,0.03881879636054264,0.39416058394160586,0.7155141397423904,0.74087983,0.90837526
Cacnb3,-2.6603389,-1.0557027,0.007806205327765872,0.038814348104564945,0.0364963503649635,0.1730949125710585,0.04707093,0.09548039
Zfp667,-2.661709,-0.53889644,0.007774502096909609,0.0386638666192784,0.0364963503649635,0.17413830323091314,0.06552237,0.09383905
Cars,-2.6621022,-0.7922664,0.0077654302373695696,0.0386258997552981,0.043795620437956206,0.18234151255666692,0.057036895,0.096806556
Dipk2a,-2.6627076,-1.438425,0.007751473230840801,0.03856361520323872,0.021897810218978103,0.15672447290782182,0.034883797,0.09186069
Coq5,-2.662798,-0.71921235,0.007749393849910518,0.03856040976798067,0.058394160583941604,0.19813628840756997,0.06736614,0.10860729
Septin7,-2.6633608,-0.5329537,0.007736439569408485,0.03851021326973064,0.46715328467153283,0.7673958408289558,0.8710317,1.1020296
Arid4b,-2.6645186,-0.3821059,0.00770985872342856,0.03838501091319722,0.41605839416058393,0.7184644167806001,0.72883546,0.8746129
Zfp420,-2.6650445,-0.8796697,0.007697814651665616,0.03834636256771507,0.029197080291970802,0.16535943009282578,0.046856984,0.08458615
Mre11a,-2.6662552,-0.9137319,0.007670140901185267,0.0382226791570564,0.029197080291970802,0.16553932503418003,0.04899978,0.09039846
Zbtb41,-2.6665528,-0.3492706,0.007663357494515548,0.03819595916854624,0.06569343065693431,0.2089659638770958,0.09493683,0.1194427
Nebl,-2.6671476,-0.5953208,0.007649806810281017,0.03813549331952708,0.5255474452554745,0.748686766928114,1.0851259,1.376468
Gm42722,-2.6691763,-2.687784,0.007603750698243533,0.03793404776490972,0.0072992700729927005,0.14028207526804345,0.010900139,0.068234466
5330439K02Rik,-2.6694684,-0.73368144,0.007597140093786164,0.037908106651816945,0.029197080291970802,0.16589911491688852,0.05169139,0.08454048
Gm9828,-2.6695747,-25.995914,0.007594737515325388,0.03790315695334197,0.0,0.13200690796574802,0.0,0.064775124
Josd2,-2.6705837,-0.39398748,0.007571946970345345,0.037810484128076464,0.06569343065693431,0.20918183780672087,0.10854293,0.1403321
Ing3,-2.6708333,-0.7089483,0.007566318777356919,0.03778940251813762,0.051094890510948905,0.19018493199971218,0.067365415,0.107876584
Ccar2,-2.6711414,-1.0669378,0.0075593785180008664,0.03776175883597012,0.0364963503649635,0.17363459739512124,0.046106834,0.09426821
Ddx49,-2.6731436,-1.4417828,0.007514405788146431,0.03755106630602466,0.021897810218978103,0.15719219975534288,0.031308398,0.082866505
Cops8,-2.673648,-0.36215186,0.007503111049311037,0.03750857560836978,0.08759124087591241,0.23602216305677484,0.1098318,0.13907978
Hars2,-2.6747262,-1.4176303,0.007479026982726838,0.037395134913634186,0.029197080291970802,0.16517953515147155,0.03146864,0.08195216
Extl2,-2.6752203,-0.5400372,0.007468016569520424,0.03734703242564932,0.051094890510948905,0.19169604950708785,0.08524462,0.12167121
Ak6,-2.676272,-0.97458196,0.007444623451783883,0.03723697545596294,0.0364963503649635,0.17413830323091314,0.05030866,0.09657228
Prpsap1,-2.6765532,-0.5073236,0.007438372818359813,0.037212637801029264,0.051094890510948905,0.19104842771821257,0.07879834,0.11023123
Gm43696,-2.6771588,-0.4583938,0.007424944008091954,0.03715929325711134,0.051094890510948905,0.19241562927250486,0.07271024,0.09860145
Cox11,-2.6811526,-0.36373556,0.007336904485791416,0.0367529126646561,0.072992700729927,0.21886018565157947,0.09622768,0.12219528
Sox8,-2.6811793,-1.9698921,0.007336322264309741,0.0367529126646561,0.021897810218978103,0.1565445779664676,0.030013818,0.11275531
Pknox1,-2.681413,-0.5362895,0.007331200502383769,0.036744890412059666,0.051094890510948905,0.19241562927250486,0.07983861,0.11380425
Rp2,-2.6826663,-0.69001913,0.0073037839439665945,0.03664120897710658,0.043795620437956206,0.18331294523997985,0.07184252,0.11347951
Hif1an,-2.6845677,-0.7739985,0.007262370022880106,0.036440687677831644,0.029197080291970802,0.16654673670576384,0.049421184,0.08308427
Slx1b,-2.6847906,-0.32993138,0.0072575252435062515,0.03642317954669649,0.08029197080291971,0.22742318486004173,0.12254725,0.15175259
4930578M01Rik,-2.684833,-0.5685617,0.007256602757291559,0.03642317954669649,0.043795620437956206,0.18410448298193854,0.06712879,0.09800893
Pdgfa,-2.6850455,-0.30291784,0.00725199190437642,0.036409010177614796,0.058394160583941604,0.2008347125278837,0.100823455,0.122983366
Pdp1,-2.6853802,-0.69210327,0.007244735142293899,0.03637937456053767,0.051094890510948905,0.19151615456573362,0.06867857,0.108727776
Rrm2b,-2.6874993,-0.25552782,0.007198926787336567,0.03618315802015218,0.058394160583941604,0.2018421241994675,0.100307465,0.11863233
Zfp869,-2.6875045,-0.59273726,0.0071988123067668235,0.03618315802015218,0.058394160583941604,0.20123048139886307,0.07546707,0.11173537
Rfc2,-2.689082,-0.9378597,0.007164883799222372,0.03603901678867561,0.021897810218978103,0.15819961142692668,0.04598285,0.08631103
Spcs3,-2.690723,-0.63666284,0.007129736863975764,0.035885236541577714,0.051094890510948905,0.19259552421385912,0.07270339,0.11086526
Kbtbd2,-2.6911798,-0.43208018,0.007119982441547469,0.03584671692043854,0.06569343065693431,0.20975750161905446,0.09077269,0.12062256
Mcoln1,-2.6912062,-0.9308825,0.007119415692669023,0.03584671692043854,0.0364963503649635,0.1751097359142261,0.0521922,0.097257115
Inhba,-2.6916738,-3.055627,0.007109447539356082,0.0358138086581361,0.0072992700729927005,0.1413254659278981,0.009666092,0.07766283
9430015G10Rik,-2.6917958,-0.72644925,0.007106844292851069,0.03580740786591191,0.029197080291970802,0.16690652658847233,0.051329814,0.083555885
Rnf139,-2.692449,-0.3386275,0.0070929371037806044,0.03575745215358064,0.06569343065693431,0.21058501834928403,0.0952835,0.1190428
Sema7a,-2.6933732,-0.8633696,0.00707330525020201,0.03567186788155556,0.043795620437956206,0.18392458804058429,0.057885952,0.10293442
Gm31698,-2.6935856,-26.319254,0.0070687990832077555,0.03565583468477424,0.0,0.13319421457868605,0.0,0.080409385
Gm20319,-2.6939785,-1.6097604,0.007060469469018593,0.03562050593926579,0.014598540145985401,0.14996042311290206,0.028459212,0.08443825
Gigyf2,-2.6942654,-0.38193163,0.007054396665312403,0.03559655181163273,0.39416058394160586,0.7037130315895517,0.69935584,0.84127027
Pnma8c,-2.6951363,-1.6074986,0.0070359820774587856,0.035510300229398495,0.029197080291970802,0.1662948837878679,0.03435029,0.10119434
Cox18,-2.696326,-1.5494357,0.007010900189069953,0.03540366248455359,0.029197080291970802,0.16582715694034683,0.028821656,0.08212304
Tmem179,-2.6980097,-0.381731,0.006975542059655857,0.03523835592084092,0.058394160583941604,0.20087069151615455,0.09337732,0.1200231
2310022A10Rik,-2.6986735,-2.9420004,0.006961643666227032,0.03517475842638593,0.0072992700729927005,0.14168525581060662,0.009710676,0.07230928
Pam,-2.7026567,-0.52363044,0.006878774393507901,0.034775666595213035,0.4744525547445255,0.7318126214290854,0.98059404,1.2223204
Rgs9,-2.7032993,-0.93509215,0.006865488158877838,0.03471502951242897,0.029197080291970802,0.16755414837734764,0.051422384,0.09612084
Nphp1,-2.7059548,-0.57860076,0.006810830514321855,0.03447108983232779,0.051094890510948905,0.1927394401669425,0.07047166,0.10349402
Arhgef10,-2.7082546,-0.31772465,0.006763813276772235,0.03425893736981526,0.08029197080291971,0.22907821832050082,0.13932894,0.17086801
Tmem231,-2.7098796,-0.63996816,0.006730762449016658,0.03410657564266709,0.0364963503649635,0.17662085342160178,0.060884837,0.09333063
Lamp5,-2.712073,-1.2386818,0.006686384821801226,0.033905106654425164,0.029197080291970802,0.16708642152982658,0.048416007,0.11070409
Fsd1,-2.7123387,-1.1362243,0.00668103011614288,0.033884348663789955,0.021897810218978103,0.15931496006332302,0.038842592,0.08347481
Kcnk13,-2.7135708,-2.2151198,0.00665623469066167,0.03377134179344393,0.029197080291970802,0.16507159818665898,0.033608094,0.14729974
A730081D07Rik,-2.714155,-0.37928742,0.006644507177776347,0.03372457647654901,0.058394160583941604,0.20310138878894726,0.09066078,0.116389245
Fn3k,-2.7152011,-1.3526357,0.006623550687268629,0.033637272154017774,0.021897810218978103,0.15931496006332302,0.033566635,0.083584405
Ankrd29,-2.7171133,-4.1734905,0.006585408040129991,0.03346254047622785,0.0072992700729927005,0.14208102468158595,0.0043461695,0.0756595
Tspan18,-2.7174318,-1.4783309,0.006579070170901192,0.03343665887878098,0.029197080291970802,0.16737425343599338,0.044888176,0.12037517
Clstn1,-2.7209053,-0.30758587,0.00651034229947109,0.03311241673041609,0.36496350364963503,0.667949917248327,0.6281699,0.73328847
Sv2c,-2.722318,-3.127022,0.006482574000290353,0.032983670401022874,0.0072992700729927005,0.1428365834352738,0.01276005,0.10633084
Nkain1,-2.724283,-1.6068829,0.006444126090791284,0.03279425531431095,0.029197080291970802,0.16726631647118084,0.039346147,0.11532199
Emc8,-2.7246866,-0.5796671,0.006436254126377137,0.03276039938923161,0.058394160583941604,0.20295747283586385,0.07886616,0.11568164
Nrbf2,-2.7249098,-0.8400622,0.006431907542903613,0.032744478150401685,0.0364963503649635,0.1769806433043103,0.056313116,0.09866812
Gm6712,-2.7270393,-0.33195433,0.006390540808132061,0.03254621522261344,0.06569343065693431,0.21274375764553502,0.09413097,0.11710713
Usp5,-2.727799,-0.32460856,0.006375847087266823,0.03247753767485489,0.06569343065693431,0.21148449305605527,0.10029978,0.1240949
Fez2,-2.7279158,-1.13984,0.006373589215227351,0.03247219230435323,0.043795620437956206,0.18521983161833488,0.049041066,0.10504335
Arhgap1,-2.729302,-0.6503034,0.0063468574922262615,0.032342131768655344,0.058394160583941604,0.20195006116428005,0.07011144,0.107947476
Vgf,-2.7297056,-0.8960767,0.006339092532885697,0.03230869050808776,0.043795620437956206,0.18518385263006404,0.075797796,0.13675165
Gm32542,-2.7323983,-1.6702192,0.006287510473892431,0.032057951884912644,0.014598540145985401,0.15175937252644456,0.02223297,0.06910778
Rnpepl1,-2.7335453,-0.28990534,0.006265649686669736,0.031958619415492745,0.058394160583941604,0.20468446427286466,0.08934795,0.10819209
Rfx7,-2.7338161,-0.45723924,0.006260498106913114,0.03193840594888084,0.40145985401459855,0.7099373965604088,0.7126698,0.8866762
A430046D13Rik,-2.7341826,-2.4396834,0.006253534391578645,0.031914998879718555,0.0072992700729927005,0.14352018421241994,0.013289548,0.07006701
Sf3a1,-2.735675,-0.44622523,0.006225246880305292,0.031788746422235496,0.072992700729927,0.2202633661941426,0.0926479,0.124217555
Fbxw5,-2.737295,-0.83267295,0.006194673779831044,0.0316543637885646,0.0364963503649635,0.17762826509318558,0.054871127,0.095724
Pex5,-2.739212,-0.6187974,0.00615866200950844,0.03150261720835556,0.0364963503649635,0.17694466431603945,0.06077582,0.09186917
Cpsf2,-2.7411985,-0.5994063,0.0061215523471875805,0.03134860140440829,0.06569343065693431,0.21126861912643016,0.086538725,0.12835324
Zfp644,-2.7418623,-0.2727077,0.006109194361392274,0.03129127954453115,0.35766423357664234,0.6721594588760164,0.6447227,0.73900956
Zscan22,-2.742234,-1.2821078,0.006102283708296977,0.03126184237215248,0.021897810218978103,0.16079009858242785,0.032866847,0.07812523
Fbxo36,-2.7441142,-0.34298027,0.006067443268805026,0.031107078922493994,0.051094890510948905,0.19630136000575663,0.08653259,0.108535275
Dusp7,-2.7444859,-1.8659095,0.0060605751727527656,0.031077796735089088,0.014598540145985401,0.15233503633877815,0.025340758,0.08942653
Arl14ep,-2.7447567,-0.34762028,0.0060555756849448835,0.031058087164433864,0.058394160583941604,0.20461250629632294,0.088999115,0.111934975
Nfatc2,-2.7453887,-2.584203,0.006043924658243046,0.031004248867313986,0.021897810218978103,0.1591710441102396,0.016462423,0.09489162
Nudt5,-2.745734,-0.44798863,0.006037569183419569,0.030977560427436285,0.058394160583941604,0.20346117867165575,0.08593808,0.11548359
Mturn,-2.7478583,-1.0049828,0.005998590921222419,0.030795211702951165,0.043795620437956206,0.18550766352450168,0.051032625,0.09991495
Zbed4,-2.7480443,-0.40477055,0.005995191134114525,0.030793513413786562,0.051094890510948905,0.19615744405267324,0.08204175,0.1072328
Polr3h,-2.7499776,-2.2350843,0.005959936128908756,0.030637743214803573,0.014598540145985401,0.15226307836223646,0.018728456,0.08526227
Pum3,-2.751491,-0.3569568,0.005932463140768188,0.030519870685897225,0.058394160583941604,0.20324530474203065,0.092305236,0.11675606
Sbk1,-2.7515602,-2.2056053,0.005931212712933782,0.030519775930308652,0.021897810218978103,0.15981866589911492,0.018624539,0.083158545
Prcc,-2.7517514,-0.3453686,0.0059277512292190875,0.03051315623163159,0.072992700729927,0.22288983233791465,0.10176643,0.12760086
Glra3,-2.7554584,-1.5567657,0.005860995774201317,0.030181095525639974,0.021897810218978103,0.16136576239476147,0.040403694,0.114487916
Pnma2,-2.7571473,-0.8595398,0.005830808135607842,0.030037157707780423,0.0364963503649635,0.17874361372958192,0.056696642,0.10061059
Sycp2,-2.7583423,-26.193396,0.005809533709045975,0.02993330215955232,0.0,0.13639634453479169,0.0,0.07393398
Fam53c,-2.7583582,-0.7136987,0.005809250523412376,0.02993330215955232,0.043795620437956206,0.18755846585594013,0.061431307,0.09885501
Coil,-2.758852,-0.8843507,0.005800477939312364,0.02989810900236394,0.0364963503649635,0.17780816003453984,0.052470606,0.094804
Herc2,-2.7598984,-0.52726305,0.005781934589706414,0.029819689525030967,0.43795620437956206,0.7423184860041736,0.7581799,0.9688338
Washc3,-2.7602649,-0.57724327,0.005775452361142919,0.0297919763762546,0.051094890510948905,0.1959055911347773,0.07517055,0.11017838
Sh3bp4,-2.7603285,-0.4349497,0.005774325686191873,0.029791883868658914,0.06569343065693431,0.21414693818809816,0.101162605,0.13445652
Fndc4,-2.7608757,-0.88697785,0.005764663207529778,0.029753457623189615,0.0364963503649635,0.1785277397999568,0.056165576,0.1015083
Fbxl18,-2.7609553,-0.60292685,0.005763257267328126,0.029751915998675646,0.043795620437956206,0.18777433978556524,0.066764124,0.099721074
Gpam,-2.7611094,-0.88188803,0.005760539992981404,0.02974602149741002,0.051094890510948905,0.19507807440454775,0.07194372,0.12879975
Ddx23,-2.7621875,-0.7618843,0.005741551397193985,0.02966081596166657,0.051094890510948905,0.19493415845146433,0.0679164,0.112584755
Mas1,-2.7623467,-1.0665232,0.005738749993066596,0.02965388698340374,0.029197080291970802,0.1704324674390156,0.045912866,0.0938552
Ccn3,-2.764041,-0.2574657,0.005709037878109603,0.02951170599938535,0.08759124087591241,0.24131107433258978,0.14631125,0.17255674
Pelp1,-2.7648907,-26.197433,0.0056941875573653915,0.0294406041305384,0.0,0.13672015542922933,0.0,0.07413387
Gnaq,-2.7652094,-0.7099196,0.005688627675563973,0.029417518406929168,0.5474452554744526,0.8282363099949629,1.0697798,1.418754
