names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MGE-derived INS (merge) (for_DEGs),mean_expr_Rest (for_DEGs)
Cplx1,8.340996,0.67074674,7.36674004356248e-17,3.750963365944161e-15,0.6247436773752563,0.5476647472808701,0.4846057,0.33052084
Col11a1,8.328276,1.2739415,8.202825232028759e-17,4.167865883716891e-15,0.3622693096377307,0.20281509916826615,0.27459338,0.122813076
Epha10,8.303689,0.54873186,1.0092766816817776e-16,5.0852342262811575e-15,0.7142857142857143,0.6110044785668586,0.635482,0.4743746
Arhgap18,8.289699,0.7006724,1.135356024435948e-16,5.708541647706757e-15,0.6370471633629529,0.5425463851567498,0.5700848,0.38716307
Mast2,8.265466,0.29313612,1.391502358200728e-16,6.967347774408801e-15,0.9268626110731374,0.9027511196417146,1.2375386,1.0976629
Tmem241,8.229553,0.88950264,1.8791225006705983e-16,9.369935053033269e-15,0.4894053315105947,0.3761996161228407,0.3202435,0.18544556
Wipf3,8.22566,0.63044006,1.9411796399337126e-16,9.65937405953792e-15,0.6233766233766234,0.5284708893154191,0.5366541,0.37763053
Trhde,8.215814,0.7654801,2.1073096319793887e-16,1.0464421685895174e-14,0.7559808612440191,0.689699296225208,1.1957573,0.85720265
Phkb,8.202594,0.43999767,2.3525557453477476e-16,1.1634281842085246e-14,0.7969924812030075,0.7376839411388356,0.7678,0.61594623
Anks1,8.144759,0.51534086,3.8003714460307904e-16,1.867921345024603e-14,0.7026657552973342,0.6269993602047345,0.55283844,0.41637316
Sox5,8.114073,0.56572497,4.895087395770797e-16,2.401085230952014e-14,0.7922077922077922,0.7370441458733206,1.4120184,1.1305205
Atp1b3,8.08272,0.5115589,6.33380963991689e-16,3.0941880601979385e-14,0.6910457963089542,0.6353166986564299,0.5706618,0.4316094
Sacs,8.077203,0.48200178,6.626931744475738e-16,3.230830448055742e-14,0.719753930280246,0.6602687140115163,0.6233734,0.48210275
Asap2,8.049181,0.6233746,8.335002217390587e-16,4.039038096652614e-14,0.6015037593984962,0.4990403071017274,0.46440494,0.3247552
Creb3l2,8.046932,1.6342988,8.489503363653022e-16,4.105646566470269e-14,0.3219412166780588,0.17722328854766475,0.20068094,0.06914147
Ttc19,8.038668,0.34551355,9.082072109982963e-16,4.383419332601797e-14,0.8298017771701982,0.8023032629558541,0.84665424,0.71695673
Ogdh,8.018848,0.39947757,1.0674145895899888e-15,5.1415225951370586e-14,0.8120300751879699,0.7543186180422264,0.7836124,0.6427478
Apbb2,8.01406,0.3923559,1.1098274939639649e-15,5.335146779366892e-14,0.820915926179084,0.7504798464491362,0.90600187,0.7529859
Heg1,8.006648,1.2149668,1.178769724500318e-15,5.6552769013676617e-14,0.39302802460697195,0.26423544465770954,0.2760958,0.12837356
Ppip5k2,7.9377384,0.4595376,2.0590079319742694e-15,9.819633075973922e-14,0.7853725222146275,0.7344849648112604,0.754281,0.59823674
Plcb1,7.921396,0.3071625,2.3485884894597297e-15,1.1112653277042854e-13,0.9938482570061518,0.9840051183621241,2.569363,2.3744602
Cacng3,7.917607,0.62671304,2.421254363117167e-15,1.1434017663002715e-13,0.6582365003417635,0.5585412667946257,0.6423132,0.45960656
Pitpnc1,7.877614,0.4764216,3.336910142990171e-15,1.5635436553263671e-13,0.8045112781954887,0.7523992322456814,0.95797384,0.7676142
9630014M24Rik,7.876594,0.45623586,3.3642546898720623e-15,1.5732953388520144e-13,0.7915242652084757,0.7376839411388356,0.8415742,0.67403644
Atp13a3,7.8754907,0.4370368,3.394079844584037e-15,1.584167034437247e-13,0.771701982228298,0.7146513115802943,0.7051847,0.563347
Tshz3,7.8496547,0.6708337,4.171839733005747e-15,1.9434156311355976e-13,0.6110731373889269,0.5175943698016635,0.5914406,0.40989143
Atp1a3,7.843659,0.29275718,4.3760434975840135e-15,2.0346067875639648e-13,0.9063568010936432,0.8841970569417786,1.0991852,0.9685365
Acsl6,7.8315425,0.55244774,4.819201525660624e-15,2.2234798763220396e-13,0.6555023923444976,0.581573896353167,0.48629504,0.35560018
Tango2,7.8267126,0.42644587,5.007919927822666e-15,2.3061327637032716e-13,0.7771701982228298,0.7210492642354447,0.7178697,0.57736754
Gm20754,7.790717,0.53817123,6.662991147805207e-15,3.0449995977939397e-13,0.8639781271360218,0.7952655150351887,1.7230264,1.4276199
Gm5820,7.7792044,0.7465797,7.298203400974838e-15,3.3226830001716065e-13,0.5311004784688995,0.4113883557261676,0.38748196,0.24847886
Hunk,7.7774763,0.7455947,7.398550701926978e-15,3.362013115192629e-13,0.5379357484620643,0.44273832373640437,0.4270022,0.2758787
Rarb,7.769961,1.0898051,7.851031712441245e-15,3.560908620761487e-13,0.4094326725905673,0.28598848368522073,0.28917688,0.14630167
Nrxn3,7.7671504,0.31005737,8.02714806700983e-15,3.63394424898242e-13,1.0,1.0,4.4564614,4.244325
Epha5,7.7654223,0.2783225,8.137351125722163e-15,3.676922411104926e-13,0.9849624060150376,0.9776071657069738,2.4217935,2.2475877
Cadm1,7.747789,0.29957795,9.350627594990733e-15,4.2093554205188193e-13,0.9876965140123035,0.982085732565579,2.4701016,2.2817802
Pcnx2,7.725388,0.45574376,1.115129635460006e-14,5.00126296842063e-13,0.7669172932330827,0.6813819577735125,0.70814383,0.5602834
Tmem178,7.7185388,0.5110172,1.1767077303973862e-14,5.267626204254767e-13,0.7265892002734108,0.6513115802943058,0.6924553,0.53107363
Myo5b,7.7175603,0.75466233,1.1857734406153205e-14,5.298361325376508e-13,0.5167464114832536,0.4113883557261676,0.42828506,0.27525288
Bckdhb,7.7103987,0.37450227,1.2542519854306266e-14,5.593963855020595e-13,0.8168147641831852,0.7920665387076136,0.82871425,0.6908226
Slc9a9,7.7029247,0.43182814,1.3298654491383104e-14,5.90931355665075e-13,0.8298017771701982,0.7536788227767115,1.0358064,0.8532486
Fhod3,7.6888933,0.49322295,1.4841339323300438e-14,6.582666966157786e-13,0.7436773752563226,0.6353166986564299,0.7318579,0.5690106
Epha6,7.687394,0.44065607,1.5016197415848643e-14,6.647979753001814e-13,0.9958988380041012,0.9750479846449136,2.91716,2.630856
Gm26691,7.6700106,0.50294703,1.7198216301391975e-14,7.586114311405207e-13,0.7300068352699932,0.6564299424184261,0.7358772,0.5694403
Pakap-1,7.6486297,0.42784187,2.031320812898278e-14,8.927432565299659e-13,0.7785372522214627,0.7127319257837492,0.7517991,0.6060532
Elovl6,7.64228,0.4216428,2.134082417400115e-14,9.361974670430667e-13,0.7593984962406015,0.6999360204734485,0.70485103,0.56767064
Srgap2,7.6355767,0.29660562,2.248121399201463e-14,9.808651409124644e-13,0.9261790840738209,0.9059500959692899,1.3420385,1.1943787
Mypn,7.621149,2.495628,2.5142714937000723e-14,1.0930273403298292e-12,0.23444976076555024,0.08701215611004479,0.1637575,0.031061662
Atp1b1,7.5611706,0.2873369,3.99457825061679e-14,1.7157154118400127e-12,0.9528366370471634,0.9436980166346769,1.5623431,1.4083422
Cntnap2,7.528319,0.27990368,5.139778625150676e-14,2.1909102373120157e-12,1.0,0.999360204734485,3.9562624,3.766336
Stambpl1,7.527403,0.6155699,5.175952675807122e-14,2.2024318771049245e-12,0.6049213943950786,0.5374280230326296,0.45959735,0.32265797
Mfn1,7.4924064,0.36637053,6.762205178373531e-14,2.862231098698561e-12,0.8250170881749829,0.7888675623800384,0.79191744,0.6610339
Ndfip2,7.4615536,0.50592905,8.550833162791003e-14,3.5815350590027568e-12,0.6787423103212576,0.6257197696737045,0.53453463,0.4038842
Maf,7.4391317,0.42641345,1.013492870585443e-13,4.215710240963698e-12,0.8475734791524265,0.7895073576455535,1.0767045,0.8919334
Dennd2b,7.4304504,0.5892074,1.0822862594444721e-13,4.494100391803563e-12,0.6042378673957621,0.525911708253359,0.46918008,0.33500648
Xkr6,7.4255786,0.2891367,1.1228788025360272e-13,4.654632199703559e-12,0.9261790840738209,0.8976327575175944,1.1991565,1.0634936
Gm13832,7.4052806,1.2829239,1.3087353818978517e-13,5.415735899936059e-12,0.3369788106630212,0.2072936660268714,0.21728086,0.09507154
Mirg,7.3562527,0.31826016,1.8914499592288245e-13,7.747224628922961e-12,0.8776486671223513,0.8342930262316058,0.9710182,0.83977497
Bcl9,7.3492365,0.4517003,1.9934195170445299e-13,8.151021332512811e-12,0.7190704032809296,0.673064619321817,0.6343663,0.49937987
Rnf157,7.346697,0.37083057,2.0316501453605619e-13,8.293264762858266e-12,0.8291182501708817,0.7715930902111324,0.82944655,0.69274217
Mageb18,7.308557,1.4785419,2.700263740988181e-13,1.0985329719249891e-11,0.31100478468899523,0.17786308381317978,0.27085486,0.10583023
Bcan,7.2977314,1.2518822,2.9266032916349196e-13,1.1826227126801242e-11,0.32809295967190705,0.19705694177863084,0.19877262,0.08832024
Rps6ka2,7.2914233,0.5241215,3.066975814667969e-13,1.2331393242147475e-11,0.657552973342447,0.5892514395393474,0.5425674,0.4061094
Rab27b,7.268169,0.44215,3.6439324861395335e-13,1.4626744999364086e-11,0.7641831852358169,0.7005758157389635,0.7752325,0.6216357
Vwc2,7.235234,0.50197226,4.647282044562098e-13,1.8623151540970646e-11,0.709501025290499,0.6474728087012156,0.83363944,0.651892
Pnkd,7.223159,0.6039353,5.079361423901783e-13,2.0287121149792794e-11,0.5857826384142174,0.5118362124120281,0.41273087,0.28981137
9630002D21Rik,7.220057,2.0389245,5.196582991999622e-13,2.0720944499887235e-11,0.24948735475051265,0.11132437619961612,0.21052267,0.05545491
Pdss1,7.2080655,0.45258355,5.675239785011347e-13,2.259214462515922e-11,0.7163362952836637,0.6666666666666666,0.5977371,0.4685903
Osbpl6,7.1926804,0.29289317,6.353156210485118e-13,2.5207481741898452e-11,0.8933697881066303,0.8637236084452975,1.183892,1.0475023
Col19a1,7.1649084,0.46004117,7.783866202243759e-13,3.068193676183939e-11,0.7867395762132604,0.7056941778630839,1.3083382,1.0861436
Gars,7.1370735,0.61443835,9.533872570093446e-13,3.7396382243995204e-11,0.5632262474367737,0.48112603966730644,0.36579213,0.25346515
Fhit,7.135054,0.47326103,9.674895706052436e-13,3.788783547716535e-11,0.7293233082706767,0.653230966090851,0.7948633,0.6283878
Coro2b,7.119357,0.5053013,1.0843169457601147e-12,4.239397617156916e-11,0.6452494873547505,0.5975687779910429,0.49503446,0.37244546
Sparcl1,7.1175666,0.46257275,1.0984912204426914e-12,4.2878545467004504e-11,0.721120984278879,0.6609085092770314,0.6494703,0.5090224
Amy1,7.111196,0.33439335,1.1504152666168413e-12,4.476026055121164e-11,0.8509911141490089,0.8170185540627,0.90643215,0.7748317
Sorbs2,7.086297,0.26729745,1.3774802550261799e-12,5.3422277716667497e-11,0.9863294600136705,0.964171465131158,2.0323606,1.8734064
Akain1,7.085277,1.2443023,1.3876656852256938e-12,5.3730772287742135e-11,0.34107997265892004,0.21944977607165708,0.21960385,0.0986351
Usp25,7.0779696,0.41425243,1.4628186883621024e-12,5.654979982425823e-11,0.7375256322624744,0.708253358925144,0.7408398,0.6008793
Pygo1,7.073452,0.73829085,1.5112633522568808e-12,5.823562652120754e-11,0.5167464114832536,0.4472168905950096,0.36145398,0.23191233
Gm16083,7.048678,0.653923,1.8062599802001489e-12,6.927064548270762e-11,0.6110731373889269,0.5527831094049904,0.5877948,0.41108185
Calb1,7.020073,0.8832437,2.2175260042140735e-12,8.437108417929186e-11,0.5023923444976076,0.4165067178502879,0.4681666,0.28042793
Mir124-2hg,7.0178037,0.48313144,2.2538302782981255e-12,8.561711107654899e-11,0.6732740943267259,0.5988483685220729,0.56300265,0.43231225
Ephx4,7.0118284,0.89463305,2.352231714050022e-12,8.907413302072441e-11,0.42720437457279564,0.3256557901471529,0.256286,0.145941
Eya4,6.940983,1.5087601,3.893815426664281e-12,1.4630054716970757e-10,0.3082706766917293,0.1836212412028151,0.31762326,0.12343712
Kcnab1,6.9237657,0.2752361,4.39793005911815e-12,1.6447165767671043e-10,0.9070403280929596,0.9014715291106846,1.5516388,1.4044365
Arl15,6.8929124,0.32286742,5.466151056323989e-12,2.0378758829799839e-10,0.9343814080656186,0.8944337811900192,1.4877416,1.319055
Pde8b,6.8902893,0.3831033,5.5679030017163645e-12,2.0726024094797051e-10,0.8298017771701982,0.7325655790147153,0.91499066,0.7643919
Gabra3,6.8876038,0.42590535,5.6740005004524134e-12,2.1088368526681468e-10,0.7634996582365003,0.6673064619321817,0.7025958,0.5644636
Mef2c,6.8731556,0.29288673,6.279701919467119e-12,2.3196371323381303e-10,0.9535201640464799,0.945617402431222,2.0037246,1.8306084
Entrep2,6.853378,0.4350292,7.212624801271539e-12,2.6480008492960933e-10,0.8557758031442242,0.7287268074216251,1.172067,0.97399116
Mical3,6.8415112,0.33425903,7.836207582624112e-12,2.8508644021135815e-10,0.9029391660970608,0.8323736404350608,1.0818815,0.93487793
Adcy8,6.8199224,0.4221022,9.108979475281986e-12,3.2841416419564575e-10,0.8072453861927547,0.6928982725527831,0.99278915,0.81882787
Cdh4,6.787716,0.6283952,1.1392279386023431e-11,4.06476528493316e-10,0.605604921394395,0.5438259756877799,0.6262886,0.44674993
Thsd7a,6.7688127,0.51431435,1.2984373418826036e-11,4.6123252126697086e-10,0.8215994531784006,0.799744081893794,1.4806315,1.2171162
Tbc1d5,6.767251,0.31207752,1.3125222644616104e-11,4.641818827796391e-10,0.9070403280929596,0.8701215611004478,1.2666732,1.1161872
Tenm2,6.747494,0.26180652,1.504203159319634e-11,5.288646553146579e-10,0.9993164730006835,0.999360204734485,3.889157,3.7117527
Grip2,6.738022,0.86012495,1.605576560958089e-11,5.636837593894259e-10,0.40601503759398494,0.29750479846449135,0.24733564,0.14374411
Cntnap5c,6.731339,0.3374576,1.6810894758590893e-11,5.893356468208196e-10,0.9104579630895421,0.8963531669865643,1.7049216,1.5178095
Pam,6.712831,0.26877227,1.9088406647908233e-11,6.682052117852062e-10,0.9829118250170882,0.9590531030070377,2.0798597,1.9188254
Hdac8,6.695739,0.28521293,2.145844978715659e-11,7.479092687031538e-10,0.8673957621326043,0.8413307741522713,1.0060216,0.8852264
Trpc4,6.69093,0.37691024,2.2175697628318427e-11,7.703338481501796e-10,0.82365003417635,0.7875879718490083,1.1846228,1.0107536
Rnf130,6.678876,0.36335388,2.4078205383587438e-11,8.343877675659278e-10,0.8380041011619959,0.7421625079974408,0.8470148,0.7109687
Mpped1,6.667613,0.40797052,2.599973766803724e-11,8.971026962707865e-10,0.7443609022556391,0.6327575175943698,0.6926972,0.56133145
Dip2a,6.660389,0.44784796,2.731040190093813e-11,9.396338848317056e-10,0.706766917293233,0.653230966090851,0.61066467,0.48060244
Clec16a,6.6561213,0.36016658,2.8114875009812055e-11,9.633207927241363e-10,0.7901572112098428,0.7434420985284709,0.75882584,0.6338469
Wasf3,6.640715,0.40526837,3.121646356317884e-11,1.0664075297242542e-09,0.7012987012987013,0.6493921944977608,0.562798,0.45141593
Htr1f,6.635989,0.66285086,3.22333020333503e-11,1.098029485390677e-09,0.5269993164730007,0.42226487523992323,0.57716286,0.40098062
Stard9,6.6065726,0.7540403,3.9331935567999795e-11,1.3341835721404324e-09,0.4989747095010253,0.4305822136916187,0.36521167,0.23220623
Inpp5j,6.5730753,1.1545192,4.928648197805777e-11,1.6601617230203402e-09,0.3520164046479836,0.25015994881637876,0.21312226,0.10138698
Arx,6.565976,0.8940489,5.1693058298490333e-11,1.731537713575579e-09,0.3923444976076555,0.2802303262955854,0.24988632,0.14215565
Mme,6.560501,1.4303706,5.3627318826532784e-11,1.788864746008609e-09,0.2959671907040328,0.18042226487523993,0.20342289,0.08038305
Asah2,6.557045,1.1871421,5.488444216858894e-11,1.8282668121553196e-09,0.3144224196855776,0.19769673704414586,0.18437682,0.085185096
Cfap20dc,6.5278363,1.0982367,6.672649520078066e-11,2.2135549730242444e-09,0.3820915926179084,0.2872680742162508,0.25613943,0.12782846
Aig1,6.5211954,0.28519273,6.974929244133084e-11,2.304309957691374e-09,0.8926862611073137,0.8426103646833013,1.06464,0.9396296
Rapgef5,6.5011263,0.35924825,7.972096045301566e-11,2.6193719120742553e-09,0.8530416951469583,0.7677543186180422,1.1324006,0.97059464
Bend6,6.488864,0.34180537,8.648603253867589e-11,2.830067401713954e-09,0.7833219412166781,0.7396033269353807,0.7365808,0.6200961
Ttll7,6.4793706,0.30966336,9.210600867896576e-11,3.0058009661574678e-09,0.8400546821599453,0.7933461292386437,0.894024,0.7728038
Iqcj,6.4705644,0.91438645,9.763757728160025e-11,3.169142063679327e-09,0.48530416951469585,0.42226487523992323,0.5403364,0.3222266
Yes1,6.4624453,0.5520936,1.0302456470782779e-10,3.3350048607840385e-09,0.5762132604237867,0.5131158029430583,0.42701563,0.30990937
Vps13d,6.441127,0.26677373,1.1858978949249473e-10,3.823449116649589e-09,0.8605604921394395,0.8394113883557262,0.97165424,0.8607998
Tle1,6.42799,0.46344864,1.2930210442851669e-10,4.157692767765549e-09,0.6404647983595352,0.5700575815738963,0.51567,0.39835367
Dzip1,6.3864985,0.45216298,1.6972701252249696e-10,5.435778417010395e-09,0.6602870813397129,0.6058861164427384,0.52182484,0.40597954
Snx25,6.3857074,0.42812666,1.7060686605897483e-10,5.456700879368327e-09,0.6664388243335612,0.6129238643634037,0.5307711,0.41899934
Kcns3,6.3848953,0.6436643,1.7151450735950035e-10,5.478455431361016e-09,0.46206425153793573,0.3582853486884197,0.3485896,0.23661934
Stmn3,6.3682823,0.31474754,1.911569088796078e-10,6.0897129543075056e-09,0.8188653451811346,0.800383877159309,0.8087486,0.69367164
Cacng2,6.3651595,0.37398255,1.9508696243678087e-10,6.206703306905456e-09,0.7436773752563226,0.708893154190659,0.66940504,0.5512614
Ets1,6.3425713,1.388406,2.2596171285710658e-10,7.14181350715296e-09,0.2617908407382092,0.1401151631477927,0.1579128,0.06329795
Lnx1,6.341114,0.49707022,2.281098137005827e-10,7.200257867843819e-09,0.6192754613807245,0.5611004478566859,0.4718611,0.35573873
Laptm4b,6.3147573,0.7934757,2.7058547454679074e-10,8.496454457607443e-09,0.4319890635680109,0.34229046705054383,0.27715185,0.16911756
Sfmbt2,6.3080745,1.0352572,2.825278829845548e-10,8.84837650689209e-09,0.37047163362952834,0.27895073576455537,0.26181054,0.13630162
Tmtc4,6.3071585,1.0369654,2.8420444590126385e-10,8.877794909320414e-09,0.37115516062884485,0.27319257837492,0.25451246,0.13212448
Tgfb3,6.28736,2.0528076,3.2290973558168104e-10,9.996090066515689e-09,0.20574162679425836,0.0818937939859245,0.10755451,0.02699979
Clip4,6.2799487,0.41611975,3.386848142947235e-10,1.0457544958300155e-08,0.6732740943267259,0.6148432501599488,0.52899337,0.4203704
Tmem132d,6.261358,0.44635406,3.8164019122274097e-10,1.1768786639447495e-08,0.747095010252905,0.6845809341010877,1.0008702,0.81659275
9330159M07Rik,6.2362084,1.1395587,4.483030062806648e-10,1.3771593881713687e-08,0.30758714969241285,0.19705694177863084,0.17712219,0.0842998
Dgki,6.2278395,0.26374963,4.729109441703621e-10,1.4472156517660739e-08,0.963773069036227,0.9334612923864364,1.738891,1.5907131
Clcn3,6.2217607,0.2622931,4.916070077361322e-10,1.5025207074006354e-08,0.8626110731373889,0.8349328214971209,0.921575,0.81610996
St6gal2,6.216681,0.43870994,5.077813293116506e-10,1.546068967780252e-08,0.6657552973342447,0.5924504158669226,0.53227806,0.4177412
Afap1,6.1931763,0.43245864,5.896363640919244e-10,1.786264426766026e-08,0.6678058783321941,0.6154830454254638,0.58523077,0.46335286
Dtna,6.1775417,0.26468644,6.510738653422223e-10,1.9625110103757298e-08,0.9521531100478469,0.9008317338451696,1.423713,1.2876011
Kcna2,6.1672573,0.5093949,6.948465600984356e-10,2.0918355691763407e-08,0.606971975393028,0.564299424184261,0.4557294,0.3404498
Slc4a3,6.160762,0.4759703,7.239579694920483e-10,2.174040366240211e-08,0.5912508544087491,0.5207933461292387,0.40169194,0.304119
Cox7b,6.151352,0.46652693,7.682528598055851e-10,2.3013186412385212e-08,0.6322624743677375,0.580934101087652,0.48534402,0.3730266
Kcnc1,6.146897,0.38500765,7.901358802005885e-10,2.360996592897143e-08,0.7983595352016405,0.8087012156110045,0.86802214,0.7219532
Rmdn1,6.139922,0.3124597,8.256181721184142e-10,2.4639638237050665e-08,0.7915242652084757,0.7645553422904671,0.7403152,0.63289475
Igfbp4,6.127369,1.4538229,8.934426187469486e-10,2.659786406662733e-08,0.23444976076555024,0.11324376199616124,0.13258663,0.05046157
Xylt1,6.1257863,0.40137872,9.023673786394331e-10,2.6797306963196184e-08,0.732740943267259,0.617402431222009,0.81729764,0.6715664
Rbp4,6.1188955,2.577626,9.42261528732597e-10,2.7931430984112645e-08,0.1825017088174983,0.060140754958413305,0.12042426,0.021211391
Dgkh,6.1187916,0.34007645,9.428771545459051e-10,2.7931430984112645e-08,0.8503075871496925,0.7799104286628279,1.0776594,0.9285579
Wwp1,6.114607,0.3789532,9.67952774865063e-10,2.8639035171806115e-08,0.719753930280246,0.6833013435700576,0.623701,0.5103131
Pfkp,6.0917273,0.32147014,1.1169893059743298e-09,3.2887005434090165e-08,0.8017771701982228,0.7523992322456814,0.7696844,0.656256
Nsun7,6.0755095,0.6289789,1.2359470906269776e-09,3.630067040324406e-08,0.48462064251537934,0.40115163147792704,0.31933528,0.21774678
Gm1604b,6.0572515,1.473343,1.3846703355937586e-09,4.052053506979354e-08,0.24333561175666438,0.12923864363403711,0.13645053,0.05131347
Shc3,6.0437193,0.36776474,1.506013921150405e-09,4.396465366907437e-08,0.7136021872863978,0.6609085092770314,0.62030184,0.51047885
Nceh1,6.03356,0.46512386,1.6038655894546363e-09,4.670797927016379e-08,0.6165413533834586,0.5649392194497761,0.44289985,0.33907783
Dcx,6.0254197,0.28440246,1.6867129991432284e-09,4.90613476707313e-08,0.8701298701298701,0.8067818298144593,0.96106213,0.8439839
Spred2,6.0071826,0.29975623,1.88774875401709e-09,5.4579280902458097e-08,0.8359535201640464,0.7799104286628279,0.8947009,0.77712286
Snph,5.993338,0.30473056,2.0557670791456792e-09,5.936582054453782e-08,0.7676008202323992,0.7408829174664108,0.70994025,0.6081417
Nxpe4,5.985552,0.40407756,2.1565719290685978e-09,6.220224950860851e-08,0.7566643882433356,0.7012156110044786,0.76098347,0.62154776
Bach1,5.980764,0.979762,2.2209383716651948e-09,6.390571056533398e-08,0.34313055365686945,0.24312220089571338,0.21013808,0.11205648
Sclt1,5.9396467,0.2640411,2.8563668451281522e-09,8.102796124625019e-08,0.8926862611073137,0.855406269993602,1.0401177,0.92567205
Kcnip2,5.9338803,0.807571,2.958579298470593e-09,8.373022776071182e-08,0.43472317156527684,0.36340371081253997,0.2922561,0.17725892
Prkg1,5.9072113,0.40851042,3.479471498027031e-09,9.812598543147894e-08,0.8885850991114149,0.8310940499040307,1.8355967,1.6033341
Pitpna,5.888079,0.29545024,3.907102473440289e-09,1.0992833641394381e-07,0.8017771701982228,0.7613563659628919,0.7390079,0.6372624
Zswim6,5.8858304,0.2888966,3.960597493434192e-09,1.1130341894033731e-07,0.8619275461380724,0.8253358925143954,1.1040612,0.9747383
Slc25a26,5.866407,0.44502506,4.453403428525506e-09,1.2442664521184256e-07,0.6281613123718387,0.5758157389635317,0.46700567,0.3627146
Man1a,5.841737,0.63427055,5.1659407890162466e-09,1.428433042051289e-07,0.631578947368421,0.5937300063979527,0.92166805,0.68061197
Tfdp2,5.8381143,0.3025763,5.279494669264546e-09,1.4564873953558686e-07,0.7682843472317157,0.7396033269353807,0.71315473,0.6117063
Traf3,5.819461,0.3761063,5.9037786942680834e-09,1.6249897836886e-07,0.7129186602870813,0.6685860524632118,0.6360088,0.52172476
Eml2,5.8168793,0.37444308,5.995642634547692e-09,1.6483910640461943e-07,0.6698564593301436,0.6103646833013435,0.506481,0.41124544
Mb21d2,5.7850475,0.74269474,7.249184308468225e-09,1.9772293871477774e-07,0.4388243335611757,0.36084452975047987,0.28401357,0.17922476
Schip1,5.769933,0.41478503,7.930298411640056e-09,2.1532503601571487e-07,0.8838004101161996,0.891874600127959,1.9275677,1.6873916
Ppp1cc,5.754028,0.4798069,8.71418696768101e-09,2.3634288167751064e-07,0.5618591934381408,0.5015994881637876,0.36642492,0.2756254
Tac1,5.748511,2.3588524,9.003292141224953e-09,2.4390921026913584e-07,0.17156527682843473,0.05438259756877799,0.1337209,0.02750978
Camk2g,5.7481985,0.31261262,9.019932464166004e-09,2.440854533336787e-07,0.7744360902255639,0.7364043506078055,0.7098452,0.60557103
Abtb3,5.7209053,0.48679814,1.0595800275380639e-08,2.8480943508065547e-07,0.7190704032809296,0.7408829174664108,0.9134957,0.7253387
Arhgef10l,5.6706696,0.6523648,1.4224032667314713e-08,3.756267574118504e-07,0.4299384825700615,0.345489443378119,0.25795662,0.17162575
Ppp3cc,5.669816,0.31744376,1.4295077707937099e-08,3.770894321116726e-07,0.7484620642515379,0.6935380678182982,0.65287256,0.5533876
Tox2,5.6678176,0.38148838,1.4462778200315267e-08,3.8109578793916076e-07,0.5871496924128503,0.490722968650032,0.4338902,0.3485583
Tmem91,5.6619678,0.8824898,1.4964709758068615e-08,3.93890786681229e-07,0.36158578263841423,0.272552783109405,0.22455743,0.12801236
Stk38,5.647582,0.3128085,1.6272033175345967e-08,4.273671177699371e-07,0.7450444292549556,0.7165706973768394,0.62972164,0.5342218
Sod2,5.645292,0.35674646,1.6490128311012494e-08,4.3262336627715135e-07,0.6801093643198907,0.6417146513115803,0.5189638,0.42608544
Gnal,5.6360693,0.33399034,1.7397552108940604e-08,4.554376575997016e-07,0.7231715652768285,0.6980166346769033,0.6515492,0.5473643
Ntn4,5.62185,1.2577286,1.8892324378618743e-08,4.924272081543873e-07,0.27204374572795625,0.17210492642354447,0.17433129,0.076633684
Prkag2,5.5984707,0.3476409,2.1625097549518906e-08,5.588185079212589e-07,0.7723855092276145,0.6749840051183621,0.79236263,0.66773015
Cfap46,5.58829,1.5034512,2.293160056054089e-08,5.906787891979324e-07,0.23444976076555024,0.12987843889955214,0.1307675,0.048098817
Abca5,5.578443,0.28206024,2.426807997942596e-08,6.237699447433242e-07,0.7819548872180451,0.7504798464491362,0.73989886,0.6424548
Creb5,5.577402,0.9594146,2.44136973856427e-08,6.268438036629198e-07,0.33356117566643884,0.24056301983365322,0.28084746,0.15422334
1500004A13Rik,5.5681586,0.28352728,2.574452926049465e-08,6.603101626301949e-07,0.8421052631578947,0.8029430582213691,0.88569856,0.7749515
P3h2,5.5616217,0.6281456,2.6727927243922198e-08,6.848036167474705e-07,0.49760765550239233,0.44081893793985927,0.37006867,0.25445
Gpr83,5.556688,1.7528423,2.7494216134334936e-08,7.036883117739879e-07,0.21394395078605605,0.10812539987204095,0.13205466,0.041034166
Olfm3,5.550879,0.80742145,2.842364240801558e-08,7.243968293699971e-07,0.6049213943950786,0.600127959053103,0.95041627,0.64536995
Zfp704,5.5388875,0.27257755,3.0439880184512954e-08,7.749620236403912e-07,0.8263841421736159,0.780550223928343,0.83721626,0.73448545
Spsb4,5.5297065,2.1230063,3.207667515668074e-08,8.140512586654363e-07,0.1695146958304853,0.05694177863083813,0.08847367,0.021013945
Nrip1,5.5229406,0.43336204,3.333725124490197e-08,8.442632586563816e-07,0.6343130553656869,0.5860524632117722,0.5003457,0.3925975
Pacsin2,5.4967713,0.6399397,3.868073342130656e-08,9.754835431609919e-07,0.42173615857826385,0.34804862444017914,0.25582182,0.17149791
Trmt2b,5.4786177,0.9650947,4.286615261410872e-08,1.0742855562520232e-06,0.31100478468899523,0.2162507997440819,0.18023942,0.09637359
Masp1,5.4762444,1.2923796,4.3444774398475814e-08,1.0853982848681448e-06,0.24538619275461382,0.14075495841330773,0.14189528,0.06038391
