names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_Microglia NN (for_DEGs),mean_expr_Rest (for_DEGs)
Fcer1g,8.437952,4.2319994,3.2294570666473407e-17,1.5325946905830811e-16,0.19011815252416756,0.032851851851851854,0.3635254,0.023061406
Prkcd,8.427881,3.9554126,3.5197933486818554e-17,1.6686105730254313e-16,0.19763694951664876,0.04274074074074074,0.36733013,0.028211188
Snx18,8.345,2.5619714,7.121348516558351e-17,3.340035514748174e-16,0.32653061224489793,0.24037037037037037,0.6474038,0.1434077
Heatr5a,8.322999,2.5498397,8.576525262322284e-17,4.0134314489480974e-16,0.32116004296455425,0.23107407407407407,0.645377,0.14396334
Sipa1,8.30159,3.9730184,1.0272688049231553e-16,4.793802151491001e-16,0.19871106337271752,0.04748148148148148,0.3706517,0.028171226
Parp8,8.299104,1.0601884,1.0489979098539042e-16,4.89350240239139e-16,0.49624060150375937,0.5954814814814815,1.0857527,0.6630792
Ncf1,8.279128,5.141297,1.2408090010568986e-16,5.775253396570045e-16,0.17508055853920515,0.018629629629629628,0.3239631,0.010782334
Nfam1,8.263728,4.994237,1.411920932638904e-16,6.55804934485866e-16,0.1761546723952739,0.02022222222222222,0.32875624,0.012138436
Tmem164,8.262651,1.9276153,1.4247221991263185e-16,6.616364585296263e-16,0.37808807733619765,0.332037037037037,0.7786096,0.26985112
Gm40645,8.204291,5.421913,2.3195407335438503e-16,1.0696080231735586e-15,0.17078410311493017,0.015222222222222222,0.33087927,0.009106702
Tmem273,8.201387,5.652526,2.3762800820893035e-16,1.0953962224350589e-15,0.1686358754027927,0.012666666666666666,0.31479177,0.0073282276
Arap3,8.186996,4.898718,2.678254360221587e-16,1.2318503022792545e-15,0.17508055853920515,0.020666666666666667,0.32870573,0.012961626
Dgkd,8.138464,1.293155,4.0032319899440955e-16,1.832172433483186e-15,0.48012889366272826,0.5835925925925926,1.0114233,0.5387733
Snx13,8.138421,1.0956253,4.0046672421459596e-16,1.832517179776259e-15,0.5016111707841031,0.6322222222222222,1.0616689,0.6339028
Slc40a1,8.123251,4.2570066,4.538604669704824e-16,2.073666170293634e-15,0.1836734693877551,0.032407407407407406,0.3472381,0.021480756
Lrp1,8.049393,1.3541834,8.320592914467191e-16,3.7721331468151416e-15,0.48012889366272826,0.5622592592592592,0.9827477,0.5031551
Scamp2,8.035522,2.570548,9.318084764298125e-16,4.2150999598769466e-15,0.3039742212674543,0.2081851851851852,0.5767672,0.1234129
Cdh23,8.02574,2.327019,1.0091636621002705e-15,4.562717079023097e-15,0.2921589688506982,0.18162962962962964,0.572548,0.14324394
P2rx7,7.997553,3.1046135,1.2691631804627236e-15,5.7199622037962736e-15,0.23523093447905477,0.10362962962962963,0.4600856,0.06571128
Arhgap39,7.9766693,0.6825183,1.5033486310307053e-15,6.7561427857158475e-15,0.5370569280343717,0.6872222222222222,1.1469017,0.84956795
Gm57375,7.9616027,5.552939,1.6982523294690912e-15,7.607116199054096e-15,0.16433941997851773,0.013,0.3181279,0.007946651
Lrp5,7.9427075,3.7764726,1.9781495134052582e-15,8.838190459793696e-15,0.19011815252416756,0.04459259259259259,0.3524276,0.030366972
Cltc,7.9342427,0.859484,2.1178316055348793e-15,9.452846385502028e-15,0.5338345864661654,0.6944074074074074,1.1301194,0.7678963
Son,7.893336,0.43506414,2.942144553605788e-15,1.307565731977961e-14,0.5907626208378088,0.7917037037037037,1.2827386,1.0742981
Vav2,7.8709,3.3305223,3.5209901720061277e-15,1.5606896390927853e-14,0.22341568206229862,0.09114814814814814,0.42957827,0.051968206
Man1a,7.8475857,0.82036704,4.241228055584396e-15,1.8752969862358518e-14,0.5316863587540279,0.5592222222222222,1.1654885,0.81097364
Herc2,7.837798,0.539018,4.585154299610081e-15,2.0243689784837805e-14,0.5553168635875403,0.7472222222222222,1.2060302,0.95958674
Plekho1,7.7492185,2.913882,9.245985677527305e-15,4.0331109603110175e-14,0.2631578947368421,0.15188888888888888,0.5097004,0.08453464
Gsap,7.740566,2.4035707,9.897542693652875e-15,4.313119886124761e-14,0.26100966702470463,0.14244444444444446,0.4975699,0.114978805
Ptbp3,7.7160463,1.7739338,1.1999377174541267e-14,5.2188938925206184e-14,0.39742212674543503,0.39244444444444443,0.7946775,0.30373275
Elf1,7.712991,2.2274368,1.22902613132361e-14,5.343678341207994e-14,0.2857142857142857,0.1804814814814815,0.5558599,0.14734402
Gal3st4,7.6915226,4.6415553,1.4539415849562406e-14,6.306280934265404e-14,0.1686358754027927,0.024185185185185185,0.32069188,0.015033807
Gm34589,7.6899805,5.288902,1.4715728249525374e-14,6.380694175645422e-14,0.16219119226638024,0.016666666666666666,0.29858923,0.008860954
Tnfrsf1b,7.6565437,4.9293222,1.910034816145266e-14,8.245924728442048e-14,0.16219119226638024,0.01714814814814815,0.29917696,0.011380581
Rffl,7.602587,1.8837123,2.902676785725941e-14,1.246921266705932e-13,0.359828141783029,0.3035925925925926,0.7200807,0.25136632
B2m,7.5925913,2.6490684,3.135707261764369e-14,1.3446609339867316e-13,0.23630504833512353,0.11055555555555556,0.44523722,0.08563982
Gm26510,7.5845027,5.1521845,3.337645705515966e-14,1.4301154537906875e-13,0.158968850698174,0.015,0.300243,0.0097995885
Cd300c2,7.5487013,5.0317407,4.396198400560102e-14,1.87501350830238e-13,0.158968850698174,0.015814814814814816,0.29155272,0.010294893
Ggta1,7.532758,4.7229576,4.96796080349978e-14,2.1131724994465582e-13,0.16219119226638024,0.02,0.30224973,0.013274354
Rab8b,7.498511,1.85399,6.454682009385081e-14,2.7321566728446304e-13,0.38990332975295383,0.3844074074074074,0.7870443,0.28600013
Prkch,7.456868,3.8496175,8.860334786432663e-14,3.7269442033726617e-13,0.17937701396348013,0.042333333333333334,0.3523683,0.028881544
Arhgap31,7.4152,1.9751278,1.214411411202642e-13,5.08670843632346e-13,0.29860365198711064,0.20025925925925925,0.6043897,0.19156441
Gmip,7.38615,3.2829611,1.511414650346924e-13,6.302251963814687e-13,0.22448979591836735,0.1047037037037037,0.4224253,0.052597053
9930111J21Rik2,7.3853683,4.9390917,1.5203174232374795e-13,6.336424563733686e-13,0.15682062298603652,0.016888888888888887,0.29213515,0.010999128
Trim30a,7.3549767,4.4968987,1.9096068264620322e-13,7.939213279751634e-13,0.1611170784103115,0.02259259259259259,0.3074073,0.015813787
Apobec1,7.333014,4.3291965,2.250333905999587e-13,9.335567709465632e-13,0.16219119226638024,0.024296296296296295,0.2989537,0.017186277
Tubgcp5,7.2935953,1.9408726,3.017912932398794e-13,1.2469832460949652e-12,0.3941997851772288,0.4061111111111111,0.80584466,0.27959982
Itgav,7.2547407,1.9226906,4.0243205851873035e-13,1.6531645638890513e-12,0.3458646616541353,0.2970740740740741,0.6909124,0.23316121
Il21r,7.2498875,5.228071,4.17118757532651e-13,1.7121877505197575e-12,0.15037593984962405,0.012444444444444444,0.2665166,0.00811545
Apobec3,7.1995645,4.293208,6.040509643536988e-13,2.4651958402466416e-12,0.1611170784103115,0.026185185185185186,0.30546215,0.018057747
Cerk,7.176455,2.1235404,7.154220431623476e-13,2.9121936524424e-12,0.3447905477980666,0.3025925925925926,0.675831,0.20016448
Pdgfb,7.042962,2.8015692,1.8819526965382734e-12,7.559884729553506e-12,0.25671321160042965,0.15933333333333333,0.48633033,0.08602748
Map4k4,7.0218267,1.0205662,2.189863047641693e-12,8.773165363073251e-12,0.5005370569280344,0.6401851851851852,1.0688049,0.66393596
Naip2,7.0019994,5.177132,2.5233532316502312e-12,1.008065734975345e-11,0.14715359828141783,0.014222222222222223,0.27274352,0.008629344
Gcnt1,6.992689,4.9329977,2.6966632741933456e-12,1.0760223073592989e-11,0.14930182599355532,0.017,0.27070996,0.010125876
Rab39,6.9848533,4.020141,2.8515428152296582e-12,1.1363036548305044e-11,0.16756176154672395,0.03896296296296296,0.31547588,0.022603191
Arhgap4,6.9603667,3.6064777,3.393882214238416e-12,1.350016507721484e-11,0.19441460794844254,0.07429629629629629,0.37057596,0.036165413
Acss1,6.941135,2.147231,3.889627526278146e-12,1.544926705559406e-11,0.29860365198711064,0.22377777777777777,0.59913033,0.1699387
Gpr183,6.940008,4.440631,3.9207715813773975e-12,1.5570666921609617e-11,0.15574650912996776,0.025666666666666667,0.2872803,0.015209346
Nfe2l2,6.9371,3.3157048,4.002309402962434e-12,1.5885089166558434e-11,0.17830290010741137,0.05262962962962963,0.34963945,0.04117701
Adap2os,6.926291,4.9764886,4.320167237048351e-12,1.7131477812793563e-11,0.14822771213748656,0.017185185185185185,0.27712986,0.010092169
Mknk1,6.903105,2.700533,5.087799300633521e-12,2.012796925913173e-11,0.2728249194414608,0.18977777777777777,0.526847,0.10138124
ENSMUSG00000095041,6.893152,0.9260059,5.456946740076404e-12,2.1561674550203486e-11,0.4833512352309345,0.5654814814814815,1.0077839,0.6499976
Asb2,6.8559494,5.165524,7.084055706535918e-12,2.7869484163194747e-11,0.14500537056928034,0.015037037037037036,0.26645657,0.008471337
Ebf3,6.8406963,4.5418973,7.880914314897268e-12,3.095456331549329e-11,0.1460794844253491,0.016185185185185184,0.2670659,0.013056159
Ulk2,6.830119,0.77342576,8.484409633241753e-12,3.3300626182472376e-11,0.5123523093447906,0.6837777777777778,1.0767252,0.7570888
Slc29a3,6.81799,3.3946161,9.232325238952607e-12,3.619383997237475e-11,0.1858216970998926,0.06562962962962963,0.34755874,0.038757775
Fcgr1,6.757539,5.367484,1.4035568674643955e-11,5.460195892394427e-11,0.13963480128893663,0.010888888888888889,0.25047293,0.0068709757
Sdk1,6.7236657,1.1729106,1.772087823482827e-11,6.862083847381979e-11,0.4414607948442535,0.4652222222222222,1.0087733,0.5725179
Mir142hg,6.664463,4.957133,2.6563475083022783e-11,1.0211167031199172e-10,0.14070891514500536,0.014074074074074074,0.26420555,0.009687796
Frrs1,6.663392,3.8544407,2.6757815761897107e-11,1.0281460167627273e-10,0.16326530612244897,0.04122222222222222,0.30513942,0.024368992
Gns,6.644799,1.9364411,3.036309317369876e-11,1.1643446747214012e-10,0.3791621911922664,0.3922962962962963,0.76749545,0.26358652
Bach2,6.6423597,0.8316603,3.0869989871250824e-11,1.1831074423627294e-10,0.49624060150375937,0.6215185185185185,1.0756905,0.73504114
Rnase4,6.583513,4.277234,4.594608077011587e-11,1.7524076512320987e-10,0.14715359828141783,0.023296296296296298,0.2775028,0.01636009
Pald1,6.5424447,3.3340275,6.052128431286515e-11,2.3017790650908515e-10,0.18689581095596133,0.07374074074074075,0.3483198,0.040489655
Gm26740,6.5229645,4.2069273,6.893114935681635e-11,2.6153346275312843e-10,0.1439312567132116,0.02051851851851852,0.28276572,0.017540785
Eml4,6.5144134,0.8907308,7.297438966957691e-11,2.7656161501008905e-10,0.48442534908700324,0.6403703703703704,1.0199267,0.67102754
Tmsb4x,6.4932094,0.68830913,8.402684609253526e-11,3.1773168512615007e-10,0.5939849624060151,0.726,1.408669,1.070869
Disc1,6.455845,2.4505725,1.0761664439727732e-10,4.0459762627044095e-10,0.2749731471535983,0.20433333333333334,0.5265245,0.119366676
Gm15503,6.4205666,4.801256,1.3576805558804e-10,5.087278836495097e-10,0.13963480128893663,0.018407407407407407,0.25366214,0.010302443
Lpar6,6.3756804,3.7944417,1.8215241879769958e-10,6.788398742155601e-10,0.16004296455424274,0.04377777777777778,0.30545372,0.025420737
Adcy7,6.358563,4.289047,2.0364973363069454e-10,7.574845435571376e-10,0.15037593984962405,0.03259259259259259,0.2813874,0.016486285
Atp6v0b,6.344007,0.49249533,2.2386484449017864e-10,8.308354104214227e-10,0.547798066595059,0.7484814814814815,1.1728271,0.95005894
Rab31,6.3364453,1.6536146,2.35126200532889e-10,8.71787085458635e-10,0.3458646616541353,0.31133333333333335,0.68106514,0.27018633
Nr6a1os,6.3355174,3.202188,2.3654603390076324e-10,8.76809481433785e-10,0.19441460794844254,0.08866666666666667,0.39150104,0.050756704
Phf21a,6.2958856,0.2656804,3.0564948040798966e-10,1.127977137558396e-09,0.5725026852846402,0.7804444444444445,1.2669255,1.1381679
Pacsin2,6.2735224,2.2864838,3.5297053166522795e-10,1.3001121570726079e-09,0.2889366272824919,0.23085185185185186,0.5609911,0.14342898
Nfkb1,6.26193,1.4447309,3.802412646325256e-10,1.3978769709503301e-09,0.4221267454350161,0.4992962962962963,0.8626004,0.4074842
Nlrp3,6.2283964,5.718583,4.712339827207158e-10,1.7269581445315921e-09,0.12781954887218044,0.008962962962962963,0.23643576,0.00505246
Rab3il1,6.227369,4.427242,4.74333284925896e-10,1.7376053668655521e-09,0.14178302900107412,0.025185185185185185,0.27289727,0.014478532
Stard9,6.209402,1.9480133,5.318658986329775e-10,1.9443859450704904e-09,0.3308270676691729,0.3032592592592593,0.65360117,0.21436468
Lgals9,6.2014976,4.804893,5.592836919130334e-10,2.041841413274892e-09,0.13211600429645542,0.014333333333333333,0.2384279,0.009586477
Arid1a,6.1664195,1.1937823,6.985356355463376e-10,2.5412472958475617e-09,0.4597207303974221,0.5825185185185185,0.95001745,0.5266334
Cysltr1,6.1254444,5.024038,9.043089891485531e-10,3.2747685361754204e-09,0.1288936627282492,0.012333333333333333,0.23948407,0.008281931
Lpxn,6.1252685,3.8237808,9.053074917736048e-10,3.277942636296559e-09,0.15467239527389903,0.04296296296296296,0.28609836,0.023121594
Dennd1c,6.1194725,5.2002153,9.388558710851826e-10,3.398041117464824e-09,0.12781954887218044,0.011222222222222222,0.22930507,0.0069858455
Gdi2,6.100747,1.5408745,1.055738444936705e-09,3.812349417477391e-09,0.4146079484425349,0.4764814814814815,0.8454765,0.37622532
Rp2,6.0806594,2.6301272,1.1968929368893915e-09,4.312795120587092e-09,0.2534908700322234,0.1801851851851852,0.5010412,0.09990436
Klf12,6.074148,0.45760325,1.2464759787040651e-09,4.489051004929396e-09,0.5585392051557465,0.7224444444444444,1.2940961,1.074332
Bco2,6.052729,5.203405,1.424120683058675e-09,5.1144243188701685e-09,0.1267454350161117,0.011555555555555555,0.23415826,0.0071353707
Dennd2c,5.999116,4.823432,1.9839460835989357e-09,7.095518603261467e-09,0.12996777658431793,0.016444444444444446,0.241177,0.009586884
Cyba,5.9799337,3.951615,2.23228480198304e-09,7.972021880553467e-09,0.13426423200859292,0.02125925925925926,0.25425962,0.018538393
Adam10,5.9759626,1.0172958,2.287351066305804e-09,8.163251846412134e-09,0.46938775510204084,0.6141111111111112,0.978591,0.5990882
Lacc1,5.9704127,2.9987593,2.3665402811868123e-09,8.4436246654481e-09,0.20730397422126745,0.11544444444444445,0.39498582,0.05883235
Arhgap17,5.9425673,1.5806311,2.805921253326711e-09,9.976856434681583e-09,0.40064446831364126,0.4605925925925926,0.8112996,0.34938595
Lmo2,5.9311056,3.2283728,3.0090157535163674e-09,1.0696157335227517e-08,0.17185821697099893,0.0684074074074074,0.31531855,0.03879092
Irag2,5.8939815,4.2236056,3.770000044359922e-09,1.3332442904968557e-08,0.13963480128893663,0.030111111111111113,0.25617138,0.015507469
Cmklr1,5.8453245,5.078474,5.055810172325683e-09,1.7767410323095878e-08,0.12459720730397422,0.013592592592592592,0.22749178,0.0075316727
Trim30d,5.807363,4.860437,6.346437116352044e-09,2.2221626963301982e-08,0.12352309344790548,0.013111111111111112,0.22654183,0.008714419
Snx5,5.7939954,1.9832461,6.873129279368466e-09,2.4034485129702067e-08,0.3372717508055854,0.33111111111111113,0.650585,0.20851089
Rap1b,5.7792883,1.7879014,7.501724021703239e-09,2.620872766391445e-08,0.3619763694951665,0.37855555555555553,0.6984014,0.25668955
Myo18b,5.753239,4.4655843,8.754940938845231e-09,3.0480080723862576e-08,0.13319011815252416,0.02562962962962963,0.24951006,0.012745281
Wdfy3,5.752297,0.3042032,8.803909088582548e-09,3.064262140028666e-08,0.5359828141783028,0.7594814814814815,1.1547315,1.0152444
Liph,5.734572,5.195038,9.775906074072943e-09,3.39597409450989e-08,0.12244897959183673,0.01362962962962963,0.22562468,0.0068856203
Pum2,5.6852436,0.72042674,1.3062647560321876e-08,4.513222835873072e-08,0.49731471535982813,0.687962962962963,1.0349143,0.74264205
Itpkb,5.643427,2.4284205,1.6669841672078175e-08,5.7322580717780975e-08,0.21482277121374865,0.1315185185185185,0.41826442,0.092099525
Ltc4s,5.6398177,4.4059815,1.7023027615947306e-08,5.8514615842459265e-08,0.12244897959183673,0.015333333333333332,0.2287137,0.012049016
Tlr4,5.6249266,3.8116477,1.8558684468345583e-08,6.367920465642264e-08,0.13426423200859292,0.029296296296296296,0.25597778,0.020562656
Tcirg1,5.6031895,3.5109692,2.104430152910897e-08,7.197815454266268e-08,0.1460794844253491,0.044037037037037034,0.264088,0.026167039
Traf3ip3,5.568564,5.1573496,2.5684710593297996e-08,8.749342972133838e-08,0.11707841031149302,0.011037037037037036,0.2122643,0.0066043898
I830077J02Rik,5.5560293,5.1788487,2.7598028487026636e-08,9.389200119605035e-08,0.11922663802363051,0.013814814814814814,0.22247192,0.0068549025
Arpc1b,5.540446,2.8948598,3.017024034359014e-08,1.0244842133606309e-07,0.16219119226638024,0.06440740740740741,0.30466768,0.046776295
Arhgap12,5.505004,0.99182117,3.6915962664781486e-08,1.2486554843941068e-07,0.44253490870032225,0.5382222222222223,0.9061366,0.5547833
Edem1,5.4786243,2.4933393,4.2864537653472983e-08,1.44495060437689e-07,0.24382384532760473,0.1801851851851852,0.4634107,0.099564366
Nr3c1,5.4734526,0.8366381,4.4135113680140706e-08,1.486848676762012e-07,0.47690655209452204,0.6304814814814815,1.0003333,0.67429614
Capza2,5.4700108,1.2753499,4.5000794963158075e-08,1.5152523316542074e-07,0.43286788399570353,0.5253333333333333,0.8687416,0.45217586
Tm6sf1,5.435485,2.567583,5.46476458704186e-08,1.8334152135574323e-07,0.22448979591836735,0.15233333333333332,0.42809096,0.08630031
Ighm,5.4309516,4.409534,5.605429532512349e-08,1.8796691818121407e-07,0.11922663802363051,0.016259259259259258,0.2195792,0.011488022
Cryl1,5.4067154,2.1139302,6.419099516003437e-08,2.1479601991906895e-07,0.3104189044038668,0.29314814814814816,0.6168506,0.17988211
Rap1a,5.400686,1.1789775,6.638659231685241e-08,2.2197707012864908e-07,0.44575725026852847,0.5572222222222222,0.9267376,0.5152717
Slfn8,5.3890357,5.2325234,7.08366524903557e-08,2.3656237290776253e-07,0.11278195488721804,0.010037037037037037,0.2133227,0.006304727
Sncaip,5.366877,2.036808,8.01116328793158e-08,2.669394314815496e-07,0.27175080558539205,0.22377777777777777,0.55435395,0.16597107
Clic1,5.3434386,3.9527605,9.119970389949605e-08,3.032091120736772e-07,0.12137486573576799,0.020444444444444446,0.21890163,0.015679833
Bbs9,5.3202586,1.365601,1.0361982731268737e-07,3.439062203423801e-07,0.4113856068743287,0.49796296296296294,0.87641996,0.4344996
Dock1,5.3111696,1.3201902,1.0892378628405848e-07,3.6110822177083914e-07,0.3276047261009667,0.2845185185185185,0.65398586,0.31460786
Ggt5,5.299003,4.685968,1.1643666766086451e-07,3.854920231699642e-07,0.11385606874328678,0.013111111111111112,0.21102145,0.009085805
Trim14,5.298474,4.6456227,1.1677455380100181e-07,3.865630480020843e-07,0.11815252416756176,0.018111111111111113,0.22052942,0.009809116
Il10rb,5.2669306,3.7862816,1.3872362261881718e-07,4.5786804320938676e-07,0.12996777658431793,0.03225925925925926,0.24441653,0.01986917
Map3k3,5.2423015,1.011181,1.5858588383264836e-07,5.218225200322387e-07,0.4532760472610097,0.6018148148148148,0.9369984,0.5710733
Acer3,5.222929,1.2903565,1.7611482623388463e-07,5.780851919013536e-07,0.42857142857142855,0.5515555555555556,0.9207577,0.48109818
Tbc1d22a,5.2048507,1.78816,1.9415273043890286e-07,6.357401738841482e-07,0.35875402792696026,0.394,0.7113182,0.26248693
Traf5,5.187812,3.544001,2.127794264715964e-07,6.957146738004131e-07,0.13426423200859292,0.03914814814814815,0.24983348,0.02404079
Suclg2,5.1747065,2.498099,2.28269292228079e-07,7.453634563335135e-07,0.22019334049409237,0.15188888888888888,0.43018243,0.090890855
Cd300a,5.1537943,4.8868036,2.5526801287385803e-07,8.323081550686282e-07,0.11063372717508056,0.012666666666666666,0.21033989,0.007881508
Cnot2,5.149807,0.5501477,2.607547851020026e-07,8.49785454904889e-07,0.49946294307196565,0.7048518518518518,1.0429686,0.81315464
Rel,5.1471796,2.845205,2.644320376124541e-07,8.614559712229196e-07,0.19011815252416756,0.11118518518518518,0.35607633,0.05781613
Tspan14,5.1322203,2.077383,2.863439778093872e-07,9.314845864089871e-07,0.2921589688506982,0.2660740740740741,0.5771723,0.16978666
Sat1,5.127406,2.4203818,2.9376129502835865e-07,9.553819895197286e-07,0.19119226638023631,0.11044444444444444,0.3599478,0.07782634
Irf5,5.102066,4.726261,3.359653627414655e-07,1.09052782035071e-06,0.11170784103114931,0.015,0.19806464,0.008241162
E330020D12Rik,5.087483,4.4554114,3.628469062981557e-07,1.1765049320901948e-06,0.11170784103114931,0.015259259259259259,0.2042876,0.010278059
Rcbtb2,5.0772305,2.2823534,3.8297639406557793e-07,1.2405757333986834e-06,0.2696025778732546,0.2314074074074074,0.5294973,0.13409269
Klf3,5.075488,1.9371239,3.8650304941761104e-07,1.251697835103195e-06,0.3007518796992481,0.2812962962962963,0.58767843,0.18967618
B430010I23Rik,5.0707607,3.4042013,3.962291746503143e-07,1.2816513690687306e-06,0.12996777658431793,0.03651851851851852,0.24654555,0.026067156
Gab1,5.0624714,1.3111309,4.1385577080487044e-07,1.3365750674912102e-06,0.2975295381310419,0.24407407407407408,0.58441746,0.27760452
Ecscr,5.038909,5.0653696,4.6819258305133127e-07,1.5084334180562677e-06,0.10526315789473684,0.009074074074074075,0.18150045,0.005926118
Adamts16,5.0259013,2.4007535,5.010738974320419e-07,1.6119802402280493e-06,0.22019334049409237,0.15644444444444444,0.4361946,0.09852962
Pycard,5.024322,3.7480402,5.052142792891954e-07,1.6245940263883055e-06,0.12996777658431793,0.037814814814814815,0.23531646,0.019553607
Ntpcr,4.9792767,3.4202297,6.382237890822393e-07,2.0442333070258397e-06,0.13748657357679914,0.047518518518518515,0.24952775,0.026130684
Il13ra1,4.9295306,3.9173899,8.242736376261961e-07,2.626065051341699e-06,0.11922663802363051,0.02725925925925926,0.23005512,0.016974702
Trp53cor1,4.9143624,4.7308545,8.907173621922687e-07,2.8340527557260228e-06,0.10633727175080558,0.012962962962962963,0.19370437,0.008016951
Sting1,4.9106855,5.0916157,9.07586139275327e-07,2.8856750162499156e-06,0.10311493018259936,0.009444444444444445,0.1877271,0.0060379277
Grb2,4.9037895,1.3499318,9.400515188225713e-07,2.9864251963540427e-06,0.4092373791621912,0.5016296296296296,0.8244472,0.407064
Dhrs3,4.900007,3.3159401,9.583327021088107e-07,3.043422728479346e-06,0.12996777658431793,0.04022222222222222,0.23830336,0.02666273
Gna12,4.882226,1.6814405,1.0489488424849848e-06,3.3253014862637494e-06,0.3447905477980666,0.3615185185185185,0.6958616,0.2726697
Il1rl2,4.8663654,4.931609,1.1366918675542076e-06,3.5969694893541074e-06,0.10633727175080558,0.014074074074074074,0.19955805,0.007210977
Spacdr,4.8373876,2.1081069,1.3155683152089492e-06,4.146061532918656e-06,0.22771213748657357,0.16744444444444445,0.42805725,0.11682733
Wdfy2,4.834684,1.5626491,1.3335748006531186e-06,4.201331327652632e-06,0.3748657357679914,0.43274074074074076,0.7560173,0.32386556
Dglucy,4.8169193,3.2579725,1.4579151947373002e-06,4.582311531476343e-06,0.15037593984962405,0.0674074074074074,0.28016102,0.03324127
Smyd3,4.780808,0.36866477,1.7459212492346802e-06,5.467067237727054e-06,0.5349087003222341,0.7346296296296296,1.221501,1.0483063
Fes,4.7540765,4.817096,1.993553470817323e-06,6.222183965717444e-06,0.10204081632653061,0.011518518518518518,0.18088283,0.0070089665
Snx24,4.746102,1.4196963,2.0737417787631583e-06,6.465704524874224e-06,0.39742212674543503,0.4885185185185185,0.83514524,0.39733377
Eya4,4.745052,2.3973222,2.084528575878856e-06,6.498582530904382e-06,0.16541353383458646,0.08607407407407408,0.32550257,0.07048409
Tifab,4.723383,5.4872866,2.3195349157363585e-06,7.2144812114638215e-06,0.09774436090225563,0.007481481481481481,0.17801754,0.0043342374
Trim12a,4.7013297,3.6192818,2.584730482674626e-06,8.022606915729144e-06,0.11170784103114931,0.023296296296296298,0.1987022,0.017729517
Abi1,4.679646,0.5891506,2.873706043392547e-06,8.894883237640564e-06,0.48872180451127817,0.6838148148148148,1.0033554,0.7646663
Mkln1,4.664027,0.44316983,3.100801547318265e-06,9.587863932847155e-06,0.5080558539205156,0.7281111111111112,1.0623639,0.8723306
Ptafr,4.660879,5.308743,3.148614731672869e-06,9.731225884523809e-06,0.09774436090225563,0.008814814814814815,0.17864344,0.0049226177
Hcls1,4.658426,5.0770993,3.1863690581606143e-06,9.843381995030548e-06,0.09881847475832438,0.010037037037037037,0.18318306,0.005937736
Actb,4.650391,0.726589,3.313063860929928e-06,1.0224190414974982e-05,0.5284640171858217,0.689037037037037,1.1527878,0.8370725
Pik3r6,4.6127496,4.060551,3.973765162904517e-06,1.2215429576392218e-05,0.11063372717508056,0.024259259259259258,0.2028631,0.013388763
Oma1,4.607537,2.263949,4.0746733295058644e-06,1.2517031252294796e-05,0.24274973147153597,0.1998148148148148,0.45590448,0.1135581
Abcd2,4.6055894,2.1194048,4.112990091816234e-06,1.263040500195454e-05,0.23308270676691728,0.1831111111111111,0.44760236,0.12215391
Mlph,4.603754,5.1504602,4.149426352269775e-06,1.2737928262937147e-05,0.0966702470461869,0.008814814814814815,0.1812209,0.005578265
Gsdmd,4.599967,5.457232,4.225576435360544e-06,1.2962808404856469e-05,0.09559613319011816,0.007740740740740741,0.17391433,0.004314393
Rassf4,4.588871,4.2922482,4.456494063591841e-06,1.366027783352872e-05,0.1041890440386681,0.017444444444444443,0.19232619,0.010765531
Swap70,4.569383,2.632164,4.8916236394499835e-06,1.4961630869894258e-05,0.14178302900107412,0.061,0.26122734,0.047028955
Cd9,4.5500703,1.927551,5.3627976529665214e-06,1.6371094403000502e-05,0.1836734693877551,0.11088888888888888,0.34881446,0.10410801
Ctsb,4.545767,1.4020889,5.473562402618512e-06,1.669026574652286e-05,0.38990332975295383,0.44737037037037036,0.8082042,0.38570923
Slc15a3,4.5354023,4.2920146,5.74937273286897e-06,1.7517365385212523e-05,0.10311493018259936,0.01737037037037037,0.18944864,0.01059137
Sh3glb1,4.4773407,1.2214158,7.55785123724945e-06,2.2882192985340025e-05,0.4070891514500537,0.5080740740740741,0.8012143,0.42313883
Parp14,4.4726405,4.1590195,7.725963719218709e-06,2.3375368217025866e-05,0.09989258861439312,0.015,0.19316432,0.011857144
Spsb1,4.40931,2.4143894,1.0370056377749609e-05,3.115074509448094e-05,0.16970998925886144,0.09992592592592593,0.31872216,0.06804481
Akna,4.402726,4.4759994,1.0689900585146351e-05,3.20720889596787e-05,0.0966702470461869,0.013,0.17147651,0.008370346
Erbin,4.3948755,0.9560826,1.1083621770989967e-05,3.323478595988175e-05,0.40816326530612246,0.44825925925925925,0.8400409,0.5179461
Nlrp1c-ps,4.3863654,5.3938146,1.1526038207000534e-05,3.454597285243774e-05,0.09129967776584318,0.007481481481481481,0.16597871,0.0042851064
Naip5,4.385088,4.958076,1.1593886946149791e-05,3.4745454187268e-05,0.09344790547798067,0.009851851851851851,0.17663392,0.006196095
C3ar1,4.3611226,5.068371,1.293968494063355e-05,3.871387755871545e-05,0.09237379162191192,0.009185185185185185,0.17037714,0.005520803
Man1c1,4.3422546,1.7255263,1.4102806030252262e-05,4.20719882350259e-05,0.3147153598281418,0.3281851851851852,0.6143149,0.22836447
Rnf216,4.306079,0.97274053,1.6617383987593445e-05,4.938167526505594e-05,0.4414607948442535,0.6007777777777777,0.904512,0.55926865
