names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_NP PPP Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Ctnnd2,6.209216,1.3744658,5.324960336478668e-10,2.6496608192811443e-07,1.0,0.8851184290679758,3.357379,2.4586515
Camk4,6.2022133,2.0701437,5.56746031880962e-10,2.719957432116627e-07,1.0,0.6263661446948794,1.9375166,0.8816506
Sgcz,6.1002355,2.8587945,1.059123262015271e-09,5.081900366133987e-07,0.9583333333333334,0.7477693768588526,3.510484,1.7002522
Hivep1,6.0908394,2.707101,1.1232026481487072e-09,5.294816693992239e-07,0.875,0.32798222668147775,1.0624233,0.25460088
Grik3,6.0738707,2.620092,1.2486347738273128e-09,5.784623512541361e-07,0.9166666666666666,0.36152219873150104,1.294547,0.35832858
Pknox2,5.9889374,2.0928428,2.1121618520286042e-09,9.458964827334767e-07,0.9583333333333334,0.5615795320170567,1.4956168,0.5941991
Nwd2,5.9778066,2.350466,2.2616208899143263e-09,9.884174422442183e-07,0.9583333333333334,0.5335578887017595,1.7543737,0.6612645
Gm49678,5.976439,2.3294058,2.280680365431393e-09,9.884174422442183e-07,1.0,0.5557745368545526,2.1393497,0.91269815
Mei4,5.9664984,2.995407,2.42399415326707e-09,1.0338527444172409e-06,0.8333333333333334,0.26065144945712543,1.0181206,0.20024575
Unc13b,5.9636235,1.9904057,2.467046404876993e-09,1.0357740140475752e-06,1.0,0.5372128856559286,1.3456048,0.5393356
Lrp1b,5.953721,1.5489306,2.6211363618239136e-09,1.0835374468032087e-06,1.0,0.9389042175798187,4.122705,3.0798018
Elavl4,5.91896,2.2046106,3.239835200845475e-09,1.3190056340411805e-06,0.9166666666666666,0.5392195506503744,1.5560211,0.5940733
Slc1a2,5.8994966,1.9921819,3.646122945945437e-09,1.4622585605605058e-06,1.0,0.7304977245852295,2.3335521,1.206353
Arpp21,5.8966346,1.6942089,3.7098995115290552e-09,1.4659558805115546e-06,1.0,0.7991901673415273,2.966458,1.9010811
Khdrbs3,5.88658,1.9983281,3.942689173931641e-09,1.5353631609209157e-06,1.0,0.6745261045615796,2.2557976,1.1436523
Lmo3,5.8799696,2.1186678,4.1034142831863366e-09,1.5751248827030981e-06,1.0,0.5011287490593758,1.4121813,0.53937364
Pou6f2,5.860177,3.615575,4.623740558573508e-09,1.7498578705474669e-06,0.7916666666666666,0.17748235209803992,1.032547,0.13760346
Nav3,5.845538,1.3407397,5.049330083385303e-09,1.8843819352855985e-06,1.0,0.898054251621457,3.584798,2.6971152
Ccser1,5.8398905,1.373138,5.223518277119238e-09,1.922684056249232e-06,1.0,0.8624359479700433,3.1460743,2.2604673
Mir100hg,5.823694,1.843685,5.7560928780123095e-09,2.090083995029605e-06,1.0,0.7299243917296736,2.2979565,1.2512232
Plcl2,5.820781,1.9433239,5.857312577375497e-09,2.0984798527210614e-06,1.0,0.6507327910560075,1.7994503,0.8381682
Prickle1,5.773167,1.6505288,7.779509970684613e-09,2.7504662225302048e-06,1.0,0.7421077149102375,2.2059364,1.273479
Sel1l3,5.7682667,2.1995244,8.009100641654661e-09,2.7948640810553343e-06,0.9166666666666666,0.4484179596517003,1.1775885,0.39816672
Atp8a2,5.761264,1.7745404,8.348641088609679e-09,2.8759998211659238e-06,1.0,0.6399828000143333,1.6124626,0.77637714
Elavl2,5.749626,2.2626486,8.94409378201942e-09,3.0421240496564784e-06,1.0,0.5422295481420432,1.7844855,0.7094552
Pcdh17,5.6689105,2.0628345,1.4370858041541395e-08,4.826811944702716e-06,0.9583333333333334,0.6472569606191995,1.868018,0.8374737
Prr16,5.658324,2.3886206,1.528585730495247e-08,5.07075291091448e-06,0.9583333333333334,0.5233095639086968,1.8953594,0.7323173
Igsf21,5.605277,2.6734989,2.079220062984272e-08,6.8132491576082185e-06,0.8333333333333334,0.31432973805855163,0.97007936,0.22854844
Atp10a,5.5747967,3.6309373,2.4781933676660183e-08,8.022777805926014e-06,0.75,0.161106532411223,0.95958716,0.12222517
Gm2824,5.4943213,2.4132955,3.9221614350318654e-08,1.254624735229836e-05,0.8333333333333334,0.3507722076898269,0.9383616,0.2562399
Garnl3,5.491383,1.9993076,3.987978453521801e-08,1.2606703652485977e-05,1.0,0.5206220661482782,1.4795738,0.6141986
St7,5.449987,1.5082564,5.037353016448541e-08,1.5208278151907e-05,0.9583333333333334,0.6814419321317232,1.5858451,0.8608479
Snap25,5.432765,1.2418365,5.548752627801309e-08,1.6566109234335685e-05,1.0,0.8532984555846204,2.617505,1.851691
Nrg1,5.4217224,2.093972,5.902750485941296e-08,1.7429330281015674e-05,1.0,0.848604292829756,3.63576,2.2670085
St3gal1,5.404741,3.1881425,6.490215061805068e-08,1.895566072942415e-05,0.75,0.18880567599527,0.7663091,0.11900287
A330102I10Rik,5.383264,2.157657,7.314717584115209e-08,2.1134028116685556e-05,0.875,0.4175296520586233,1.0373839,0.34238893
Negr1,5.368929,1.4019916,7.920558198065851e-08,2.2402673556003097e-05,1.0,0.9023900813415989,3.4758008,2.5535748
Zfp385b,5.3638005,1.9203879,8.148895935782749e-08,2.2808420186925255e-05,1.0,0.6664277779768517,2.2083797,1.1442674
Gm49906,5.3124504,3.5424564,1.081607315187626e-07,2.9961637689785064e-05,0.7083333333333334,0.11774823520980399,0.74001306,0.08989659
Arhgap26,5.2526164,1.7864496,1.499535777230873e-07,4.0699521549690464e-05,1.0,0.6714444404629663,1.8077995,0.90727216
Srcin1,5.234369,1.7340665,1.6554976126267858e-07,4.4483220851281735e-05,0.9166666666666666,0.6044719962733365,1.3343868,0.610303
Anks1b,5.1897683,1.1062113,2.1055575843750585e-07,5.601617058629487e-05,1.0,0.903429247142294,3.5085814,2.7757394
E230016M11Rik,5.1784983,2.5576942,2.2367936611758012e-07,5.8924162427248796e-05,0.7916666666666666,0.29322392231339806,0.8705177,0.21169606
Atp2b2,5.1461053,1.3922929,2.6595013369850384e-07,6.937941837358056e-05,1.0,0.7193535672053607,1.663016,0.9664775
Marchf1,5.118208,1.5461435,3.084522510771829e-07,7.969338448503754e-05,1.0,0.8368509692908589,3.0322218,2.0490499
Slc8a3,5.113662,2.323686,3.159726701961555e-07,8.063505036635273e-05,0.7916666666666666,0.4219729816891819,1.1741693,0.36917883
Epha3,5.112396,1.9975165,3.180988216908593e-07,8.063505036635273e-05,1.0,0.5940445049629125,1.8772426,0.869722
Rsph10b,5.086651,3.116555,3.6444145454407725e-07,9.151908302429304e-05,0.7083333333333334,0.20260149783208514,0.6843477,0.10730912
Cobll1,5.0760264,2.93835,3.85409478083687e-07,9.58884507047099e-05,0.75,0.23585480345433046,1.0908345,0.22942965
Dpy19l1,5.063249,1.8436452,4.1217038133400237e-07,0.00010160567106829948,0.9166666666666666,0.4246246461461282,1.0014377,0.3919285
Khdrbs2,5.04837,1.7556505,4.455958451367757e-07,0.00010884691235295602,1.0,0.7132977389185509,2.2766225,1.2779745
Slc35f1,5.0244994,1.8633289,5.047470803960967e-07,0.00012002260221454085,0.9583333333333334,0.6549611208657327,2.038459,1.042257
Chgb,5.0226,1.5932351,5.097663578163884e-07,0.00012015282486426627,0.9583333333333334,0.5421578815350987,1.2282298,0.5880392
Pam,5.0201306,1.5883818,5.163634166745919e-07,0.00012064943483518506,1.0,0.7303185580678683,2.1019819,1.2203766
Pclo,5.015053,1.198205,5.301893694091015e-07,0.00012281196858640134,1.0,0.8329093059089118,2.4477425,1.7233305
Serpini1,5.01328,1.9513143,5.350999253743018e-07,0.00012289004269066227,0.875,0.5281470598774501,1.3793726,0.57019365
Cdh11,5.000566,1.567404,5.716230074844471e-07,0.00013016534077209404,1.0,0.7279177267352277,2.0659685,1.201704
Antxr1,4.995323,2.5877435,5.873730297590537e-07,0.00013262784293803173,0.75,0.2346006378328018,0.7292444,0.1643055
Angpt1,4.9861803,2.621399,6.1584670302176e-07,0.0001378983409182891,0.75,0.20672232773139357,0.8943946,0.2110432
Rnf180,4.9792914,1.7486894,6.38174691968757e-07,0.0001417169749851281,0.9166666666666666,0.4733937721718565,1.0150989,0.4210881
Thrb,4.9709845,1.7179579,6.661382910290142e-07,0.00014671422852417717,1.0,0.6934102554914537,2.049355,1.1170337
Pcsk2,4.9629683,1.4960818,6.942385743147048e-07,0.00015043702009545257,1.0,0.7700935249220625,2.363159,1.4843307
Fat3,4.942011,1.5631512,7.732097957577121e-07,0.0001662091776960778,1.0,0.7383810513491239,2.2270856,1.3348925
Tiam2,4.9302087,2.3012044,8.214191329352233e-07,0.00017517088969817024,0.7916666666666666,0.38510051241623966,1.009225,0.30287135
Dync1i1,4.9266376,1.4191896,8.365678563382998e-07,0.0001769966795260639,1.0,0.7179560683699431,1.9496602,1.1796907
Col12a1,4.92489,4.321922,8.440787620890829e-07,0.00017719059638541921,0.625,0.06980327516393736,0.69876987,0.049327206
Kcnmb4,4.890737,2.1292086,1.0045916177550107e-06,0.00020445165125224462,0.7916666666666666,0.35460637116135735,0.80521494,0.24904296
Kcnk2,4.889293,1.8997043,1.0119862157256619e-06,0.00020445165125224462,0.875,0.38488551259540615,0.89896256,0.32965368
Celf4,4.8759336,1.3485831,1.082950893478859e-06,0.00021715589931176822,1.0,0.7922385064679113,2.3934984,1.5908328
Sh3gl2,4.869032,1.4371849,1.1214625141146147e-06,0.00022321257595747925,0.9583333333333334,0.7131185724011897,1.8493396,1.0911741
R3hdm2,4.866195,1.4075081,1.1376703568787539e-06,0.00022477354771567733,1.0,0.6921919231733974,1.5113201,0.8465982
Grm8,4.8478208,2.1796038,1.2482498850263942e-06,0.000244194517019506,0.9166666666666666,0.5151037374135522,1.9558758,0.8501025
Pgm2,4.846213,3.1338987,1.2584060067195374e-06,0.000244194517019506,0.6666666666666666,0.16472569606191995,0.58356,0.08642687
Pvt1,4.845453,2.0141082,1.2632317776595212e-06,0.000244194517019506,0.875,0.5348837209302325,1.3213271,0.5190399
Grb14,4.843642,1.7104373,1.2748050780060775e-06,0.000244671517471595,0.9166666666666666,0.5167520693732756,1.1975938,0.5344527
Csrnp3,4.8276987,1.4603628,1.3811968990979997e-06,0.000263211068643711,1.0,0.718816067653277,1.8286204,1.0643282
Mctp2,4.786948,3.8917627,1.6933636088729158e-06,0.0003181865746182884,0.625,0.09395492170423192,0.7179334,0.06836002
A230057D06Rik,4.785163,1.3930799,1.7084874405825865e-06,0.0003187990106142646,1.0,0.7887626760311033,2.3954928,1.5680832
Olfm3,4.7658515,2.2217135,1.8805791834836518e-06,0.0003461038538370255,0.8333333333333334,0.3991830006808328,1.323507,0.46434525
Rap1gap2,4.7640786,1.7255623,1.8971869977289817e-06,0.0003467851335304608,0.875,0.5167879026767478,1.1096501,0.47923023
Stard13,4.7563033,2.0020502,1.9717030391011097e-06,0.0003579706801395055,0.8333333333333334,0.34597054502454583,0.95302516,0.3349142
Nr4a2,4.750769,2.7540321,2.0264422659034e-06,0.00036543962204580105,0.7083333333333334,0.23395563837030137,0.8404079,0.17837451
Dscam,4.7044597,1.4847116,2.545393234951165e-06,0.0004529451405505815,1.0,0.7565843695130254,2.4117477,1.5321342
Cdh9,4.7024207,1.8348292,2.5709501147263317e-06,0.0004544830893598456,1.0,0.5356362203031497,1.6773729,0.7974308
Tnik,4.697216,1.1675652,2.6373133667143305e-06,0.000463167386690288,1.0,0.8183251513957072,2.3841002,1.6835514
Osbpl10,4.666077,2.0991364,3.0700462973487323e-06,0.0005322073807081318,0.8333333333333334,0.4230479807933493,1.0069274,0.34035966
Tbc1d8,4.661746,2.4231684,3.1353771460595464e-06,0.0005400486148373077,0.7083333333333334,0.260149783208514,0.6603794,0.16077875
Ssbp2,4.656225,1.3245534,3.220599891354108e-06,0.0005511943890489483,1.0,0.7724943562547031,2.0404599,1.3009518
Rcan2,4.651628,2.0698924,3.293244401899693e-06,0.0005565375916921053,0.7916666666666666,0.36707636076969935,0.9876153,0.337392
Adamts16,4.646664,2.795764,3.3734566337706595e-06,0.00056652987343386,0.6666666666666666,0.15813236822302648,0.58921313,0.10937223
Mlip,4.637534,1.5810986,3.52590742374016e-06,0.0005884542389807335,0.9583333333333334,0.5884186763177698,1.4601517,0.7443922
Nol4,4.607243,1.2501398,4.080425011788704e-06,0.0006685428052851371,0.9166666666666666,0.7316443902963414,1.7762942,1.1195028
Pde1a,4.5502076,1.6525785,5.359298575074554e-06,0.000872753652801535,1.0,0.7629985308345576,2.6315844,1.6295866
Sema6d,4.530516,1.5455936,5.883972726093507e-06,0.0009467206416175602,0.9583333333333334,0.7057369118859068,2.0157368,1.172093
Fam184a,4.5193977,2.0277271,6.201575630695701e-06,0.0009860138295668254,0.75,0.40692299423083816,0.89581394,0.3041225
Kit,4.51161,1.9841387,6.433742580222278e-06,0.001014167308075928,0.75,0.2547389543842047,0.6244621,0.19820087
Usp3,4.5109386,1.5659959,6.454135083028792e-06,0.001014167308075928,0.875,0.4885870928440893,0.9468302,0.42709634
Mpped1,4.497794,1.7255414,6.866209627619333e-06,0.0010726456551984388,0.875,0.4530046224961479,1.0299056,0.4347225
Robo2,4.4913487,1.3691889,7.077359511158652e-06,0.0010992407518198438,1.0,0.7861468448776293,2.505804,1.6782683
Pfkp,4.473544,1.3821728,7.6933718162912e-06,0.0011880511534697962,0.9166666666666666,0.5311212240656467,0.9776147,0.49232695
Mapk8,4.4687448,1.4963595,7.868000500254101e-06,0.001205627279755752,0.9583333333333334,0.6017844985129179,1.2112262,0.6073942
Srrm4,4.4679594,1.5569328,7.896925985746645e-06,0.001205627279755752,0.9583333333333334,0.569032859139284,1.2233112,0.596174
Cntn6,4.44861,1.9870843,8.642781074055158e-06,0.0013120425280218199,0.8333333333333334,0.40839215967320025,1.3188611,0.5252903
Pid1,4.4440637,1.4778229,8.827540752992284e-06,0.001332561910297206,0.9166666666666666,0.5874153438205468,1.4191996,0.753834
Zmat4,4.4317803,1.6037483,9.345818094067182e-06,0.0013951229565976955,0.9583333333333334,0.6008528326226394,1.6467052,0.866491
Sgk3,4.4135327,2.0765057,1.0169741961356012e-05,0.001509729096694122,0.75,0.36281219765650197,0.8576471,0.27904913
Elmo1,4.391536,1.393618,1.1255250264122937e-05,0.0016347490518755854,1.0,0.5724011896656753,1.4320058,0.7943642
Ano3,4.3856225,1.5338265,1.15654492782789e-05,0.001670772161867495,1.0,0.6673952771706023,1.8910304,1.0794464
Lmo4,4.370211,1.598029,1.2412633779443829e-05,0.0017835693564366613,0.8333333333333334,0.5141362382198015,1.0763524,0.4939881
Socs2,4.364272,1.8935847,1.275466499952167e-05,0.0018229672794529109,0.75,0.3157989035009138,0.682355,0.23377484
Hecw1,4.3617396,1.3420615,1.2903239276186934e-05,0.00183444465265155,1.0,0.7143727380227183,1.8912692,1.169354
Susd4,4.3517227,1.3411685,1.3507190060488255e-05,0.0019102010364490496,0.9166666666666666,0.6181961515032071,1.2542666,0.68754727
Fnbp1l,4.3437576,1.6283413,1.4006600812395917e-05,0.001970457402246483,0.875,0.5251728956892536,1.2568818,0.5951624
Pakap-1,4.3343997,1.3850285,1.4615854435421585e-05,0.0020450743638546574,0.875,0.5402587164510696,1.0057083,0.50913703
Trabd2b,4.319938,2.8958435,1.5607305254047833e-05,0.0021616922277127074,0.625,0.16891819256817286,0.6606028,0.118453056
Nmt2,4.3096046,1.2170137,1.6354660005788188e-05,0.0022535882787463003,1.0,0.5795320170566525,1.0248809,0.5701967
Dock3,4.30787,1.1262248,1.648343257204889e-05,0.002259744046994662,1.0,0.8062134948220876,2.2085702,1.5501008
Meg3,4.2675877,1.4779739,1.9759797160327652e-05,0.0026951560898375838,1.0,0.9138209051492457,4.248506,3.2492316
Camk2g,4.259914,1.2559557,2.0450569022307787e-05,0.002775286816310153,0.9583333333333334,0.5357437202135665,0.9442668,0.5054754
Cadps2,4.254608,1.7434996,2.0941561568195125e-05,0.0028134987966870148,0.875,0.5496112086573262,1.6232516,0.79541117
Zfp804a,4.2435656,1.5426347,2.1999608716356696e-05,0.0029409427174552456,1.0,0.6607661160282366,1.9101447,1.0902864
Gas7,4.235195,1.3558332,2.283533726002999e-05,0.0030225887299359894,0.875,0.6019278317268069,1.2131892,0.6542575
Lrrc55,4.223532,3.8862133,2.4050302284790635e-05,0.0031678020705506096,0.5416666666666666,0.05744078546601211,0.35962626,0.02884921
Ptk2,4.215048,1.0449364,2.4972534814986487e-05,0.003265331932498962,1.0,0.7974701687748593,1.9129591,1.3344839
Adgra1,4.2140727,2.0764759,2.5080652505925557e-05,0.003265331932498962,0.7083333333333334,0.33160139033217473,0.76786727,0.2420686
Galnt9,4.2134013,1.8689616,2.5155329736780244e-05,0.003265331932498962,0.75,0.3862113448238793,0.8480621,0.31153128
Tcp11l1,4.1885686,1.5670285,2.8071926277262773e-05,0.003592671459554297,0.8333333333333334,0.46275128104059915,0.81760454,0.3555492
Slc25a27,4.188518,1.5202028,2.8078191533546796e-05,0.003592671459554297,0.7916666666666666,0.5110545741211883,0.911428,0.4178721
Strbp,4.1744237,1.0166938,2.9874114263327128e-05,0.003804348105476777,1.0,0.8268534776221019,2.2264469,1.626466
Pcdh10,4.1667247,1.3533508,3.0900751599074575e-05,0.0039165245069204425,0.9166666666666666,0.5011287490593758,0.9911416,0.5086974
Hlf,4.164369,1.970198,3.122146033263049e-05,0.003938594549942636,0.7083333333333334,0.33823055147454045,0.77021813,0.25937042
Dop1b,4.155163,1.3563256,3.250558225639963e-05,0.004081425211352608,0.8333333333333334,0.5087970760024366,0.8568848,0.42497
Gm28175,4.153884,1.8468866,3.268790206001265e-05,0.004085227573732744,0.7083333333333334,0.24438312968072526,0.5633258,0.19087012
Apba1,4.1361804,1.3733542,3.53134268689683e-05,0.00433274785374054,0.9583333333333334,0.7291002257498119,1.7361645,1.0313053
Hdac4,4.132926,1.2309996,3.581738364420349e-05,0.004359132859396604,0.9583333333333334,0.5585695345253879,0.9729552,0.5312905
Pak1,4.132698,1.2421455,3.585293494330664e-05,0.004359132859396604,0.9166666666666666,0.6120686566094529,1.1849493,0.6728691
Kif5a,4.109423,1.2991347,3.966488770945911e-05,0.00478942098750841,0.875,0.5367112194073171,0.93541837,0.48807368
Tpk1,4.1079035,1.8884965,3.9926695243836396e-05,0.00478942098750841,0.7083333333333334,0.31748306876410937,0.6584719,0.22448556
Tanc2,4.10551,0.9288769,4.034237027319742e-05,0.004817775507736954,1.0,0.8531192890672591,2.4597046,1.890264
Ptprn2,4.091441,1.2605369,4.2870077935551345e-05,0.005096986699682587,1.0,0.7640018633317806,2.3421996,1.5943536
Trp53bp1,4.072231,1.3192385,4.656498749394355e-05,0.005511899620979133,0.875,0.5415487153760705,0.9008036,0.46104
A330076H08Rik,4.0549326,1.3609473,5.0148719262421644e-05,0.005910070555181006,0.9166666666666666,0.6576844519296234,1.4680341,0.8331776
Mindy2,4.0494623,1.3811017,5.13354596118983e-05,0.006023510042671211,0.8333333333333334,0.45250295624753645,0.7483713,0.35594025
Slc6a7,4.0390277,1.7901223,5.367323421665455e-05,0.006270433927832641,0.7083333333333334,0.3445372128856559,0.63819236,0.22970241
Aig1,4.035862,1.1571419,5.440222449800086e-05,0.006303869043355251,0.9166666666666666,0.6771061024115813,1.3404828,0.8175246
B3glct,4.035748,1.8308927,5.442864227980716e-05,0.006303869043355251,0.7083333333333334,0.32558139534883723,0.6636016,0.23485354
Flrt2,4.0346966,1.3501949,5.467284648930449e-05,0.006304975902006917,0.9583333333333334,0.603683663596947,1.4029349,0.78984314
Agbl4,4.0326834,1.4521594,5.5143561157439896e-05,0.006332083283335085,1.0,0.7528935392553839,2.4795358,1.6087791
Pitpnm3,4.0210457,1.7395327,5.7940346871886904e-05,0.006624923916798303,0.7083333333333334,0.3189522342064715,0.5846053,0.2133847
Slc4a10,4.0071793,1.1681886,6.144818045617154e-05,0.006992903949638183,1.0,0.7741785215178988,2.0571187,1.3953189
Csgalnact1,4.006293,1.497301,6.167913048248044e-05,0.006992903949638183,0.8333333333333334,0.48177876518436236,1.0571198,0.5099698
Pacrg,4.00471,1.2489649,6.209358662942297e-05,0.0070103137509772906,0.875,0.5493962088364926,1.0075082,0.54903793
Scai,3.9999235,1.1647,6.336300251652546e-05,0.007123698232715645,1.0,0.7181710681907765,1.5959901,1.013215
Adam19,3.9939716,1.9241749,6.497565146199722e-05,0.007214445267701923,0.6666666666666666,0.26885727595227005,0.52886254,0.16860588
Dtnb,3.9849048,1.1903616,6.750722449147344e-05,0.007434094762647096,0.9583333333333334,0.7272368939692551,1.6598262,1.052919
Dkk3,3.9581978,1.5145684,7.551743158885033e-05,0.008282258721601666,0.75,0.3633855305120579,0.69541675,0.30128345
Asap1,3.9549558,1.2620649,7.654876409877919e-05,0.008327389843458287,1.0,0.7017235818970151,1.6921692,1.0464766
