Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_Set_Library,Direction
GO_Biological_Process_2023,Nervous System Development (GO:0007399),30/433,2.883581940151871e-07,0.0001072692481736496,0,0,3.1268780846944617,47.08785219579946,NOTCH2;PRKN;TENM1;NLGN1;MYT1L;PKD1;PTPRZ1;ASIC2;EPHB1;RBFOX1;SRRM4;RBFOX2;RBFOX3;VPS13B;NRG1;NAV1;NAV2;TGFBR1;DNM3;NFASC;APC;IL1RAPL2;SCN8A;ADGRB1;KCNQ2;NF1;CNTN4;DSCAML1;SDK2;SHANK2,GO_Biological_Process_2023,Upregulated_in_Mutant
KEGG_2019_Mouse,Circadian entrainment,13/99,7.91628738170299e-07,0.0001575341188958895,0,0,6.222334450137958,87.41865514482774,GUCY1A2;RYR2;KCNJ6;ADCY2;CACNA1C;ADCY8;RYR3;GRIN1;GRIN2A;NOS1AP;GRIA3;PRKG1;GRIA4,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,Morphine addiction,12/92,2.2579126231043826e-06,0.00022466230599888607,0,0,6.163319238900634,80.12974356036815,GABRA2;GABBR2;KCNJ6;PDE10A;PDE1A;PDE2A;CACNA1B;CACNA1A;ADCY2;PDE7B;ADCY8;GABRG3,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,Nicotine addiction,8/40,4.3874002985193605e-06,0.0002910308864684509,0,0,10.211215932914046,125.97346009895078,GABRA2;GRIN2A;CACNA1B;CACNA1A;GABRG3;GRIA3;GRIA4;GRIN1,KEGG_2019_Mouse,Upregulated_in_Mutant
GO_Biological_Process_2023,Neuron Projection Development (GO:0031175),18/192,1.0891899377567698e-06,0.0003472959915818729,0,0,4.284353540574466,58.82450106989563,CNTNAP2;NLGN1;TRIO;ROCK1;DOCK7;BICDL1;VPS13B;DICER1;DOCK10;SHTN1;TMEM108;CNTN4;MAPT;PAK3;EPHB1;MARK2;PACSIN1;MAP4K4,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of GTPase Activity (GO:0043087),19/214,1.2569865057887396e-06,0.00035069923511505833,0,0,4.03961703532519,54.885441927305926,ARFGEF1;BCAS3;DOCK9;DOCK7;SNX13;ARHGAP15;DOCK10;FGD4;DOCK11;WNK1;PLXNA2;NF1;PKP4;PLXNC1;RGL1;RALGPS1;PLXNA4;PRKG1;MAP4K4,GO_Biological_Process_2023,Upregulated_in_Mutant
Reactome_2022,Neurotransmitter Receptors And Postsynaptic Signal Transmission R-HSA-112314,17/182,2.273708347214903e-06,0.00035287953548775294,0,0,4.25990675990676,55.35364772493484,GABRA2;GABBR2;KCNJ6;CASK;GRIK4;PRKAG2;NRG1;ADCY2;ADCY8;GABRG3;GRIN2A;NBEA;EPB41L1;RPS6KA2;MAPT;GRIA3;GRIA4,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Interaction Between L1 And Ankyrins R-HSA-445095,7/29,4.639925384605617e-06,0.0005470990286149212,0,0,12.975561049828832,159.35042938667638,SPTBN4;NFASC;SCN8A;KCNQ2;ANK3;SPTB;SCN1A,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,L1CAM Interactions R-HSA-373760,12/99,4.935171649876866e-06,0.0005470990286149212,0,0,5.665378727126923,69.22596009494333,DNM3;SHTN1;SPTBN4;NRP1;NFASC;RPS6KA2;SCN8A;KCNQ2;ANK3;SPTB;DNM1;SCN1A,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Presynaptic Depolarization And Calcium Channel Opening R-HSA-112308,5/12,5.651401424829526e-06,0.000548185938208464,0,0,29.029761904761905,350.7842342701528,CACNB2;CACNA1B;CACNA2D3;CACNA1A;CACNA1E,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Nitric Oxide Stimulates Guanylate Cyclase R-HSA-392154,6/21,7.849000472146069e-06,0.0006767582629317056,0,0,16.2839248434238,191.41956164675227,GUCY1A2;PDE10A;PDE1A;PDE2A;PDE9A;PRKG1,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Protein-protein Interactions At Synapses R-HSA-6794362,11/88,9.060507337702602e-06,0.0007030953694057219,0,0,5.8583484026522,68.02471302603861,NLGN1;GRIN2A;PTPRS;EPB41L1;IL1RAPL2;CASK;DLGAP3;DLGAP2;SHANK2;GRIA3;GRIA4,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Activation Of NMDA Receptors And Postsynaptic Events R-HSA-442755,10/74,1.1476434321369605e-05,0.000809610275762074,0,0,6.398355263157895,72.78266557792439,GRIN2A;NBEA;RPS6KA2;PRKAG2;CASK;NRG1;MAPT;ADCY8;GRIA3;GRIA4,Reactome_2022,Upregulated_in_Mutant
GO_Biological_Process_2023,Axonogenesis (GO:0007409),17/188,3.542630804851727e-06,0.0008785724396032283,0,0,4.10916179337232,51.57261423962601,NOTCH2;CYFIP1;SEMA5B;SPTBN4;NTNG2;TRIO;EPHA10;CNTN5;DOCK7;ANK3;SHTN1;NFASC;SLIT1;CNTN4;PAK3;EPHB1;DSCAML1,GO_Biological_Process_2023,Upregulated_in_Mutant
Reactome_2022,CDC42 GTPase Cycle R-HSA-9013148,14/149,1.65257333840646e-05,0.0010686640921695,0,0,4.267044114177872,46.9826809036588,TRIO;FNBP1;DOCK9;ITSN1;DOCK7;MYO9B;IQGAP2;DOCK10;DOCK11;ABR;FGD4;FMNL2;SHKBP1;SRGAP2,Reactome_2022,Upregulated_in_Mutant
GO_Biological_Process_2023,Calcium Ion Transmembrane Import Into Cytosol (GO:0097553),11/83,5.094877317850679e-06,0.0011371766173442,0,0,6.266789732770746,76.37508965564395,RYR2;GRIN2A;SCN8A;CACNA1B;ATP2B4;CACNA1A;CACNA1C;CACNA1E;SLC8A1;SCN1A;GRIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
Reactome_2022,cGMP Effects R-HSA-418457,5/15,2.017347333917109e-05,0.0012042011777843,0,0,20.31770833333333,219.657630263686,PDE10A;PDE1A;PDE2A;PDE9A;PRKG1,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,RHO GTPase Cycle R-HSA-9012999,26/441,3.139610337326828e-05,0.0016550698342491,0,0,2.607029424889099,27.031836488734587,CYFIP1;TRIO;DOCK3;ROCK1;DOCK9;ARHGEF28;ITSN1;DOCK7;IQGAP2;ARHGAP15;DOCK10;ABR;FGD4;DOCK11;ABL2;SRGAP2;DST;FNBP1;RALGAPA1;PLEKHG5;MYO9B;MYO9A;WDR11;FMNL2;SHKBP1;PKP4,Reactome_2022,Upregulated_in_Mutant
Reactome_2022,Platelet Homeostasis R-HSA-418346,10/83,3.199232927028015e-05,0.0016550698342491,0,0,5.606921413121846,58.03171733297837,GUCY1A2;PDE10A;PDE1A;PDE2A;ATP2B4;ATP2B3;MAPK14;SLC8A1;PRKG1;PDE9A,Reactome_2022,Upregulated_in_Mutant
KEGG_2019_Mouse,Axon guidance,15/180,3.4663885681929486e-05,0.0017245283126759,0,0,3.7427466150870408,38.437304742171015,SEMA5B;NTNG2;NRP1;ROCK1;ABLIM2;ABLIM3;PLXNA2;SLIT1;SLIT3;PLXNC1;RAF1;SRGAP2;PAK3;EPHB1;PLXNA4,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,Calcium signaling pathway,15/189,6.085170116720098e-05,0.0021459271463876,0,0,3.547505502567865,34.43588701362964,RYR2;PDE1A;CACNA1B;ATP2B4;CACNA1A;ATP2B3;ADCY2;CACNA1C;ADCY8;CACNA1E;SLC8A1;RYR3;GRIN1;GRIN2A;PHKG2,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,GABAergic synapse,10/90,6.470132099661383e-05,0.0021459271463876,0,0,5.114473684210527,49.33282682562768,GABRA2;GABBR2;KCNJ6;CACNA1B;CACNA1A;ADCY2;CACNA1C;SLC6A1;ADCY8;GABRG3,KEGG_2019_Mouse,Upregulated_in_Mutant
GO_Biological_Process_2023,Organelle Organization (GO:0006996),26/418,1.2515544759464058e-05,0.0025395178093748,0,0,2.7633164376861856,31.193805667705213,PRKN;SIPA1L3;SYNE1;FGD4;PCLO;ZMYM4;DYM;CLASP1;PACSIN1;DYNC2H1;ARFGEF1;BCAS3;HACE1;DST;VPS13C;VPS13D;MICAL3;VPS13B;MICAL2;TRAPPC8;PRPF40A;TTC17;FMNL2;BIN1;DOP1B;BRWD1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Cytoskeleton Organization (GO:0007010),12/111,1.6196028316153572e-05,0.0026346740652308,0,0,4.9755910051893135,54.88447317172935,FGD4;PCLO;FMNL2;DST;BIN1;ZMYM4;MICAL3;MICAL2;PRPF40A;BRWD1;SIPA1L3;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),10/77,1.6424299343210563e-05,0.0026346740652308,0,0,6.110919088766693,67.32245963640806,SHTN1;SPTBN4;NTNG2;DOCK7;ADGRB1;TBCD;ANK3;CNTN4;PAK3;DSCAML1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Axon Guidance (GO:0007411),14/149,1.65257333840646e-05,0.0026346740652308,0,0,4.267044114177872,46.9826809036588,NOTCH2;CYFIP1;SEMA5B;TRIO;EPHA10;CNTN5;NFASC;PLXNA2;SLIT1;PLXNC1;CNTN4;EPHB1;DSCAML1;PLXNA4,GO_Biological_Process_2023,Upregulated_in_Mutant
KEGG_2019_Mouse,Oxytocin signaling pathway,13/154,0.00010005587200815658,0.0027664564436977,0,0,3.7844392354850345,34.85385962415089,GUCY1A2;RYR2;KCNJ6;ROCK1;CACNA2D3;PRKAG2;ADCY2;CACNA1C;ADCY8;RYR3;CACNB2;RAF1;PPP1R12B,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,MAPK signaling pathway,19/294,0.00011121432939488406,0.0027664564436977,0,0,2.8525946156847444,25.970167784864397,MAP3K2;PTPRR;CHUK;CACNA2D3;CACNA1B;CACNA1A;CACNA1C;MAPK14;CACNA1E;TGFBR1;MAPK10;CACNB2;RPS6KA2;TAOK1;NF1;FLNB;MAPT;RAF1;MAP4K4,KEGG_2019_Mouse,Upregulated_in_Mutant
KEGG_2019_Mouse,Ubiquitin mediated proteolysis,12/138,0.00013877083595340047,0.0030683773727474,0,0,3.903956508607672,34.67762235173637,PRKN;HERC2;UBE3C;HERC1;CDC27;UBR5;HUWE1;UBE2E2;BIRC6;TRIP12;CBL;PIAS2,KEGG_2019_Mouse,Upregulated_in_Mutant
GO_Biological_Process_2023,Calcium Ion Transmembrane Transport (GO:0070588),10/80,2.310492619409655e-05,0.0033978541440114,0,0,5.84812030075188,62.431401878911416,GRIN2A;ATP2B4;CACNA1A;ATP2B3;TRPM7;CACNA1C;PKD1;RYR3;SLC8A1;GRIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Plasma Membrane Bounded Cell Projection Morphogenesis (GO:0120039),8/50,2.4767410355186143e-05,0.0033978541440114,0,0,7.775980832584606,82.4719117128806,CNTNAP2;SHTN1;NLGN1;TRIO;MYO9B;DICER1;MAP4K4;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Calcium Ion Import Across Plasma Membrane (GO:0098703),7/37,2.587971346245272e-05,0.0033978541440114,0,0,9.511506276150628,100.46101589896448,SCN8A;CACNA1B;CACNA1A;CACNA1C;CACNA1E;SLC8A1;SCN1A,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Anterograde Trans-Synaptic Signaling (GO:0098916),16/199,2.9754335315595355e-05,0.0036895375791338,0,0,3.6039008703554822,37.56178552269056,UNC13B;GABBR2;NLGN1;CACNA1B;GRIK4;CACNA1A;SLC6A1;CACNA1E;GRIN1;CACNB2;GRIN2A;RPS6KA2;KCNQ2;AMPH;PDE7B;ASIC2,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,"Synaptic Transmission, Glutamatergic (GO:0035249)",6/27,3.783907891442124e-05,0.0039552240863909,0,0,11.627796003578885,118.39617418817386,UNC13B;GRIN2A;GRID2;GRIK4;GRIA3;GRIA4,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Positive Regulation Of Filopodium Assembly (GO:0051491),6/27,3.783907891442124e-05,0.0039552240863909,0,0,11.627796003578885,118.39617418817386,RIPOR2;TENM1;DOCK11;BCAS3;NLGN1;TENM2,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,"Regulation Of Alternative mRNA Splicing, Via Spliceosome (GO:0000381)",8/53,3.8368059523135264e-05,0.0039552240863909,0,0,7.256464011180992,73.78579581056154,RBM25;RBFOX1;SRRM4;RBFOX2;RBFOX3;CELF4;CELF5;RBM5,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of Establishment Of Cell Polarity (GO:2000114),5/17,3.993274110331606e-05,0.0039552240863909,0,0,16.9296875,171.4691907784617,ARFGEF1;BCAS3;RIPOR2;SHTN1;ROCK1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Inorganic Cation Import Across Plasma Membrane (GO:0098659),11/103,4.075723744936885e-05,0.0039552240863909,0,0,4.899399192808659,49.52252504157965,KCNJ6;KCNK9;SCN8A;CACNA1B;ATP2B4;CACNA1A;CACNA1C;SLC6A1;CACNA1E;SLC8A1;SCN1A,GO_Biological_Process_2023,Upregulated_in_Mutant
MSigDB_Hallmark_2020,UV Response Dn,12/144,0.00020728703978589749,0.004042097275825,0,0,3.7253507591773976,31.596212503020716,NOTCH2;TJP1;NRP1;NIPBL;SCN8A;SCHIP1;ATRX;ATP2B4;CACNA1A;AMPH;MAPK14;SYNE1,MSigDB_Hallmark_2020,Upregulated_in_Mutant
GO_Biological_Process_2023,Synaptic Vesicle Endocytosis (GO:0048488),7/40,4.401200769744928e-05,0.0040931167158627,0,0,8.645492582731077,86.72335159164201,DNM3;NLGN1;SYNJ1;ITSN1;FCHO2;DNM1;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
KEGG_2019_Mouse,cAMP signaling pathway,15/211,0.0002078194156870253,0.0041356063721718,0,0,3.145733825445072,26.6721770889584,RYR2;GABBR2;ROCK1;ATP2B4;ATP2B3;ADCY2;CACNA1C;ADCY8;GRIN1;MAPK10;GRIN2A;PDE10A;RAF1;GRIA3;GRIA4,KEGG_2019_Mouse,Upregulated_in_Mutant
Reactome_2022,Signaling By Rho GTPases R-HSA-194315,32/644,0.00011042910068750371,0.0053558113833439,0,0,2.1818811409773624,19.87941770007322,CYFIP1;TRIO;DOCK3;ROCK1;DOCK9;ARHGEF28;ITSN1;DOCK7;IQGAP2;ARHGAP15;DOCK10;ABR;FGD4;DOCK11;ABL2;SRGAP2;CLASP1;RANBP2;DST;FNBP1;RALGAPA1;PLEKHG5;MRTFA;MYO9B;MAPK14;MYO9A;WDR11;FMNL2;SHKBP1;TAOK1;PKP4;PPP1R12B,Reactome_2022,Upregulated_in_Mutant
KEGG_2019_Mouse,Retrograde endocannabinoid signaling,12/150,0.0003027547206621321,0.0054771081283422,0,0,3.562275944480191,28.86365283512309,GABRA2;MAPK10;KCNJ6;CACNA1B;CACNA1A;ADCY2;CACNA1C;ADCY8;MAPK14;GABRG3;GRIA3;GRIA4,KEGG_2019_Mouse,Upregulated_in_Mutant
GO_Biological_Process_2023,Central Nervous System Development (GO:0007417),19/283,6.720159213574733e-05,0.0059997581458795,0,0,2.973151580179477,28.56548624107948,PRKN;CNTNAP2;ZFHX2;CNTN5;CHD8;VPS13B;PKD1;GRIN1;GRIN2A;NIPBL;NFASC;SYNJ1;PTPRZ1;IL1RAPL2;NF1;FLNB;CNTN4;ASIC2;DSCAML1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Synapse Organization (GO:0050808),12/131,8.422181259476832e-05,0.0071664817598812,0,0,4.135093360811555,38.79568001249957,UNC13B;DNM3;CYFIP1;CACNB2;NLGN1;PTPRS;ANK3;MAPT;SLC6A1;PAK3;SDK2;SHANK2,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Presynaptic Endocytosis (GO:0140238),6/31,8.669131161146725e-05,0.0071664817598812,0,0,9.76534446764092,91.33679890336708,DNM3;NLGN1;SYNJ1;FCHO2;DNM1;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
KEGG_2019_Mouse,Glutamatergic synapse,10/114,0.0004595121590882816,0.0076202433048806,0,0,3.929352226720648,30.19842809774095,GRIN2A;CACNA1A;GRIK4;ADCY2;CACNA1C;ADCY8;GRIA3;SHANK2;GRIA4;GRIN1,KEGG_2019_Mouse,Upregulated_in_Mutant
Reactome_2022,"Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",32/660,0.0001724397457045176,0.0078713672156885,0,0,2.124492062822514,18.40970669024245,CYFIP1;TRIO;DOCK3;ROCK1;DOCK9;ARHGEF28;ITSN1;DOCK7;IQGAP2;ARHGAP15;DOCK10;ABR;FGD4;DOCK11;ABL2;SRGAP2;CLASP1;RANBP2;DST;FNBP1;RALGAPA1;PLEKHG5;MRTFA;MYO9B;MAPK14;MYO9A;WDR11;FMNL2;SHKBP1;TAOK1;PKP4;PPP1R12B,Reactome_2022,Upregulated_in_Mutant
GO_Biological_Process_2023,Positive Regulation Of Cell Junction Assembly (GO:1901890),8/61,0.0001076168773384944,0.0085786025078399,0,0,6.158617143309205,56.27087264185322,CNTNAP2;GRID2;NLGN1;CLSTN2;ROCK1;NRG1;EPHB1;MAP4K4,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Protein Localization To Plasma Membrane (GO:0072659),12/137,0.00012949168226283954,0.0099663943038157,0,0,3.9353911205074,35.22920379930631,DPP10;CACNB2;SPTBN4;DPP6;C2CD5;ROCK1;RAB40C;FCHO2;TTC7B;MAP7;ANK3;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of Peptidyl-Cysteine S-nitrosylation (GO:2000169),3/5,0.0001366647248108701,0.0101678555259287,0,0,60.72510373443984,540.3307521955243,NOS1AP;ATP2B4;DMD,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Axon Development (GO:0061564),10/99,0.00014516576114657136,0.0104519348025531,0,0,4.595150798344175,40.610262254691946,SHTN1;SPTBN4;NTNG2;DOCK7;ANK3;CNTN4;MAPT;PAK3;DSCAML1;MARK2,GO_Biological_Process_2023,Upregulated_in_Mutant
Reactome_2022,Cardiac Conduction R-HSA-5576891,11/126,0.0002522575801756047,0.0108751045675705,0,0,3.9148780040359568,32.43499856470492,CACNB2;RYR2;KCNK9;KCND3;SCN8A;ATP2B4;ATP2B3;CACNA1C;SLC8A1;RYR3;SCN1A,Reactome_2022,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of Sodium Ion Transport (GO:0002028),6/35,0.00017605737459292422,0.0119078806088305,0,0,8.416672665754806,72.75961544603071,NKAIN2;SPTBN4;NKAIN3;WNK1;ATP2B4;ANK3,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Glutamate Receptor Signaling Pathway (GO:0007215),6/35,0.00017605737459292422,0.0119078806088305,0,0,8.416672665754806,72.75961544603071,GRIN2A;GRID2;GRIK4;GRIA3;GRIA4;GRIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Protein Localization To Cell Periphery (GO:1990778),12/142,0.0001818056276072056,0.0119350047299789,0,0,3.7830541551471786,32.58182788666357,DPP10;CACNB2;SPTBN4;DPP6;C2CD5;ROCK1;RAB40C;FCHO2;TTC7B;MAP7;ANK3;PACSIN1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),11/123,0.00020417180424172064,0.0130203276305005,0,0,4.020362417118746,34.15920523312064,DOCK10;MACF1;FRMD5;HACE1;ROCK1;PLXNA2;ABL2;PLXNC1;RAF1;SRCIN1;PLXNA4,GO_Biological_Process_2023,Upregulated_in_Mutant
Reactome_2022,Muscle Contraction R-HSA-397014,14/196,0.0003192422718977224,0.0130385264732964,0,0,3.1574391638085904,25.41599684919712,RYR2;GUCY1A2;KCNK9;KCND3;ATP2B4;ATP2B3;SORBS1;CACNA1C;RYR3;SLC8A1;CACNB2;SCN8A;DMD;SCN1A,Reactome_2022,Upregulated_in_Mutant
GO_Biological_Process_2023,Regulation Of Synapse Assembly (GO:0051963),7/51,0.000217223932911391,0.013226315935293,0,0,6.480458349182198,54.65995596742031,SETD5;GRID2;NLGN1;CLSTN2;IL1RAPL2;SLIT1;EPHB1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Neuron Projection Guidance (GO:0097485),11/124,0.00021925344516390743,0.013226315935293,0,0,3.984578619170307,33.57119936811332,NOTCH2;CYFIP1;SEMA5B;NFASC;TRIO;EPHA10;CNTN5;SLIT1;CNTN4;EPHB1;DSCAML1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),26/500,0.0002401498138912329,0.0139854490522349,0,0,2.275475028267284,18.964372304170208,SMG1;ROCK1;EPHA10;PRKDC;PRKAG2;PKD1;RB1CC1;ABL2;PAK3;EPHB1;PRKG1;MARK2;MAP4K4;CHUK;DAPK1;MAPK14;TGFBR1;MAPK10;CDK8;WNK1;TAOK1;BIRC6;CDK12;SIK2;CDK14;CSNK1G1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Brain Development (GO:0007420),13/169,0.00025307558114205804,0.0139854490522349,0,0,3.417902542372881,28.306461748117435,CNTNAP2;ZFHX2;CNTN5;CHD8;GRIN1;GRIN2A;NIPBL;NFASC;SYNJ1;NF1;FLNB;CNTN4;DSCAML1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Cellular Response To Caffeine (GO:0071313),3/6,0.000268401468125644,0.0139854490522349,0,0,40.481327800829874,332.87903866807693,RYR2;RYR3;SLC8A1,GO_Biological_Process_2023,Upregulated_in_Mutant
GO_Biological_Process_2023,Response To Caffeine (GO:0031000),3/6,0.000268401468125644,0.0139854490522349,0,0,40.481327800829874,332.87903866807693,RYR2;RYR3;SLC8A1,GO_Biological_Process_2023,Upregulated_in_Mutant
