names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_LA-BLA-BMA-PA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Pcsk1n,6.6307926,1.0694792,3.338887269244877e-11,7.058686146704158e-10,0.621875,0.5520134842988531,1.0245237,0.6156731
Ankfn1,6.5359817,1.3892255,6.319369872977376e-11,1.294218509808705e-09,0.2734375,0.12952988164596388,0.2472895,0.101748966
Adamtsl1,6.4652586,1.0653552,1.0112560502477864e-10,2.0009167945624463e-09,0.4765625,0.40954893554651717,0.83563584,0.48502293
Cox8a,6.4627466,1.1746494,1.0281927518299544e-10,2.031436708946388e-09,0.546875,0.46026162471144333,0.9023488,0.50026166
Tafa1,6.4253125,0.47953448,1.3159906198120274e-10,2.567949742509018e-09,0.7453125,0.7924956945513173,2.218988,1.9285669
Pcsk2,6.401033,0.28727338,1.5432925902392017e-10,2.972635978475079e-09,0.7046875,0.7718295408742809,1.6387026,1.4814836
Cox4i1,6.351227,1.1385052,2.1360430636684063e-10,4.033413711930433e-09,0.5875,0.5264372870176981,0.99873936,0.57601756
Cdh4,6.314219,0.9213384,2.7152923063615734e-10,5.024786795587843e-09,0.4265625,0.3175405811439669,0.4700218,0.2752245
Alcam,6.1115656,0.48753205,9.865853021358649e-10,1.6960682705304344e-08,0.6578125,0.7209336411271116,1.4499959,1.2021835
App,6.105636,0.29280484,1.0239191112647065e-09,1.754636895387925e-08,0.8421875,0.9007365065406178,1.9799922,1.807624
Hgf,6.090827,1.6451092,1.1232875016438227e-09,1.907884650389982e-08,0.2484375,0.11615550914220805,0.22732663,0.078446776
Cpe,6.014143,0.43768945,1.8084076369124843e-09,2.977445661999905e-08,0.821875,0.8461763951485838,1.7604469,1.5162264
Gm44812,5.950882,2.0429797,2.667015495472523e-09,4.2989026012805454e-08,0.1921875,0.05778461763951486,0.10277663,0.025927631
Mt3,5.937432,1.1322534,2.8952170962744982e-09,4.62511791777026e-08,0.559375,0.49954197354439195,0.9846729,0.5681646
Rpl41,5.8855004,0.9911375,3.9685125723870824e-09,6.22498148394868e-08,0.5828125,0.5114506613902019,0.8707429,0.5298174
Ndufa4,5.8635273,1.1803755,4.531362921698444e-09,7.046164450580855e-08,0.4953125,0.4059213660181012,0.7938019,0.42832595
Rplp1,5.853167,0.95882297,4.822997987547192e-09,7.44764874946562e-08,0.671875,0.653475504745154,1.2244859,0.80468166
Dpp10,5.7304482,0.40810734,1.001654784087494e-08,1.4731507415671028e-07,0.853125,0.8866292917078891,2.7855089,2.522595
Eif1,5.667976,1.0799884,1.4449436828470348e-08,2.088522687364165e-07,0.5015625,0.40786339818987943,0.7392002,0.41714352
Rpl38,5.608536,1.0930187,2.0404535632021426e-08,2.8886716145016634e-07,0.5390625,0.47814297753838264,0.85351723,0.48972324
Fign,5.593402,0.8513668,2.2266301400699172e-08,3.1406588904818206e-07,0.30625,0.17804404382397127,0.31494248,0.18662597
Mef2c,5.3977213,0.3834372,6.749253186467083e-08,8.951255336642179e-07,0.734375,0.7818694807812099,1.7186146,1.505985
Nrg1,5.366062,0.32301316,8.047412556148484e-08,1.0542855942647965e-06,0.771875,0.8505368070059727,2.4663503,2.2635386
Cox6c,5.3416266,1.1130155,9.211614886148445e-08,1.1980449757541564e-06,0.5,0.4319006265801913,0.7847862,0.43894157
Tfap2d,5.338589,3.060706,9.36726750868498e-08,1.215347551706255e-06,0.14375,0.021325711773112016,0.09241553,0.011537067
mt-Co3,5.299037,0.9340846,1.1641511100183938e-07,1.494540866038903e-06,0.634375,0.6074530064856546,1.1725233,0.7734345
Rps8,5.251505,0.94797605,1.5086157840197446e-07,1.907600287840496e-06,0.59375,0.5442453556117401,0.9378277,0.5909768
Slc25a4,5.2503715,1.1219928,1.5179270045640656e-07,1.9175692812711072e-06,0.5296875,0.4618005936022865,0.81875706,0.4589715
Glra3,5.2070723,1.0681603,1.9184319132934042e-07,2.3711253684541754e-06,0.2734375,0.15803744824301053,0.22121048,0.111613266
Chgb,5.1935973,1.0950048,2.0626890514443784e-07,2.53658832092954e-06,0.584375,0.5415338389945403,0.98448753,0.5793056
Rmst,5.1799936,1.0775454,2.2189366996308539e-07,2.7237473329867993e-06,0.3421875,0.2482136968231285,0.5916399,0.3237923
Stmn3,5.1744957,0.83728796,2.2852720525684283e-07,2.80005745793496e-06,0.65,0.6255175698948371,0.99046135,0.66642994
Atp2b4,5.106099,0.75628066,3.288773349653443e-07,3.92578142626335e-06,0.503125,0.4456780623648822,0.65021586,0.4332511
Necab1,5.06313,0.6683209,4.124289449486937e-07,4.863656558281597e-06,0.4765625,0.40709391374445786,0.63228375,0.44142824
L3mbtl4,4.997825,1.375379,5.798049564602516e-07,6.683551771809078e-06,0.1984375,0.08489978381151295,0.14418383,0.058063325
Cntnap5a,4.960118,0.40728298,7.045037792448907e-07,8.011009965429628e-06,0.6359375,0.7071562053424206,1.654279,1.4324783
Rpl35a,4.9479003,1.0320227,7.501835355734951e-07,8.50165820365239e-06,0.5109375,0.44307647209702833,0.7521479,0.43726555
Cntn4,4.8013883,0.5194226,1.5756927184447821e-06,1.714818280462183e-05,0.6046875,0.6525960939503865,1.500666,1.2328784
mt-Co1,4.7492466,0.95734674,2.0417594243703417e-06,2.18922888000124e-05,0.559375,0.513612546260672,0.95046484,0.5973325
Pde1a,4.6522827,0.3017839,3.282803147134846e-06,3.430918730591728e-05,0.7328125,0.7639148437213733,1.7978853,1.62652
Sv2b,4.607501,0.42679942,4.075375032459499e-06,4.213363875420806e-05,0.6421875,0.6213770107361402,1.1631994,0.9695348
Gm35842,4.592379,2.2188516,4.382210025098783e-06,4.504590029625261e-05,0.1421875,0.037374958777619,0.07061829,0.015595902
Dynll1,4.559562,0.9962738,5.126039234576e-06,5.229182772705281e-05,0.525,0.47891246198380416,0.80226266,0.48050037
Pou6f2,4.5190277,0.94078976,6.2124196989453295e-06,6.251974431110899e-05,0.2734375,0.17577223260415523,0.24631193,0.13584112
Camk2d,4.4880633,0.52172446,7.1873622754349206e-06,7.163368855375975e-05,0.5671875,0.5604411710820417,1.008373,0.79424196
Cmss1,4.4855833,0.5626769,7.271469704079312e-06,7.241823237531917e-05,0.809375,0.8425121835037191,1.672975,1.368703
Gnas,4.447916,0.57711565,8.670749443280982e-06,8.518575412832174e-05,0.675,0.7126891649261662,1.1192231,0.86814415
Aldoa,4.4260445,1.0739563,9.597681031823422e-06,9.394888500003472e-05,0.5078125,0.4646220365688322,0.8335492,0.4813269
Olfm1,4.413112,0.56467825,1.0189507458090926e-05,9.930796713779586e-05,0.725,0.7486717232787365,1.3144671,1.0441163
Nkain3,4.3917713,0.34901336,1.12430803078613e-05,0.0001087087325916636,0.603125,0.6720164156681689,1.3765907,1.2014816
Pdzrn4,4.3761888,0.61301446,1.2077245706898173e-05,0.00011627215770130918,0.5109375,0.5418636180425781,0.9904453,0.74505824
Map1b,4.3748198,0.32007656,1.2153277894004576e-05,0.00011687851718393092,0.8140625,0.858268293576637,1.8494552,1.6659304
Ccn3,4.200215,1.0612861,2.6666171786108747e-05,0.000243548618590327,0.3234375,0.23861346231358324,0.32487467,0.16885279
Brinp3,4.1738005,0.5499461,2.995600750262526e-05,0.0002714731607404859,0.590625,0.6321131508555934,1.3575819,1.0891668
Eef1a1,4.1595764,0.8583325,3.1883807643622715e-05,0.00028777894235275186,0.5765625,0.5502913048257667,0.89285403,0.5852515
Rpl37,4.1189456,1.0096368,3.8060979364750943e-05,0.0003392034877382613,0.4703125,0.4205782125975596,0.74432725,0.4375012
Rps23,4.088172,1.011063,4.347859822933449e-05,0.00038404665825845423,0.4390625,0.38378952768311897,0.6759625,0.39155015
Prr16,4.062437,0.5980593,4.85630752656036e-05,0.0004256000757947713,0.5078125,0.5240555494485362,0.96347886,0.72791904
Ptpn14,4.0441833,0.75635684,5.250581044304895e-05,0.0004569035039606688,0.2453125,0.15503279469422154,0.14745711,0.08989305
Stmn1,4.044139,0.8898981,5.251581337924135e-05,0.0004569035039606688,0.4859375,0.43446557473159647,0.661098,0.40919825
Cst3,3.9248497,0.71506906,8.678385973818159e-05,0.0007280306934639211,0.609375,0.5863471474112345,1.1015472,0.7991846
Selenow,3.9016392,0.8409684,9.554346997079065e-05,0.0007960474536791147,0.578125,0.5447583452420212,0.8397356,0.55074424
Cox7c,3.8913608,0.8970083,9.968363460843004e-05,0.0008274634729467146,0.50625,0.4623135832325675,0.75378215,0.47258455
Calr,3.8837874,0.91311604,0.00010284181553194501,0.0008513122561131739,0.521875,0.4811842732036202,0.7466399,0.46335453
Fau,3.8591807,0.95930177,0.00011376775574842848,0.0009348439134435085,0.4609375,0.41328643142427907,0.6999739,0.4195982
Ldb2,3.8478978,0.45410293,0.00011913569617280993,0.0009735937214608889,0.5421875,0.5567403173207285,1.0302836,0.8395389
Cfl1,3.844342,1.0984827,0.00012087638727356,0.0009869184217686287,0.4046875,0.352313949653732,0.61127317,0.33187792
Rps10,3.8144088,0.9349332,0.00013650939637045267,0.001104821530263272,0.4078125,0.3468176321864351,0.5530636,0.3266535
Cox5b,3.779945,1.1577355,0.00015686302554697865,0.0012570562172524056,0.3171875,0.25008244476200947,0.47180238,0.23919088
Vstm2l,3.7712855,1.1489778,0.00016240863689780138,0.0012972414011426644,0.259375,0.1786303176871496,0.22378881,0.107149035
Nnat,3.7598166,0.8252151,0.00017003786739596622,0.0013533523391379184,0.396875,0.34121138836979226,0.53568834,0.33643404
Zbbx,3.759452,0.9943214,0.00017028579411632676,0.0013546842838200205,0.23125,0.1522113517276758,0.15879253,0.08285722
Cox6a1,3.7372534,1.0434144,0.00018604140898715351,0.001470274311613181,0.421875,0.3749221355025466,0.60761297,0.3404853
Hap1,3.727937,0.68388385,0.00019305367209070866,0.0015194353160742065,0.321875,0.24594188560331245,0.23382509,0.15184343
Dipk2a,3.6714678,1.0632017,0.00024116146134899388,0.0018728348168923312,0.2328125,0.15426331024879997,0.17875245,0.08953698
Atp5g1,3.6286523,1.0570918,0.00028490471616049456,0.0021835110448466884,0.3296875,0.25938954233996553,0.43471298,0.23245737
Kctd4,3.6249402,0.8609572,0.00028902850034824183,0.0022107019084421455,0.34375,0.27389982045362943,0.32283434,0.19045001
Kitl,3.6078892,0.643965,0.0003086982581662609,0.0023484490931278113,0.3484375,0.2789197904070939,0.33455157,0.22654665
Elob,3.6026173,1.1203674,0.0003150292510734308,0.002389171881553228,0.3375,0.27576856839251035,0.49928617,0.2607128
Ctxn1,3.59402,0.88162994,0.0003256149560573675,0.0024604257225144728,0.4234375,0.3624271737935583,0.47018933,0.2820261
Kcng1,3.5773385,0.9021662,0.00034711049239306797,0.002605267857709982,0.2828125,0.21076545381261222,0.21485427,0.12066731
Atp5h,3.5523798,1.0830474,0.00038176347702515963,0.002845488107535656,0.378125,0.3280935106811769,0.56906384,0.30885515
Rps29,3.5341039,0.85473466,0.00040916020200061696,0.0030328647248983663,0.5421875,0.5165439155765637,0.84925205,0.55377924
Gm29683,3.533675,0.78816795,0.00040982483221180423,0.003036953458778593,0.1609375,0.07900040306328093,0.10533281,0.062340144
Pebp1,3.5215588,0.99137694,0.0004290175312739581,0.0031669508421239712,0.3671875,0.3103953684364809,0.51961404,0.29470643
Scml4,3.520495,0.9259213,0.00043074216262314636,0.003178808544269141,0.2390625,0.1644864607379722,0.16820632,0.09204682
Etv1,3.4991739,0.6306175,0.0004667019484296341,0.003425370487381663,0.4796875,0.4655014473635997,0.69803363,0.5021256
Ccdc3,3.4869661,1.0583695,0.0004885332492027806,0.0035709707307069404,0.1875,0.11098897072294896,0.1283288,0.063677646
Gabra3,3.4677603,0.52901226,0.0005248150648941689,0.0037959033092076224,0.4515625,0.42926239419588874,0.5075109,0.37720114
mt-Nd4,3.4670808,0.91086656,0.0005261434930228488,0.0038034639918008996,0.4609375,0.42585467736616467,0.7471747,0.4643105
Atp5md,3.4543993,0.88732445,0.0005515199152616074,0.003970884277352462,0.425,0.37558169359862226,0.5894908,0.36057362
Rps7,3.4326098,1.0524036,0.0005978018882272377,0.004275468921124801,0.3796875,0.33054853248323623,0.5645445,0.31173468
Actb,3.4293413,0.6945596,0.0006050478896292146,0.004322689921387131,0.6734375,0.683925103513979,1.1419859,0.8406913
Rxrg,3.416779,1.5862831,0.0006336670887697267,0.004503209382502659,0.1328125,0.05543952218680151,0.07429461,0.025360206
Lin28b,3.394218,0.65379465,0.0006882486194559813,0.004857693828416659,0.3546875,0.2982301857755304,0.33212537,0.22344981
Rpl18,3.3581698,1.0359309,0.0007846040350559149,0.005474502836134104,0.3125,0.2493129603165879,0.42495555,0.22972095
Tpt1,3.309331,0.9466781,0.0009351924314315019,0.00642840128743015,0.4109375,0.36986552343263346,0.6191769,0.3679989
Sst,3.3040218,1.0838263,0.000953084488499148,0.006539678295702785,0.3109375,0.25294052984500387,0.5044265,0.26964685
Rps21,3.2295618,0.8444458,0.0012398003040998734,0.008315884715717323,0.484375,0.4593089296837785,0.76976603,0.49811897
Hpcal1,3.229046,0.9567724,0.0012420385823684263,0.008328818744257453,0.24375,0.1740134110146202,0.20686588,0.111902654
Gm36251,3.2212994,0.9667726,0.001276107804828075,0.008535976279743684,0.1609375,0.0877212267780587,0.094802395,0.049627207
Bex2,3.1844378,0.9746056,0.0014503552534714658,0.00958697310228248,0.3640625,0.31145798981349165,0.48927838,0.27852103
Arhgap6,3.176009,0.7298693,0.0014931632216566226,0.009836061722459781,0.3125,0.2539298669891173,0.36172026,0.2333056
Atp5k,3.1514494,0.9852603,0.0016246228935373496,0.01063166516058173,0.353125,0.3043494192224543,0.5016169,0.284457
Tmsb10,3.143762,0.93698126,0.0016679093225836722,0.010896358740049423,0.2984375,0.23908980982741562,0.38550308,0.21967973
Psap,3.1289878,0.7067164,0.0017540961661724455,0.011401200770453219,0.6203125,0.6247480854494155,0.9447158,0.67459685
Gm44618,3.1150663,1.5287457,0.0018390352116609526,0.011912940245257908,0.121875,0.051262320911655855,0.06697932,0.023724983
Ywhah,3.0852745,0.80253476,0.002033643531402112,0.013053989892206103,0.5875,0.5775163973471108,0.8733276,0.58763915
Rps6,3.0820186,1.1722244,0.0020560199258046214,0.01317873459121426,0.2875,0.23384998717525923,0.39554697,0.19499037
Timp2,3.0818996,0.7772736,0.002056842214385343,0.01318086103041597,0.43125,0.39251035139789675,0.5007868,0.3215504
Itm2c,3.0594702,0.7797827,0.002217289004617989,0.014078108590284823,0.5484375,0.5414971968780917,0.78598225,0.5281415
Dsel,3.056472,0.67896414,0.0022395832663790866,0.014206232853542507,0.2859375,0.22413982631636803,0.19125287,0.12367423
Oaz1,3.0220976,0.86057615,0.0025102956116443073,0.01577078398056641,0.36875,0.31944597119929646,0.46833715,0.28440645
Car10,3.0162852,0.30214715,0.0025589255005417817,0.016046284293945782,0.5890625,0.6399545637756037,1.3506603,1.1998322
Chchd2,3.0100758,0.8352047,0.0026118253553072917,0.01633606780658914,0.478125,0.4564142024843355,0.69168466,0.4439579
Otof,2.9976025,1.1695662,0.002721122845216949,0.016946812108710456,0.1484375,0.0807225825363673,0.10067906,0.046013024
Ptpru,2.9627843,0.6568806,0.0030487019727748043,0.018767152808352578,0.2796875,0.21930306694514676,0.2047391,0.13462177
Atp5e,2.9405258,1.0268515,0.0032765561913398514,0.020050344992325622,0.2984375,0.2466380858158367,0.4253091,0.23122682
Tll1,2.9359705,0.87683415,0.0033250586921812547,0.02032862959247106,0.190625,0.1250961855556777,0.18216148,0.103285335
Zfp57,2.934143,0.9634657,0.003344700902050743,0.02042083918157316,0.1328125,0.06514968304569271,0.062411837,0.032492537
Cox7a2,2.9139378,0.97342306,0.003569009094669324,0.021660394068593637,0.353125,0.30845333626470267,0.49535307,0.2825434
Rpl13,2.913318,0.8334829,0.0035761028737850316,0.021690718785237876,0.4859375,0.4621303726503243,0.7289289,0.4712892
Rpl9,2.9077582,0.79869163,0.0036402954848022374,0.022050211829719595,0.403125,0.35989886775860175,0.5707472,0.3663179
Cdh22,2.9067342,0.6909521,0.0036522341049689748,0.022102596937053232,0.2015625,0.1367850207027958,0.112176135,0.0709562
Kcnf1,2.9022608,1.1696604,0.0037048009829646206,0.022390463880400214,0.196875,0.1330475248250339,0.16929896,0.07881444
Rplp2,2.8935616,0.8055025,0.0038089946186607776,0.02295305795097894,0.4078125,0.3578835513539262,0.52546847,0.33325893
Rpl27a,2.8646774,0.88719356,0.004174342292201569,0.024931317366202303,0.4515625,0.4282730570517753,0.66615367,0.41334397
Tubb4b,2.8639483,1.2728286,0.00418396193110837,0.0249773510528509,0.2296875,0.17350042138433916,0.32143825,0.14573863
mt-Atp6,2.8633235,0.96133024,0.004192223337552949,0.025021110857407318,0.3953125,0.36649444871935805,0.6452075,0.38219774
Rpl34,2.8502874,0.80117375,0.0043679744558428185,0.02590893457582705,0.3765625,0.32681103660547434,0.49385914,0.31225055
Atpif1,2.842605,0.79390424,0.004474647921227802,0.026471552101142902,0.4609375,0.43259682679271555,0.5783529,0.37271917
Fnbp1l,2.7959063,0.40532798,0.005175441838397673,0.030218192567958598,0.515625,0.5257044446887252,0.7280683,0.5926273
Uchl1,2.7942746,0.7455167,0.005201630108983722,0.03036450163554043,0.5234375,0.5045253013814078,0.68841517,0.46425197
Tubb2a,2.785211,0.87818354,0.005349290246633763,0.03111830026565257,0.409375,0.3731633139130116,0.58135796,0.3569506
Cnih3,2.7816079,0.62233937,0.0054090346932969685,0.03144542670032227,0.4109375,0.3915210142537833,0.43530568,0.30330297
Nrn1,2.7703323,0.7804033,0.005599910752020401,0.03243578398508045,0.4421875,0.41566816899344106,0.5452462,0.35214686
Uqcrq,2.759885,1.0714781,0.0057821678161076836,0.03338401542357248,0.3421875,0.3051921879007731,0.5100727,0.27507097
Tox,2.7522154,0.50185084,0.005919359278267838,0.03406579220540947,0.434375,0.4136162104723169,0.74635726,0.57851547
Timm8b,2.7483742,1.158586,0.005989162444947102,0.034401196001652125,0.2125,0.15495951046132425,0.27286452,0.13149491
Rps3,2.7373912,1.013326,0.0061928587380342985,0.0354510294638126,0.3171875,0.2708218826719431,0.4622973,0.25553873
Wdr66,2.7258132,0.7128291,0.0064143275566617445,0.03659298969161382,0.2171875,0.15895350115422666,0.13434449,0.084090725
Rps15,2.7187483,0.81630486,0.006552942675506403,0.0372808743787544,0.490625,0.48199039976549046,0.7255728,0.4733279
Rpl37a,2.7103868,0.8059549,0.00672048104315494,0.0381514645414001,0.4890625,0.4749917555237991,0.7408813,0.48729932
Tuba1a,2.7103322,0.8953804,0.00672158664454738,0.0381514645414001,0.4375,0.41182074676633323,0.65226233,0.40181467
Trpm4,2.6943326,0.95263493,0.007052972507295712,0.03986457541188541,0.1796875,0.12187167930819684,0.11046956,0.05859939
Rpl21,2.6923416,0.85611063,0.007095226314363141,0.04009437036108046,0.3953125,0.3610714154849584,0.56705296,0.3517459
Actg1,2.6907148,0.84128386,0.007129913514987564,0.04024806221590668,0.4375,0.4131398629584845,0.6176832,0.39001766
Calm3,2.6561568,0.7869592,0.007903686251031265,0.04410634466567188,0.48125,0.46099446704041624,0.67799014,0.4460493
Wls,2.6429446,0.47616842,0.008218848185679603,0.04567537761100536,0.38125,0.34209079916455976,0.40043658,0.30308762
Camk2n1,2.6366484,0.6241163,0.008372954628004454,0.046464537557719884,0.5875,0.5979626983254552,0.87925214,0.64932483
