names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_IT EP-CLA Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Ulk4,6.943794,1.0810453,3.8170786674362885e-12,4.662041081546048e-10,0.784,0.45817449471337124,0.64329815,0.3553754
Otud7a,6.9268613,0.8569623,4.3027973753282274e-12,5.207935381759885e-10,0.928,0.768934762281522,1.9563447,1.4709157
Gpc4,6.9218698,1.3529278,4.457215927229447e-12,5.370645379580952e-10,0.664,0.3194274616989139,0.56557584,0.26060718
Ptprr,6.91148,1.0793393,4.7962297617895576e-12,5.75333454014667e-10,0.872,0.5733294972308135,1.0735509,0.64781284
Ptbp2,6.9094567,0.8690518,4.8651356828361606e-12,5.810053146569229e-10,0.912,0.7235129108825433,1.3195584,0.91674465
Slc2a13,6.8996344,1.0673817,5.213663917952227e-12,6.198723428113997e-10,0.912,0.6622311731281019,1.464788,0.95066047
Rspo2,6.8900676,1.3377744,5.576598110071172e-12,6.601021639542397e-10,0.688,0.3459684960080558,0.7284364,0.35350713
Astn1,6.8877993,0.8329955,5.666205920470525e-12,6.677673380835219e-10,0.952,0.7561317701215565,1.6456819,1.2086763
Nfia,6.8854203,1.0626911,5.761722891140218e-12,6.760589261350989e-10,0.928,0.7388693087822772,1.9041944,1.3178813
Ptchd1,6.878188,1.5406568,6.061860854924714e-12,7.081834833557697e-10,0.592,0.26512263540243114,0.4556385,0.18098131
Zwint,6.8691993,0.89048123,6.456320710100125e-12,7.510014609540708e-10,0.856,0.5994389700064734,0.92859405,0.6020444
Trank1,6.8248396,0.9651393,8.802352274687623e-12,1.0151038867847915e-09,0.888,0.6185355678630512,1.1254488,0.72573906
Cdh2,6.8195033,0.9183791,9.135585302722017e-12,1.049030671299746e-09,0.952,0.7643314392577142,1.7628036,1.2683257
Gm45323,6.8177743,1.9461588,9.246166205331031e-12,1.0572105784563608e-09,0.512,0.17607710566064877,0.48665595,0.15072411
Adamts18,6.7968397,2.344793,1.0693890364079516e-11,1.2175628562831214e-09,0.456,0.11123498525498093,0.31052697,0.06923092
Fhl2,6.777017,1.4714406,1.2268253145838415e-11,1.390919671007081e-09,0.608,0.30126591383154716,0.46121365,0.19171426
Smpd4,6.773832,1.3462096,1.25415569766263e-11,1.4159312435375996e-09,0.64,0.33510753074875926,0.45369282,0.20360424
Dpyd,6.763809,1.1341603,1.344101893434223e-11,1.5111304550869276e-09,0.92,0.6500395598072358,1.6277182,1.0523621
C1ql3,6.7585893,0.9464529,1.393417497077056e-11,1.553573782010809e-09,0.856,0.5075882902970582,0.94090927,0.59370995
Tesc,6.7379494,1.4684435,1.6063761891384592e-11,1.7836086033946448e-09,0.528,0.1900309285765662,0.295737,0.11720884
Amz1,6.715375,2.232804,1.8758346976012464e-11,2.074225445454547e-09,0.456,0.11483133136733079,0.27645418,0.065551616
Ablim1,6.692122,0.93542606,2.1995724355540375e-11,2.4222340714482373e-09,0.888,0.6125296698554269,1.1145532,0.728024
Ahi1,6.6811657,0.87374365,2.370492098505524e-11,2.5998009259936093e-09,0.944,0.7585053585557074,1.779443,1.3052402
Lin28b,6.622992,1.2701331,3.5199970183205733e-11,3.844809751311944e-09,0.624,0.2980651657915558,0.475003,0.22482032
Sema3e,6.6077385,1.1253743,3.90234774145492e-11,4.24518557946938e-09,0.776,0.4372077968783716,0.9178312,0.52433914
Pak3,6.5982165,0.8419903,4.161337376014395e-11,4.508674810222049e-09,0.936,0.742537581816874,1.593713,1.1593878
Hs3st5,6.592096,1.4917372,4.336598921716408e-11,4.679695302269875e-09,0.592,0.267568150758829,0.58410025,0.24850877
Carmil1,6.5799446,0.9516747,4.70624270269952e-11,5.058269656861445e-09,0.848,0.549269941739193,0.889135,0.55441445
Arhgap6,6.5751247,1.4800191,4.861235798509693e-11,5.20404007593448e-09,0.592,0.2537581816874056,0.5529369,0.2348243
B230209E15Rik,6.5638795,0.96938115,5.2425645039717284e-11,5.58998842149684e-09,0.84,0.5932172912321082,1.0591614,0.6740567
Silc1,6.5484924,1.2262092,5.812082056695293e-11,6.148450585173328e-09,0.64,0.3390994749334676,0.46816945,0.2273029
Cfap69,6.525862,1.0894122,6.761142139871071e-11,7.124387815621007e-09,0.672,0.35219017478242104,0.44614938,0.23447761
Lypd6b,6.493893,2.3591564,8.364599542294824e-11,8.779562097713356e-09,0.424,0.09152700855930375,0.29875228,0.065657735
Cdh9,6.469162,1.1105164,9.854792377737569e-11,1.0303434676646244e-08,0.856,0.5345968496008056,1.288393,0.7959832
Nfib,6.466127,0.9075641,1.0054669775573584e-10,1.0471665770141947e-08,0.968,0.8177371790261094,2.2464087,1.70594
Hdac4,6.434819,0.8775628,1.2362026083251678e-10,1.2782693586506351e-08,0.856,0.5575775012587212,0.8264555,0.5303448
Tiam2,6.434736,1.1889153,1.236881403979029e-10,1.2782693586506351e-08,0.672,0.38416169172121123,0.5902041,0.30218926
Ammecr1,6.4228845,1.0971735,1.3371595436451278e-10,1.3766083117909803e-08,0.664,0.3321944903977559,0.44536638,0.2329024
Hycc2,6.41677,0.87265146,1.3919619657464425e-10,1.4275579396796531e-08,0.912,0.6483852405955549,1.0857894,0.72823036
Tenm4,6.4119225,1.08699,1.4369594804578157e-10,1.468102708741502e-08,0.968,0.7474645759907933,2.2096958,1.5725932
Grm8,6.40573,1.1322136,1.4965172390112708e-10,1.523159780766396e-08,0.872,0.513845932532547,1.3686197,0.84872526
Nalf1,6.393884,0.7856675,1.6172419036586905e-10,1.6336575169665043e-08,0.968,0.8998777242321802,3.3696578,2.8496628
Sgms1,6.3855515,0.8304369,1.7078116057593262e-10,1.7186853126124754e-08,0.888,0.6339998561461555,1.0306928,0.700091
Rgs17,6.350586,0.9670695,2.1449621555844245e-10,2.150564668677369e-08,0.824,0.5400632956915774,0.87790227,0.54183185
Angpt1,6.344616,1.171408,2.2298118454301484e-10,2.2273250664203748e-08,0.552,0.20563907070416457,0.42408654,0.21067534
Arpp21,6.3401523,1.0081809,2.2953850221129224e-10,2.284333168302749e-08,0.968,0.7986046177084083,2.5197914,1.8992194
Dcx,6.3345766,0.96145654,2.379940247680847e-10,2.3597414928112307e-08,0.8,0.4825217578939797,0.7571701,0.45833966
Adamts2,6.3275614,1.5900955,2.4906611892863917e-10,2.460443608681079e-08,0.504,0.1881608285981443,0.3480799,0.12952632
Gda,6.3177776,0.915536,2.653513942277168e-10,2.61171866772848e-08,0.848,0.574516291447889,0.9488066,0.6092364
B3galt2,6.3162656,1.0807294,2.6795926942383146e-10,2.627761156722026e-08,0.64,0.3317269654031504,0.45474684,0.24076347
Meis2,6.3098507,1.2002707,2.793047050429016e-10,2.7290608816373693e-08,0.752,0.48874343666834497,1.160084,0.6694498
D430041D05Rik,6.286003,0.8969784,3.2574312498594457e-10,3.171274553758091e-08,0.92,0.6785226210170466,1.4277712,0.9939943
Tlk1,6.279438,0.84348106,3.3979853344820766e-10,3.2961684453983176e-08,0.856,0.6174566640293462,0.96143,0.64199907
Mirg,6.274713,0.9658325,3.502793183078159e-10,3.385613411126264e-08,0.808,0.5033086384233618,0.7569401,0.45706552
Necab1,6.2646904,0.9688266,3.735663797584538e-10,3.5977521950213805e-08,0.752,0.4071423433791268,0.73976,0.44447997
Sv2c,6.2574363,2.0198524,3.913574326696716e-10,3.75563364851217e-08,0.456,0.14076098683737323,0.36987957,0.10468507
Tpd52,6.224339,0.90268356,4.835908386788266e-10,4.607831856489387e-08,0.72,0.41390347407034456,0.52073663,0.31150138
Cep112,6.215539,1.0805191,5.114870025436064e-10,4.856415462313323e-08,0.76,0.48863554628497446,0.90852755,0.5307142
Ptpre,6.212971,0.83934534,5.199204302659141e-10,4.919106324382082e-08,0.84,0.5429403725814572,0.8188136,0.53565973
Unc80,6.204127,0.81175244,5.500140068083129e-10,5.185570653662936e-08,0.936,0.7499820182694382,1.7806636,1.3378234
Hnrnpll,6.199902,0.90510696,5.649827711456675e-10,5.308072398840589e-08,0.792,0.5224052362799396,0.74307346,0.46289653
Cdr1os,6.178973,0.8667261,6.451990448642641e-10,6.040591754530584e-08,0.952,0.7697978853484859,2.0545013,1.5540632
Usp46,6.172936,0.8567185,6.703329227446858e-10,6.254113067413093e-08,0.768,0.4628137811983025,0.6006454,0.3747502
Vxn,6.152235,0.97561496,7.639857676586016e-10,7.103217154666654e-08,0.688,0.38189599367043087,0.5408835,0.31106415
3110039M20Rik,6.1420345,0.917388,8.147117369709026e-10,7.548725645657984e-08,0.776,0.5128749190822125,0.7251809,0.44720632
Gm30439,6.123985,0.9969928,9.126357020020258e-10,8.426983269001523e-08,0.808,0.5148529094440049,0.95654315,0.5894601
2610316D01Rik,6.1188207,1.1755819,9.427040979298392e-10,8.674814764169445e-08,0.608,0.2961950658131339,0.44570333,0.22203726
Vwa3a,6.1167307,1.7497737,9.551465956080567e-10,8.759313660064329e-08,0.472,0.1634179673451773,0.29368493,0.096675865
Fut9,6.1092706,0.84297204,1.0008752010781082e-09,9.147454643866928e-08,0.936,0.7498381644249442,1.6508601,1.2083222
Itprid1,6.105724,3.014785,1.023357022155271e-09,9.321221418749876e-08,0.384,0.0780766740991153,0.2817017,0.039468933
Efr3a,6.1051683,0.9002368,1.026925167954205e-09,9.322121372611313e-08,0.856,0.6242897216428109,1.120286,0.7451774
Rasgef1a,6.050858,0.8595283,1.4407629193258406e-09,1.30347810243385e-07,0.872,0.6251888081708984,1.0404046,0.6975233
Wwc2,6.0362773,1.015073,1.5771019703187414e-09,1.4125576647488193e-07,0.68,0.414658706753938,0.5564391,0.31360996
Grik5,6.0325694,0.82670087,1.6137290912009641e-09,1.440561484404316e-07,0.824,0.5633676184996044,0.786425,0.5152534
Ntm,6.0209293,1.0671445,1.7341855263428092e-09,1.5429657315507046e-07,0.976,0.814536430986118,2.6488955,1.9838138
Slc9a9,6.0082774,0.78698975,1.875049468352628e-09,1.6627913932222812e-07,0.896,0.6861109113141048,1.3027283,0.9371964
Ccdc30,6.0011506,0.8849316,1.9592386675528e-09,1.7317349670113069e-07,0.808,0.5288786592821693,0.75992703,0.48014536
Eml1,5.993257,0.8246487,2.056790712258944e-09,1.8060773345881642e-07,0.76,0.4827735021218442,0.6608287,0.42442304
Cntnap5a,5.9872203,1.1178585,2.1345750665644274e-09,1.8682746592373345e-07,0.944,0.7044522764870891,2.0720868,1.4347079
Cd47,5.9858027,0.77172285,2.153250655130749e-09,1.87850146439491e-07,0.84,0.6334963676904265,0.9521171,0.6585502
Rgs9,5.970605,1.7190158,2.3637548939718842e-09,2.055472297767784e-07,0.464,0.16553981155146372,0.28389472,0.09505648
Pcdh7,5.96722,1.000801,2.4133052448661502e-09,2.09179070740495e-07,0.952,0.7848306120981083,2.2762513,1.6803781
Slc8a1,5.9583645,0.8699325,2.54775015815312e-09,2.2012233681535155e-07,0.976,0.8765734014241531,2.808397,2.2541037
Fxyd6,5.941488,1.2448744,2.82447012342017e-09,2.429569640785897e-07,0.528,0.2223261166654679,0.33531407,0.15537342
Rasgrp1,5.9411597,0.8406373,2.8301276425976394e-09,2.429569640785897e-07,0.8,0.49928073077753005,0.7968932,0.5190824
Rbfox2,5.9342556,0.7211598,2.951817016989386e-09,2.525965708487414e-07,0.936,0.7802272890743005,1.7515019,1.3582609
D130043K22Rik,5.9328213,0.9387345,2.9777271558936426e-09,2.540048529487688e-07,0.696,0.39344026469107385,0.47610813,0.2762108
Dmxl2,5.9284744,0.74822307,3.0576211611054816e-09,2.5999455885729206e-07,0.928,0.7263180608501763,1.3763658,1.0161313
Prkaa2,5.911642,0.8362392,3.3871374909235643e-09,2.8620246660728356e-07,0.76,0.476407969502985,0.6166471,0.3904199
Hace1,5.9099355,0.82281303,3.4224151770496514e-09,2.8827678936465243e-07,0.872,0.6203337409192261,0.99432063,0.6743262
Kcnj9,5.906806,1.1774336,3.4880418497965343e-09,2.9288651407510274e-07,0.6,0.3303603538804575,0.42169917,0.20857626
2210408I21Rik,5.904043,0.8251823,3.5469920135042787e-09,2.9688598884006537e-07,0.936,0.7020067611306913,1.3731425,0.97972554
Pde8b,5.903543,0.83438736,3.557770316579868e-09,2.9688598884006537e-07,0.88,0.6375962022585053,1.1140169,0.76442444
Lrrc7,5.902203,0.77257514,3.586789455941203e-09,2.9838090613356074e-07,0.952,0.8630151765805941,2.9663372,2.466658
Khdrbs3,5.897706,0.9873218,3.685897064252807e-09,3.051083282077808e-07,0.92,0.6737035172264979,1.6545409,1.1423155
Adam22,5.8975058,0.750586,3.690368688780378e-09,3.051083282077808e-07,0.936,0.7554484643602101,1.5178424,1.136982
Usp29,5.8931646,0.9349759,3.7886883574906845e-09,3.1227624590728433e-07,0.824,0.5582967704811911,0.98742217,0.63179237
Mdga2,5.8902683,0.50189745,3.855689645145996e-09,3.1682685249257774e-07,0.952,0.9126807163921455,3.078062,2.749143
Lrrc3b,5.8869996,1.2620667,3.932692903825684e-09,3.221690802615736e-07,0.592,0.3170898367258865,0.4673188,0.22184572
Ctdspl,5.879673,0.86733985,4.110772964187551e-09,3.357339499930684e-07,0.824,0.5334460188448537,0.73978,0.47030956
Tln2,5.8774443,0.80114394,4.166493786637051e-09,3.3925360014223505e-07,0.856,0.597460979644681,0.9023709,0.61031264
Adra1a,5.8646865,1.4269916,4.499820309930103e-09,3.652875278786159e-07,0.504,0.19877004962957634,0.38847095,0.1625888
Mctp1,5.843457,0.943076,5.112842492035079e-09,4.1380143903910417e-07,0.928,0.742321801050133,2.0058444,1.469167
Clvs1,5.8417897,0.80910736,5.164300879224677e-09,4.167110048791804e-07,0.88,0.6129612313889089,1.0126857,0.69339454
Smarca2,5.839305,0.7699645,5.241909828964097e-09,4.2170693743792005e-07,0.912,0.6781629864058117,1.1575832,0.82405925
Map6,5.835786,0.83610475,5.3537566949781035e-09,4.294192310270497e-07,0.776,0.5022656980507804,0.6550712,0.41759115
Rftn1,5.8286204,1.1363188,5.5887380233488566e-09,4.4603708798105295e-07,0.584,0.29151981586707904,0.43129897,0.2193904
Snx7,5.8249965,1.111565,5.711386879592386e-09,4.5403835933327643e-07,0.632,0.3560023016615119,0.48726046,0.2550789
Hlf,5.8102374,0.91620505,6.23842670246268e-09,4.944735265344313e-07,0.64,0.3371934114939222,0.44331625,0.2589845
Chrdl1,5.803122,4.1048155,6.5091318518092e-09,5.144128613473918e-07,0.32,0.02021146515140617,0.21240106,0.013660066
Ftx,5.800304,0.81122565,6.619486158038435e-09,5.215999796671342e-07,0.92,0.6920808458606056,1.287641,0.9145064
Vegfd,5.798175,2.751449,6.704054845829453e-09,5.251835385056484e-07,0.36,0.06584909731712581,0.21819374,0.03556876
Uhrf1bp1l,5.791693,0.77472806,6.968034679818609e-09,5.442764297869943e-07,0.8,0.5134503344601884,0.66302335,0.43813273
Adgrl2,5.7892194,0.82203585,7.071423992423316e-09,5.507511961635203e-07,0.768,0.43555347766669067,0.7122693,0.46215
Nabp1,5.774633,1.7456366,7.712096380490905e-09,5.989133807624006e-07,0.448,0.16287851542832482,0.2532029,0.08243252
Ica1,5.7738824,0.7887208,7.746541250997562e-09,5.998546496089466e-07,0.936,0.6574839962598,1.1542132,0.81403875
Esr1,5.772209,2.261671,7.823880012701973e-09,6.041024596014426e-07,0.392,0.09836006617276846,0.25349677,0.05842541
Sgsm1,5.761653,0.9436299,8.329404107689876e-09,6.412925168298767e-07,0.704,0.4316334604042293,0.5580605,0.32824463
Sesn3,5.7577677,0.88739157,8.523363898048557e-09,6.524865753292441e-07,0.728,0.4630295619650435,0.6327746,0.39018047
St3gal1,5.7504077,1.5636964,8.902856416497796e-09,6.796015679298176e-07,0.48,0.18798101129252678,0.31661487,0.118673205
Rundc3b,5.7154202,0.82354766,1.094333060138798e-08,8.283022345332254e-07,0.824,0.5636553261885924,0.80154395,0.52735126
Mcf2l,5.7102337,0.7956019,1.1282112395749915e-08,8.515459552634839e-07,0.8,0.5090627922031217,0.63316107,0.41145948
Whrn,5.7064924,1.302738,1.1532790595897577e-08,8.680282445707784e-07,0.44,0.13781198302524636,0.22199246,0.09599736
Unc5d,5.700261,1.0415703,1.1962403624689018e-08,8.978485625569663e-07,0.912,0.6372006041861469,1.7487243,1.1958047
Nopchap1,5.67583,0.8770079,1.3801781453464746e-08,1.0330191299570968e-06,0.704,0.4314536430986118,0.5336852,0.3249645
Hook1,5.672389,0.80237466,1.408197277436666e-08,1.0510628012423116e-06,0.8,0.5487304898223405,0.76052564,0.502797
Gm45341,5.6681976,1.7980824,1.443074294244674e-08,1.0741109774613404e-06,0.424,0.13439545421851398,0.33353725,0.10781618
Myrip,5.657397,0.84817,1.536861592390726e-08,1.1376162806484519e-06,0.768,0.5087750845141337,0.7215937,0.4621894
Gm33228,5.628107,1.0615956,1.821978452335108e-08,1.3449604674242954e-06,0.664,0.4128245702366396,0.6379935,0.35605404
Gm44644,5.6240435,1.7279397,1.8653844821377543e-08,1.373229617398396e-06,0.456,0.17981730561749262,0.26928586,0.08919208
Dgkg,5.622204,0.8894836,1.8853676224907736e-08,1.3841483064570242e-06,0.912,0.6573041789541826,1.4074323,0.9804129
Gm29514,5.615972,1.1254761,1.95460060603068e-08,1.4310658932982117e-06,0.6,0.32575703085664964,0.47774583,0.24741465
Plppr5,5.607773,0.76954156,2.04946686361656e-08,1.4964449626461132e-06,0.84,0.6068114795367906,0.9213468,0.6351704
Phf24,5.598373,0.7835471,2.163729604883328e-08,1.5755938884340115e-06,0.832,0.5726821549305905,0.8481699,0.57423156
Tnik,5.5946374,0.6639312,2.210834055440375e-08,1.6055435424238615e-06,0.944,0.817916996331727,2.0715692,1.6824111
Auts2,5.5930753,0.5920262,2.230824807118948e-08,1.6156944088217286e-06,0.952,0.9052362799395813,3.0721414,2.6850078
Clmp,5.5797954,1.1775651,2.408019482665511e-08,1.7368966850512847e-06,0.584,0.3165863482701575,0.47233534,0.23658063
Mark1,5.5795727,0.781804,2.41109960373699e-08,1.7368966850512847e-06,0.792,0.5239876285693735,0.68031293,0.44903845
Camkv,5.5731134,0.77965075,2.5022649705490694e-08,1.797750260926564e-06,0.816,0.5564266705027692,0.7959797,0.53572476
Mtmr7,5.5626626,0.8682537,2.6568896465914964e-08,1.903749994771027e-06,0.688,0.4683881176724448,0.58192956,0.35941428
Hivep1,5.5601726,0.8748242,2.6950823409831933e-08,1.925980385697298e-06,0.624,0.3271236423793426,0.42626283,0.25452644
Matk,5.5585995,0.8333345,2.719482525055018e-08,1.938262478732847e-06,0.72,0.4461267352369992,0.54286474,0.33975905
Gm1604b,5.541828,2.7982578,2.993298824703933e-08,2.1277761751268435e-06,0.352,0.07390491260878947,0.21985458,0.034739647
Zfp831,5.537626,0.99685144,3.065995964451613e-08,2.1737021521059327e-06,0.648,0.37783212256347554,0.46617016,0.26050696
Phactr1,5.528615,0.7129513,3.2276914773074296e-08,2.276327296463271e-06,0.952,0.8896641012731066,2.8499708,2.3921018
Vezt,5.519115,0.7116274,3.4071169437897735e-08,2.3936482666941628e-06,0.856,0.63425160037402,0.93882555,0.6682096
B830012L14Rik,5.5188704,0.82631344,3.411861876233213e-08,2.3936482666941628e-06,0.848,0.6130331583111559,1.1359115,0.7849214
Enox1,5.507602,0.78916866,3.637539370059442e-08,2.5453302831639897e-06,0.944,0.7860533697763072,2.040484,1.5838802
Sox11,5.5049176,0.96302485,3.6934135723435764e-08,2.577714875035634e-06,0.608,0.32241242897216427,0.4017448,0.22604567
Gm15398,5.5013933,1.8998679,3.76802035729519e-08,2.622971683951341e-06,0.424,0.15198158670790476,0.29100734,0.08664798
Mical3,5.499125,0.7185866,3.816803003123365e-08,2.6500645140549047e-06,0.888,0.6790261094727756,1.1500129,0.8379173
Plxna4,5.4898252,0.8433434,4.023318774514899e-08,2.7862519451344156e-06,0.952,0.7457383298568654,1.8432511,1.3771193
Slc16a2,5.482554,0.85190374,4.1922862979241205e-08,2.8958029003912884e-06,0.752,0.48766453283464,0.70329314,0.448111
Zfp804b,5.478268,1.2538848,4.295086093109783e-08,2.959204187739997e-06,0.704,0.4661583830827879,1.2289083,0.6999711
Septin11,5.47321,0.78261805,4.4195658398510226e-08,3.0371799006853448e-06,0.816,0.5316838092498022,0.7239489,0.48099068
E430024P14Rik,5.4726205,1.5767559,4.434291123315296e-08,3.0395255735582144e-06,0.448,0.1777314248723297,0.27676305,0.10155528
Sh3pxd2a,5.471164,0.7846842,4.4708919513304836e-08,3.0568159473854987e-06,0.648,0.36211609005250667,0.40235734,0.25273195
Opcml,5.46928,0.7620238,4.518684380390855e-08,3.0816509974899053e-06,0.984,0.9257354527799756,3.6212878,3.111542
Chchd6,5.456005,0.7896521,4.869660745145253e-08,3.3048573463312144e-06,0.808,0.5140257498381644,0.67263544,0.4414729
Vwc2l,5.4559717,1.0933002,4.8705750247382245e-08,3.3048573463312144e-06,0.592,0.3093936560454578,0.65134513,0.35789204
Cpne7,5.438139,0.80537784,5.383999727731288e-08,3.625766232685206e-06,0.744,0.4161691721211249,0.6839961,0.4458321
Rnf130,5.4269047,0.6947538,5.733980446477167e-08,3.851177079520195e-06,0.88,0.6656117384737107,1.0416718,0.7575492
Prkn,5.4264874,0.62851495,5.747383732369178e-08,3.851177079520195e-06,0.936,0.8326620153923614,2.0318344,1.6653097
Slc7a6,5.4257536,0.845202,5.771047289044851e-08,3.857413946682466e-06,0.696,0.43817881032870604,0.50484174,0.31155938
Chpt1,5.417949,0.84759617,6.028656139133507e-08,4.019602740906137e-06,0.76,0.5258217650866719,0.730829,0.468997
Ift57,5.416665,0.9818555,6.072094280757621e-08,4.038543894157358e-06,0.624,0.39426742429691436,0.48191562,0.27269918
Tmem108,5.412068,0.86964095,6.23010673599543e-08,4.1334066171900546e-06,0.912,0.6352226138243544,1.389673,0.9742778
Dtd1,5.407871,0.74187195,6.377835855550964e-08,4.2209962915924726e-06,0.808,0.5358196072790046,0.7144777,0.48473588
4930419G24Rik,5.4073205,1.2560235,6.397456856876842e-08,4.223579010915989e-06,0.512,0.24037977414946415,0.33230314,0.1527554
Arid5b,5.4060645,0.7777482,6.442467613028657e-08,4.242870214756863e-06,0.848,0.5803064086887723,0.93551904,0.64354944
Ttc27,5.405086,1.2154707,6.47773258536181e-08,4.2556644148819515e-06,0.568,0.32011076746026035,0.4128659,0.19894502
Trhde,5.394541,0.83724576,6.869901827867126e-08,4.50229907597048e-06,0.816,0.5204632093792707,1.0325226,0.6991466
Khdrbs2,5.391361,0.8686197,6.992598722941889e-08,4.571560284317483e-06,0.912,0.7126519456232467,1.7439475,1.2767422
Slf1,5.370521,0.7613502,7.8509497765296e-08,5.120267487751222e-06,0.792,0.536934474573833,0.73016423,0.49129805
Abi2,5.366769,0.70313996,8.015972208104768e-08,5.215234218687049e-06,0.944,0.7548370855211105,1.4531409,1.1027908
Fgf12,5.3629,0.723619,8.189644450829086e-08,5.315356193086413e-06,0.952,0.8548155074444365,2.631719,2.175943
Nhsl2,5.3501034,0.80966216,8.790403752812015e-08,5.691521658748406e-06,0.736,0.4903977558800259,0.691127,0.4499381
Ipo11,5.343377,0.6974286,9.12306959884079e-08,5.892713464443558e-06,0.84,0.5903761778033518,0.8104111,0.5710468
Gprin3,5.3364787,1.0711948,9.476907544051388e-08,6.10658287071129e-06,0.552,0.27378982953319425,0.33955413,0.17599069
Serpini1,5.333771,0.8151644,9.619361600154589e-08,6.183546559716598e-06,0.8,0.5272243400704884,0.85465264,0.5696132
Gria1,5.32063,0.9509973,1.0340837748897208e-07,6.631463253290406e-06,0.976,0.8490973171258002,2.861329,2.2541437
Ptpn5,5.316244,0.9157063,1.0593089310260086e-07,6.777054994444964e-06,0.696,0.44260231604689637,0.57581973,0.34551576
Elapor1,5.303259,0.7613248,1.1375345066572776e-07,7.2430218468912445e-06,0.776,0.5152485075163634,0.68138057,0.45498717
Fstl4,5.298317,0.8559057,1.1687492230743687e-07,7.408927302802711e-06,0.8,0.5166510825001798,0.9562337,0.63396347
Samd5,5.2982616,0.8007368,1.1691050154031818e-07,7.408927302802711e-06,0.8,0.4829533194274617,0.8502471,0.57061994
Slc41a2,5.2958264,0.9581677,1.1847919629531295e-07,7.490672951658962e-06,0.592,0.3373013018772927,0.37877277,0.21270517
Rps6ka5,5.292897,0.7948848,1.2039365014144822e-07,7.593843613381957e-06,0.768,0.5316478457886787,0.79977155,0.53420615
Me3,5.2762094,0.78276795,1.3188334765816155e-07,8.299076233196255e-06,0.88,0.6283535927497662,1.1715145,0.8304563
Rgs6,5.26796,0.8990443,1.3794807462344477e-07,8.640244207766809e-06,0.792,0.510825001798173,1.1441242,0.7642551
Ccdc39,5.267121,1.0843849,1.3858008194065202e-07,8.659643724989117e-06,0.576,0.3217291232108178,0.37202474,0.1927112
Srrm3,5.264147,0.7392659,1.408419327081208e-07,8.780563182986556e-06,0.84,0.5988275911673739,0.89289725,0.6226922
Slk,5.2608724,0.7566831,1.4337337768092178e-07,8.917691338625852e-06,0.72,0.4684960080558153,0.57366705,0.37744036
Ogfrl1,5.247787,0.69942313,1.5393710727315743e-07,9.530622286704471e-06,0.72,0.44900381212687906,0.55553305,0.37670392
Tll2,5.243851,4.596538,1.5725891060870991e-07,9.713900984036864e-06,0.288,0.018233474789613752,0.20618752,0.009420224
Emc2,5.240466,0.74588895,1.6017158928704917e-07,9.871125238860118e-06,0.736,0.4714450118679422,0.55707306,0.3678143
Plce1,5.2360077,1.4687253,1.640870132616422e-07,1.0089286147231867e-05,0.424,0.15439113860317916,0.2999431,0.119005896
Slc35f1,5.232789,0.84139395,1.66971093421509e-07,1.0243181005104902e-05,0.904,0.6541034309141912,1.4548737,1.0412616
Kcnip4,5.225585,0.7192462,1.7360538633583059e-07,1.0625915104427718e-05,0.952,0.9528519024670934,4.1853557,3.6966057
A230006K03Rik,5.2194867,0.8939135,1.794195125450629e-07,1.0956823413831454e-05,0.896,0.6652161404013522,1.6608676,1.1922888
Grm5,5.2089305,0.6858244,1.8993210569298788e-07,1.1546325067806753e-05,0.984,0.9188664317053873,3.3222885,2.8686268
Srcin1,5.1953,0.7012703,2.0438962186023276e-07,1.2397176386872358e-05,0.84,0.6036826584190462,0.8611534,0.6098006
Gabrb1,5.182259,0.66894996,2.1921423738488124e-07,1.3266411167864321e-05,0.936,0.8449255556354743,2.4909391,2.0749683
Gng2,5.1789794,0.7127925,2.2310296349308383e-07,1.347140815518913e-05,0.84,0.5899086528087463,0.86196166,0.60679686
Cnrip1,5.175961,0.7880724,2.2674075187555234e-07,1.3660367719497963e-05,0.784,0.5457455225490901,0.73779905,0.4898105
Ngef,5.1742435,1.0154724,2.288363920079201e-07,1.3755780432332916e-05,0.552,0.2963029561965044,0.37183496,0.20113884
Nrcam,5.170908,0.6807737,2.3295917289398687e-07,1.3972350392101399e-05,0.952,0.8239228943393512,2.1947515,1.7878786
Efnb2,5.168985,1.0276637,2.3536917121514465e-07,1.4085455747329481e-05,0.576,0.3264763000791196,0.3978093,0.21482125
Cdh4,5.1647043,0.9903239,2.408192223013553e-07,1.434769956371933e-05,0.584,0.31885204632093794,0.4938374,0.27872533
Rgs12,5.16247,1.336858,2.437128122079442e-07,1.4487971823069602e-05,0.416,0.14410558872185858,0.24758056,0.105451465
Glra2,5.158362,1.2756205,2.491199874544677e-07,1.4776719785654628e-05,0.488,0.2266776954614112,0.37246117,0.17093092
Cask,5.15208,0.67431986,2.5761279314090235e-07,1.5240848437521738e-05,0.936,0.7354887434366684,1.3245542,1.0042303
Hecw1,5.14233,0.7969111,2.713519656184073e-07,1.5954545549598698e-05,0.936,0.7136229590735812,1.5789821,1.1681354
Osbpl10,5.131151,0.83104724,2.87975574000798e-07,1.689498618646603e-05,0.688,0.42221103358987266,0.54259044,0.3400258
