names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_MB GABA (for_DEGs),mean_expr_Rest (for_DEGs)
Tubb4a,-2.548806,0.4387107,0.01080924401343272,0.04464940609391809,0.16363636363636364,0.3524164367857271,0.41092685,0.31842312
Plk2,-2.551085,0.42281696,0.010738809704463165,0.04438575861543228,0.13636363636363635,0.30770608676960554,0.27469796,0.2117386
Ppid,-2.5549054,0.28669038,0.010621664972720846,0.04397598425531728,0.09090909090909091,0.2506000788163221,0.18525589,0.15430555
Reep5,-2.5602255,0.3847435,0.010460424938984086,0.0434288655918576,0.22727272727272727,0.44803496578655105,0.47962105,0.386207
Selenof,-2.565699,0.4356147,0.010296808409594852,0.042842248678509394,0.10909090909090909,0.27714684913839427,0.26110283,0.19934425
Got1,-2.569372,0.37863734,0.010188305514864479,0.04246312535821445,0.15454545454545454,0.33801454519399565,0.31183892,0.24800293
Atp5a1,-2.575873,0.44181284,0.009998738240558,0.04177022644959476,0.2818181818181818,0.5295023824024648,0.6040404,0.47665644
Morf4l1,-2.5886507,0.2979929,0.009635278988308259,0.040434163113516,0.3181818181818182,0.6065990756994949,0.6884424,0.59097475
Arpc5l,-2.588751,0.25734723,0.00963247096635916,0.040428693356149736,0.08181818181818182,0.24175115537563144,0.18822923,0.15979774
Cdv3,-2.6048,0.32539746,0.009192792038055618,0.03877104411592441,0.08181818181818182,0.2444739010496901,0.19997871,0.16269398
Ptma,-2.6131432,0.34272143,0.008971369275306723,0.03793244570062811,0.2,0.4055816286318203,0.48055586,0.39643532
Nap1l5,-2.6146195,0.60094506,0.008932692989835131,0.03778675387860044,0.16363636363636364,0.35596317128219823,0.40999395,0.2882942
Atp5l,-2.6356342,0.42524263,0.00839802233308832,0.035699234312621925,0.23636363636363636,0.46404900942213306,0.5207008,0.41131034
Chmp4b,-2.6362245,0.52582514,0.008383421750930126,0.035642807349286786,0.11818181818181818,0.29599111525095834,0.28190777,0.20391056
Kat7,-2.63639,0.48553953,0.008379337658797772,0.035631081324876746,0.17272727272727273,0.3685737828252069,0.33749712,0.25209406
Manf,-2.641592,0.45364887,0.00825174016859797,0.03515153037008331,0.1,0.27084154336689,0.24085411,0.18136944
Cryl1,-2.6505315,0.27143598,0.008036519930390599,0.034330832087394604,0.11818181818181818,0.2935907999856698,0.22975054,0.1939115
Fam216a,-2.6784608,0.29304624,0.007396139963120284,0.03183313804405607,0.1,0.2694085193279117,0.19518414,0.16204582
Rnf227,-2.6821158,0.27733526,0.0073158143010396285,0.03154805493001682,0.09090909090909091,0.25819510622290687,0.21266115,0.17858385
Lyrm1,-2.6868808,0.25801408,0.007212268192278055,0.031141514755987677,0.10909090909090909,0.28094436284168667,0.20266533,0.17216332
Cdc5l,-2.6910496,0.29881895,0.0071227621716618405,0.030799584736490773,0.10909090909090909,0.28424031813133666,0.22420853,0.18590836
Prxl2a,-2.7052562,0.33784497,0.006825173478108525,0.029651157858815856,0.11818181818181818,0.298713860925017,0.2729619,0.22180326
Rps19,-2.711456,0.39423436,0.006698841632974853,0.029156251757226723,0.13636363636363635,0.32382760720811093,0.3600883,0.28503916
Tppp,-2.7228403,0.26700622,0.006472333962767668,0.0282553393305552,0.14545454545454545,0.33597248593845164,0.29007018,0.24659708
Anks1,-2.7253792,0.2729317,0.00642276559726796,0.02808000514132608,0.19090909090909092,0.4021423709382725,0.35721114,0.30404893
Ywhag,-2.7311482,0.32811674,0.006311409062451339,0.027638129320089223,0.2909090909090909,0.576935478092645,0.6505229,0.5481777
Tm2d1,-2.7671902,0.36828873,0.005654174000636349,0.025029267775469308,0.11818181818181818,0.3018665138107692,0.25482062,0.2028115
Marcks,-2.772357,0.26068363,0.00556519846835052,0.02468012590271967,0.23636363636363636,0.4729337584637982,0.5372258,0.46604478
Cltb,-2.7999082,0.46637455,0.00511171574702456,0.0228538772250499,0.13636363636363635,0.329093970551356,0.2925326,0.21990074
Maged1,-2.8024118,0.26277786,0.005072210248614991,0.02270369638185654,0.2,0.4145022032744599,0.4024349,0.34568563
Rpl38,-2.8236036,0.2698297,0.004748708249540417,0.021387494244913006,0.24545454545454545,0.4799555762547917,0.57633287,0.49867156
Dctn2,-2.860053,0.25899407,0.00423570062459531,0.01926752594936109,0.11818181818181818,0.3071687027549887,0.22899117,0.19478038
Ndufs3,-2.8714845,0.48629928,0.004085487366571561,0.018634704725815285,0.14545454545454545,0.34274352452262385,0.31938508,0.23792209
Actg1,-2.8739705,0.31019464,0.004053469116762397,0.018520101201735355,0.19090909090909092,0.41392899365886865,0.47078866,0.3953699
Zmat2,-2.9192533,0.27714068,0.0035087090228976834,0.016260609079900096,0.12727272727272726,0.3250456776412424,0.31716067,0.26849392
Atp6ap1,-2.9527092,0.2991748,0.0031499848304523403,0.014740524624565375,0.19090909090909092,0.41915953140113926,0.4041759,0.33988646
Tmtc3,-2.9539964,0.25998774,0.0031368757916919302,0.014689413127006303,0.10909090909090909,0.2990721169347616,0.21587114,0.18332961
Atp5pb,-2.9930913,0.44888616,0.0027616708836130425,0.013099046185822144,0.21818181818181817,0.4610396589402787,0.51188266,0.39857313
Klhdc2,-2.9973664,0.25526378,0.0027232326519688876,0.01293499405310306,0.11818181818181818,0.312291763694336,0.23768876,0.20278013
Tpi1,-2.9974372,0.25778952,0.002722599692560736,0.012934273999134898,0.10909090909090909,0.3046250850858023,0.28511274,0.24367304
Dnajb6,-3.0427969,0.28708684,0.0023439048199167894,0.011327468077547505,0.2727272727272727,0.5597033640239315,0.6006278,0.51563954
Lias,-3.0921955,0.2575828,0.001986820251826393,0.009770472212037917,0.11818181818181818,0.32192885035646474,0.23687758,0.20178196
Thy1,-3.2112808,0.3159353,0.001321447100759384,0.006783967061024961,0.20909090909090908,0.46358327660946513,0.46443728,0.3885652
Cck,-3.2213247,0.27381212,0.0012759948646491263,0.00657827743920223,0.2818181818181818,0.5975710242539318,0.79375964,0.69426346
Eef1a2,-3.2353482,0.32536215,0.0012149441713701793,0.00630466394065599,0.11818181818181818,0.333178089062444,0.3085317,0.25344273
Mtch1,-3.2481556,0.27394667,0.0011615574712720252,0.006053345471892808,0.19090909090909092,0.42890409486619135,0.39948654,0.34084278
Pabpc1,-3.2532513,0.2794366,0.0011409255049932186,0.005959694463290782,0.18181818181818182,0.4253573603697202,0.3963382,0.33699214
Tecr,-3.2636967,0.29487926,0.0010996883339894257,0.005758843409529501,0.21818181818181817,0.4767312721670906,0.49720836,0.42202824
Ppp1cc,-3.291307,0.25518754,0.0009972304618834661,0.005277837800041114,0.13636363636363635,0.35678716010461076,0.2928842,0.25085166
Vdac1,-3.3320196,0.3670022,0.0008621816727005505,0.004632437821528453,0.18181818181818182,0.42893992046716584,0.43179795,0.34976268
Pkm,-3.3394713,0.3570106,0.0008393800792045299,0.004520774248992929,0.2,0.4620427757675635,0.49672908,0.40700072
Mdh1,-3.3781765,0.2777348,0.0007296823182557797,0.003985884100738525,0.20909090909090908,0.47759108659047755,0.51548976,0.44234425
Glrx3,-3.588631,0.36129358,0.0003324190712478571,0.0019493890101331124,0.14545454545454545,0.3901766202128041,0.3430771,0.2765768
