names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference,mean_expr_Cluster_CT SUB Glut (for_DEGs),mean_expr_Rest (for_DEGs)
Rps6ka5,8.565826,1.0024283,1.0730332795715529e-17,1.1532961688835052e-15,0.7457627118644068,0.5308900523560209,0.8790576,0.53246605
Nrg1,8.556255,1.1355058,1.165925223708845e-17,1.248143855022178e-15,0.9745762711864406,0.8476620328579166,2.9906862,2.2620287
Me3,8.551415,0.96105176,1.2158798753456698e-17,1.2964560416880218e-15,0.8559322033898306,0.6275500992959018,1.255756,0.82837135
Sulf2,8.537361,1.2605467,1.3732158283184083e-17,1.4584311979018036e-15,0.597457627118644,0.31745802491424446,0.5242622,0.25283256
Prss12,8.533308,2.1878195,1.422218261532066e-17,1.5045277435971107e-15,0.4576271186440678,0.17454414154179454,0.40891957,0.10515311
4732471J01Rik,8.528751,0.9427789,1.4793587136925684e-17,1.5588379857615415e-15,0.8008474576271186,0.600541614009749,0.9889169,0.63037604
Kctd1,8.520198,1.0912248,1.592808579497785e-17,1.671826817621308e-15,0.7203389830508474,0.5081783715472107,0.8286192,0.47346753
Tspan5,8.505893,0.843752,1.8020404797663593e-17,1.8782196477489827e-15,0.9152542372881356,0.7368839140639104,1.5654603,1.1342734
Pik3r3,8.505803,1.1171733,1.8034263830265633e-17,1.8782196477489827e-15,0.6949152542372882,0.49214659685863876,0.79920876,0.44734827
Asxl3,8.50507,1.0990672,1.814868578926068e-17,1.882838560453415e-15,0.7161016949152542,0.5320454955768189,0.85480934,0.48897097
Kalrn,8.496597,0.9072639,1.9522940311811945e-17,2.0098904451279192e-15,0.9703389830508474,0.8459649756273696,2.8551219,2.2754037
Dock3,8.474902,0.80031425,2.3527799417789063e-17,2.4037717504030118e-15,0.9576271186440678,0.8050911716916411,2.0064802,1.5467813
Nrp1,8.466255,0.9941501,2.5340863147315237e-17,2.5792007301831834e-15,0.8813559322033898,0.6208340855750135,1.367666,0.9038292
Sobp,8.400131,0.8259985,4.4598068694348503e-17,4.4882026435099034e-15,0.9067796610169492,0.7386892940964073,1.5942248,1.1674477
Vxn,8.396248,1.1875148,4.609731493537011e-17,4.621771836990279e-15,0.6228813559322034,0.3812240476620329,0.60243124,0.30961868
Reep1,8.372561,0.89940166,5.63789681132492e-17,5.610751382233355e-15,0.7796610169491526,0.5952699043148583,0.9432312,0.610182
Galnt18,8.34012,0.94969356,7.421525705587516e-17,7.331485136365315e-15,0.902542372881356,0.6510922549196606,1.4141378,0.96000004
Nwd2,8.316616,1.0827602,9.051005530919031e-17,8.843655222392522e-15,0.7711864406779662,0.5319010651742192,1.0899314,0.65855885
Ralyl,8.308112,0.93227816,9.723692077348527e-17,9.466507468056337e-15,0.9830508474576272,0.8549196605885538,2.8418207,2.2472343
Gpr45,8.295983,1.0615249,1.0769088067167219e-16,1.0446404200894699e-14,0.7033898305084746,0.5073840043329121,0.77139705,0.44283846
St3gal1,8.261198,2.039949,1.4421744164343476e-16,1.3889328519566637e-14,0.461864406779661,0.18696515616537282,0.41257578,0.11706215
Snhg14,8.207138,0.8616283,2.2652344655297076e-16,2.1738160745994015e-14,0.9661016949152542,0.8157429138833725,2.52769,1.9936562
Gdpd5,8.165089,2.064362,3.211991401616103e-16,3.0496893625945124e-14,0.4449152542372881,0.16966961545405307,0.35521397,0.09709896
Ncoa7,8.15855,0.82062227,3.390702080257134e-16,3.208033975229197e-14,0.8601694915254238,0.6613107059035928,1.1278383,0.78059775
Arhgap44,8.152433,0.904208,3.566745649618761e-16,3.3627528282546e-14,0.7796610169491526,0.5825600288860805,0.9168667,0.5890409
Gm30382,8.144893,1.5598193,3.796171499931791e-16,3.566542944166686e-14,0.5847457627118644,0.3343563820184149,0.76448905,0.32884243
B830012L14Rik,8.136097,0.90553904,4.0822633377983487e-16,3.8086949960639456e-14,0.8432203389830508,0.6121321538183788,1.1713476,0.78321284
Elapor2,8.113262,1.0215499,4.927867037213174e-16,4.5817227435957783e-14,0.690677966101695,0.4692543780465788,0.707593,0.4100694
Apba2,8.108462,0.78105736,5.126432986276126e-16,4.749905322111707e-14,0.902542372881356,0.7177468857194439,1.3935515,1.0162346
Kcnip3,8.082235,0.99419916,6.359048456461956e-16,5.851631233737423e-14,0.711864406779661,0.5042787506770176,0.80604804,0.4836706
Grm1,8.075348,0.9716126,6.728469178411387e-16,6.1704425537172e-14,0.9449152542372882,0.686333273153999,1.71144,1.1980168
Gm57223,8.046485,1.1574633,8.520570301317585e-16,7.787337550898079e-14,0.6567796610169492,0.44625383643256905,0.6787695,0.36151478
Gm13561,8.023691,4.0677643,1.0261410735988927e-15,9.315003597162921e-14,0.3347457627118644,0.03892399350063188,0.30347127,0.020922355
B3galt2,7.9979663,1.4092706,1.2649098622092124e-15,1.144381414059311e-13,0.5635593220338984,0.3311428055605705,0.5409562,0.23917127
Grid2,7.9819746,0.90277296,1.4401090486132315e-15,1.2985144341019305e-13,0.885593220338983,0.8122404766203286,2.3147316,1.7714025
Cobl,7.9629707,1.044831,1.6795738702061782e-15,1.5093695616200671e-13,0.7033898305084746,0.43007763134139737,0.7808869,0.45336676
Sez6,7.9623585,1.1118399,1.6879060939637245e-15,1.5118012248268426e-13,0.6186440677966102,0.3986640187759523,0.57134503,0.304967
Rnf130,7.9463787,0.7731221,1.920426676059095e-15,1.714347667299265e-13,0.8347457627118644,0.665138111572486,1.075389,0.7561234
Dst,7.9409385,0.5570453,2.006568831395448e-15,1.7853147185296585e-13,0.9449152542372882,0.8567611482217007,1.8750418,1.5587023
Me1,7.9338,1.3709278,2.1254013755930533e-15,1.8848031340655229e-13,0.5550847457627118,0.33796714208340856,0.52105266,0.23458646
St6gal2,7.921785,1.2301135,2.3412512306209354e-15,2.062603953009329e-13,0.6101694915254238,0.3970391767467052,0.60638076,0.30411732
Bcl11a,7.919819,0.91379994,2.3785690406473946e-15,2.088632356934493e-13,0.923728813559322,0.6779924174038635,1.5324938,1.0738364
Amy1,7.895055,0.95716745,2.901879442188564e-15,2.5398534401174824e-13,0.7076271186440678,0.5154721068784979,0.74823123,0.45324075
Ablim1,7.8536096,0.85531205,4.0423142225566896e-15,3.526525427275917e-13,0.8177966101694916,0.612023831016429,1.0760244,0.72680306
Tmem132d,7.8372083,1.1886983,4.606737898476327e-15,3.9930015268406095e-13,0.6779661016949152,0.4757176385629175,1.0565282,0.60057086
Gm40841,7.8055043,1.0187725,5.9264158888194426e-15,5.087629231072793e-13,0.690677966101695,0.49124390684239033,0.7410621,0.43306878
Vopp1,7.788969,1.2194376,6.7558153098998575e-15,5.726459223249501e-13,0.6059322033898306,0.4001805380032497,0.5677022,0.2838168
Cdh2,7.681663,0.7690763,1.5703622066402073e-14,1.318613515388199e-12,0.9152542372881356,0.7638923993500631,1.6764377,1.2670803
Rbfox3,7.662254,0.8284541,1.8269777767799758e-14,1.529311304114578e-12,0.940677966101695,0.7182523921285431,1.5797943,1.1538228
Tenm1,7.6560884,0.91631746,1.916818701770508e-14,1.5995316309494892e-12,0.9364406779661016,0.7512547391225853,1.9976621,1.4761667
Mapk8,7.64563,0.8209057,2.0792511804420456e-14,1.7297052389621599e-12,0.7542372881355932,0.6007943672142986,0.90408933,0.6053894
Cadm1,7.645103,0.7225476,2.0877846841700337e-14,1.731443656285457e-12,0.9703389830508474,0.8583137750496479,2.4751215,2.027555
Ngef,7.643327,1.3449094,2.1167903872373386e-14,1.7500971601559165e-12,0.5296610169491526,0.29546849611843296,0.44586965,0.19982381
Teddm2,7.62059,2.197164,2.525188310147403e-14,2.0813438617687335e-12,0.4194915254237288,0.168008665824156,0.35766795,0.08962713
Smarca2,7.610322,0.7561365,2.7341399724093173e-14,2.240459843593429e-12,0.8389830508474576,0.6778479870012638,1.1494766,0.8227917
Snap25,7.6102853,0.6974753,2.7349119043492545e-14,2.240459843593429e-12,0.9788135593220338,0.8523560209424084,2.2700036,1.8487906
Gabra3,7.5803003,1.041936,3.4475643696635483e-14,2.8156855505428433e-12,0.6483050847457628,0.42791117530240114,0.66530985,0.37775758
Bend6,7.5691767,1.0511612,3.755967876621548e-14,3.0490289076985196e-12,0.652542372881356,0.4654269723776855,0.6722879,0.3802541
Slc35f3,7.5047874,0.8921337,6.15282838737619e-14,4.9351193662327835e-12,0.7923728813559322,0.5891677198050189,1.1060011,0.7369818
Clstn1,7.4689083,0.716902,8.086293021923548e-14,6.4666277827108846e-12,0.8305084745762712,0.6650658963711862,1.0182016,0.7303403
Syt10,7.420608,1.9152918,1.165837133108262e-13,9.295561948551631e-12,0.4364406779661017,0.19350063188301136,0.40546215,0.12447874
Cit,7.405026,0.9231371,1.3112503478199452e-13,1.0424052321278678e-11,0.690677966101695,0.4327495937894927,0.7200208,0.4421745
Cracd,7.3865814,0.84344953,1.506519950050688e-13,1.194105930910383e-11,0.8008474576271186,0.5551543599927785,0.89850235,0.5940996
Ksr2,7.3694463,0.78490424,1.7133815697283345e-13,1.3540753758411868e-11,0.847457627118644,0.6592525726665464,1.1925094,0.8468085
Rasal1,7.3389745,1.3061765,2.152365312714144e-13,1.69601337104484e-11,0.5466101694915254,0.3481133778660408,0.49844742,0.23214428
Osbpl1a,7.335687,0.78670245,2.205870205181776e-13,1.7330915910302433e-11,0.75,0.5615815129084673,0.82784474,0.55780494
Thrb,7.3330684,0.8962441,2.2494223767097802e-13,1.76215682980151e-11,0.8516949152542372,0.6923271348618885,1.5704656,1.1139772
Afdn,7.310988,0.70452315,2.6518577104569503e-13,2.071378391859833e-11,0.8347457627118644,0.6838418487091533,1.1398021,0.83495
Tshz2,7.2639933,1.2323154,3.7582737394551155e-13,2.893547718600543e-11,0.6271186440677966,0.39530601191550824,1.040308,0.57602054
Tenm3,7.2423625,0.9479826,4.409356365656892e-13,3.38512587272002e-11,0.9364406779661016,0.7341036288138654,2.03389,1.4915174
Dlg1,7.2377048,0.68806857,4.563416559307157e-13,3.493418887424025e-11,0.9279661016949152,0.7736053439248962,1.5804901,1.2220618
Rnf169,7.213257,0.7705734,5.462926170880838e-13,4.170137108283185e-11,0.7669491525423728,0.5892760426069688,0.8481741,0.5781738
Bltp1,7.194545,0.66428024,6.266947252555052e-13,4.756860810060855e-11,0.8983050847457628,0.7507853403141361,1.3112395,0.997137
Ryr2,7.1908803,0.89167964,6.437491274013332e-13,4.87254621218981e-11,0.9788135593220338,0.8032857916591443,2.4394653,1.8933437
Fat3,7.1290126,0.8145171,1.0109153961516564e-12,7.60876658111905e-11,0.9152542372881356,0.7371005596678101,1.7755955,1.3319101
Gabrb1,7.075678,0.7388189,1.4872001279941311e-12,1.110029651088953e-10,0.9788135593220338,0.8441957031955226,2.533309,2.072939
Zcchc18,7.0163317,0.8000724,2.2776932395997544e-12,1.6767566396724767e-10,0.7076271186440678,0.5205271709694891,0.7097326,0.46595147
Pxdn,6.968287,1.1532341,3.20823512292529e-12,2.348917649945573e-10,0.5677966101694916,0.3940061382921105,0.54074734,0.2795275
Syn3,6.94692,0.8687309,3.73347896607469e-12,2.7113129680655926e-10,0.6991525423728814,0.507961725943311,0.7751081,0.495414
Sgcz,6.936587,0.9948404,4.016863400295906e-12,2.8998803929292824e-10,0.9279661016949152,0.7464163206354938,2.2906141,1.6967912
Myo5a,6.9362826,0.6496007,4.025513161751479e-12,2.8998803929292824e-10,0.9322033898305084,0.7563820184148763,1.417807,1.0966089
Pclo,6.930944,0.6197577,4.1804128011632045e-12,2.995405119126808e-10,0.9533898305084746,0.8320274417764939,2.0859427,1.7208683
Hlf,6.9188805,1.1552615,4.552275044503746e-12,3.2531816607929695e-10,0.5466101694915254,0.33677559126196066,0.50367403,0.25773144
Ppp2r2b,6.894777,0.8278522,5.394941792537455e-12,3.83497581919263e-10,0.9533898305084746,0.7679364506228561,2.0508537,1.5720623
Dzank1,6.880362,0.8229297,5.9700713546399596e-12,4.2326073166009425e-10,0.6694915254237288,0.5046759342841668,0.6703949,0.43169245
Rit2,6.8621407,0.7123029,6.7836329389498016e-12,4.784152678991632e-10,0.8135593220338984,0.6659685863874345,1.2254076,0.90349853
Rgs20,6.8570976,1.0559645,7.027361980957257e-12,4.943068492887997e-10,0.5296610169491526,0.2962267557320816,0.56052357,0.308584
Shisa9,6.8368573,0.84284437,8.094923390306085e-12,5.649625753182454e-10,0.8898305084745762,0.6621050731178914,1.529405,1.1038511
Nr3c1,6.8347416,0.7023932,8.215309837277798e-12,5.70401486634766e-10,0.7754237288135594,0.6240837696335079,0.95318687,0.68288004
Frmd3,6.811777,1.1465069,9.640039271196364e-12,6.658813758792964e-10,0.559322033898305,0.36522838057411083,0.5357058,0.27771568
Pcdh17,6.787844,0.77462655,1.1382163750677185e-11,7.802008672976938e-10,0.8135593220338984,0.6461094060299694,1.1737763,0.8355014
Sema3d,6.7786136,2.042145,1.2133448482974703e-11,8.295820883906624e-10,0.3855932203389831,0.14916049828488898,0.45124987,0.12967983
Rgs6,6.7757072,0.8226268,1.2379920263198807e-11,8.442854250562231e-10,0.788135593220339,0.509730998375158,1.1068223,0.7630501
Scg5,6.7702427,0.6830808,1.285664808821511e-11,8.745775547603545e-10,0.7754237288135594,0.6283805741108504,0.9305854,0.67124575
Atp2a2,6.74333,0.5865013,1.547968932826568e-11,1.050351647097219e-09,0.8813559322033898,0.7643617981585124,1.3057555,1.0266657
Sclt1,6.7394385,0.7214345,1.5899976057383058e-11,1.0761520318939113e-09,0.788135593220339,0.62285611121141,0.9549433,0.6777783
Cntn1,6.718582,0.6221017,1.8350114782232194e-11,1.2357583563874163e-09,0.9533898305084746,0.8286694349160498,2.135096,1.7656761
Nav2,6.708833,0.6227036,1.9618692912395632e-11,1.3178856963901765e-09,0.9491525423728814,0.8193536739483661,2.018522,1.6561469
Tanc2,6.7001624,0.56471986,2.081883436111123e-11,1.3915474609031312e-09,0.9661016949152542,0.8522838057411085,2.2290156,1.8878711
Unc80,6.690502,0.70455945,2.2240602985594864e-11,1.482890824374526e-09,0.923728813559322,0.7493410362881386,1.7178984,1.3365827
Thsd7b,6.685366,1.0457801,2.3034799650949313e-11,1.532042244111406e-09,0.7161016949152542,0.5543599927784799,1.3167859,0.84287924
Arhgap26,6.681762,0.71472216,2.3608560581011286e-11,1.566325982251292e-09,0.847457627118644,0.6702292832641271,1.2287459,0.90531254
Brinp3,6.6778464,1.0740308,2.4247880872253155e-11,1.6018552161377507e-09,0.7542372881355932,0.6301137389420473,1.6410617,1.0906663
E230016M11Rik,6.6777534,1.3169996,2.426330751648919e-11,1.6018552161377507e-09,0.5,0.2918938436540892,0.45912603,0.21015844
Akap6,6.6731687,0.58001065,2.5033864910674205e-11,1.6486763484064113e-09,0.9449152542372882,0.8251669976530059,1.9593799,1.6247674
Sidt1,6.667627,0.78118575,2.5997231119327203e-11,1.7079354527538435e-09,0.7584745762711864,0.5869651561653728,0.9618253,0.6629984
Rufy2,6.647752,0.8260766,2.9760370835953686e-11,1.95039308380994e-09,0.652542372881356,0.5059758079075646,0.63332415,0.40450093
Sh3rf3,6.62919,0.7296727,3.375343686086335e-11,2.20670279428564e-09,0.8008474576271186,0.6167178191009207,1.0422837,0.7452603
Sgk1,6.617507,0.8342929,3.653069422709557e-11,2.376706425864547e-09,0.6694915254237288,0.47077089727387617,0.6737017,0.43129954
Rasgrp1,6.6124153,0.80873686,3.780988743395617e-11,2.4539895539864787e-09,0.690677966101695,0.4990070409821267,0.78346664,0.5180836
Ptpn4,6.6033554,0.6230771,4.019541254969552e-11,2.596275805794035e-09,0.8347457627118644,0.7066979599205633,1.1555045,0.88070583
Rundc3b,6.578275,0.73071367,4.7593685390784796e-11,3.0594314029913573e-09,0.7076271186440678,0.5636035385448637,0.76554304,0.5265592
Rttn,6.567687,1.2865599,5.110286119051033e-11,3.2771691651289083e-09,0.4915254237288136,0.29030510922549196,0.4197316,0.19375513
Pfkp,6.562859,0.7956418,5.278579356831093e-11,3.3770339837631302e-09,0.6991525423728814,0.5300234699404225,0.7416371,0.4906227
Acbd6,6.5225406,0.67332196,6.912630845667162e-11,4.391073069103467e-09,0.7627118644067796,0.6016248420292472,0.824791,0.58973944
Gm45159,6.518134,0.9248742,7.118724873029136e-11,4.511323993827662e-09,0.6440677966101694,0.48135042426430763,0.663118,0.40250176
Ndrg3,6.5075865,0.6368334,7.636776427672724e-11,4.8282395908603786e-09,0.8008474576271186,0.6296082325329482,0.89084303,0.6545564
Mindy2,6.5016885,0.8554011,7.942349618813584e-11,4.98623678171778e-09,0.6186440677966102,0.45141722332551004,0.570783,0.35444987
Hook1,6.497963,0.7734887,8.141481116555142e-11,5.099337939436752e-09,0.690677966101695,0.5486549918757898,0.7486676,0.50186497
Slc17a7,6.495608,0.6252193,8.269883942755697e-11,5.167715849810363e-09,0.9067796610169492,0.7130167900343022,1.2644348,0.9735956
Gabra5,6.4702764,0.7453937,9.782396542237434e-11,6.056520624191702e-09,0.7245762711864406,0.5466690738400434,0.86662275,0.60020906
Prkar2b,6.4591165,1.0732338,1.053161604403874e-10,6.5053913357085284e-09,0.559322033898305,0.38747066257447194,0.5304875,0.28710398
Slc6a7,6.427303,1.2528266,1.2988796626822472e-10,8.00479278354862e-09,0.5127118644067796,0.343419389781549,0.47631806,0.22795503
Lpin2,6.4238367,0.7311842,1.3288163706244934e-10,8.170548255990879e-09,0.6822033898305084,0.5151110308719986,0.64756316,0.43742988
Myrip,6.417055,0.8071158,1.389357645756855e-10,8.523296790293765e-09,0.6610169491525424,0.5086477703556599,0.7058273,0.46128422
Mgll,6.409004,0.78927135,1.464730638931037e-10,8.965219195461725e-09,0.6483050847457628,0.4736595053258711,0.65202814,0.42658314
D130043K22Rik,6.4023724,1.035435,1.5298094202579983e-10,9.342267982348275e-09,0.5550847457627118,0.3934284166817115,0.5003809,0.27520272
Gm5468-1,6.39178,1.6684146,1.6396561457687578e-10,9.990376561634132e-09,0.4152542372881356,0.21675392670157068,0.35123542,0.12433056
Slf1,6.389802,0.752136,1.6610083434231722e-10,1.0097577870538606e-08,0.6864406779661016,0.5368116988626106,0.7256368,0.49037912
Col5a1,6.3845806,2.9554014,1.718677489772739e-10,1.0424574300269413e-08,0.2966101694915254,0.06546307997833543,0.23862574,0.03415557
Pakap-1,6.3651714,0.75318384,1.9507163673627462e-10,1.1805348826810132e-08,0.7033898305084746,0.5391586929048565,0.7487808,0.50752527
Cpe,6.3610935,0.5181905,2.0032248401843312e-10,1.2095876731629883e-08,0.9491525423728814,0.8447373172052717,1.8102313,1.5193636
Ccser1,6.3595734,0.64738256,2.023149271978463e-10,1.218879393230074e-08,0.9703389830508474,0.8616356743094421,2.6679444,2.2577636
Mctp1,6.351462,0.8085522,2.1327830775315177e-10,1.282055509916597e-08,0.9322033898305084,0.7415417945477523,1.9240495,1.4677136
Wdr95,6.3263206,3.169774,2.510756822539306e-10,1.505893656732838e-08,0.288135593220339,0.05863874345549738,0.24112603,0.02985112
Smim14,6.312704,0.684754,2.7420110132383953e-10,1.6372852427936817e-08,0.7627118644067796,0.6150568694710237,0.8688913,0.6212045
Nxph3,6.3009486,2.5742922,2.958295990161056e-10,1.762514706333206e-08,0.2966101694915254,0.06466871276403682,0.22362551,0.041215986
Lncpint,6.293672,0.7002105,3.10042344366924e-10,1.843105706446736e-08,0.940677966101695,0.748005055064091,1.6352271,1.2647827
Atrnl1,6.289043,0.7578111,3.1942941968845333e-10,1.8947171097193688e-08,0.9491525423728814,0.7486910994764397,1.8066504,1.3888373
R3hdm1,6.27886,0.6705136,3.410648215053533e-10,2.0185928973235337e-08,0.9703389830508474,0.8395017151110309,2.2403998,1.8366904
Dixdc1,6.2475123,0.9503638,4.170408947117245e-10,2.4484151455323925e-08,0.5550847457627118,0.38295721249322984,0.49006078,0.2831288
Inpp4a,6.2426724,0.69420224,4.30157301433728e-10,2.5181539628593188e-08,0.690677966101695,0.5500992959017873,0.7032174,0.48892403
Strbp,6.2396765,0.6306461,4.3847623979998485e-10,2.5612731659620852e-08,0.961864406779661,0.8258530420653547,1.9886723,1.623899
Slc8a1,6.218727,0.691026,5.012041461862571e-10,2.9213352295064484e-08,0.9661016949152542,0.8762592525726666,2.6910465,2.2528813
Asap2,6.202415,0.8550654,5.560323241859038e-10,3.233893625730571e-08,0.614406779661017,0.448564722874165,0.61991704,0.38849849
Slc17a5,6.199472,0.9664251,5.665290765595437e-10,3.287826411912514e-08,0.5550847457627118,0.40635493771438885,0.50139296,0.28756264
Itgbl1,6.184003,1.572397,6.249617986029663e-10,3.619121450099505e-08,0.4194915254237288,0.21751218631521935,0.46199846,0.18020254
2210408F21Rik,6.1618857,0.7056554,7.188362164549663e-10,4.1537912120741816e-08,0.788135593220339,0.6032496840584943,0.9824901,0.7054012
Pgap1,6.1504097,0.8441178,7.728295979847398e-10,4.446666230802989e-08,0.6186440677966102,0.4428958295721249,0.5909452,0.3707449
Socs6,6.132752,1.1422338,8.637178543775492e-10,4.937893350452074e-08,0.4915254237288136,0.3165192272973461,0.4164861,0.21030949
Jam3,6.118921,0.89885384,9.421130198841453e-10,5.3632578059930055e-08,0.5720338983050848,0.4202202563639646,0.56656194,0.34272185
Dlgap4,6.1060867,0.6315724,1.0210362666536693e-09,5.8002631046478e-08,0.7711864406779662,0.6103628813865318,0.87028146,0.6395587
Plekha7,6.0972857,1.2080256,1.0788441173801094e-09,6.115726040929017e-08,0.4830508474576271,0.29712944574833,0.42863995,0.2083573
Cacna1d,6.0878124,0.64421785,1.1446383825820272e-09,6.461435575625856e-08,0.9152542372881356,0.7254016970572306,1.4439331,1.1221238
Silc1,6.0699115,1.2004527,1.2798094445912872e-09,7.194242630997467e-08,0.5042372881355932,0.3390503701029067,0.4599045,0.2264079
Arhgap18,6.0521398,1.2218566,1.429343491880518e-09,8.01805002647798e-08,0.461864406779661,0.26604080158873444,0.4152803,0.19943206
Mirg,6.030035,0.75608087,1.6392427870212614e-09,9.157266878848502e-08,0.6610169491525424,0.5033399530601191,0.68163556,0.45650545
Rapgef4,6.0235653,0.6692402,1.7061636213165854e-09,9.491639027904068e-08,0.9110169491525424,0.7239935006318831,1.5408651,1.1960304
Adcy1,5.9842362,0.6165067,2.1740782540997833e-09,1.2020058166185428e-07,0.788135593220339,0.6083408557501354,0.97241753,0.72876245
Dok6,5.9793634,0.6802835,2.2401119095984986e-09,1.23597139652796e-07,0.9533898305084746,0.8119516158151291,2.158558,1.754286
Gfra2,5.9768705,1.4226354,2.274649291180381e-09,1.252455460123296e-07,0.4110169491525424,0.215995667087922,0.3399363,0.14065216
Aff3,5.96899,0.6728508,2.387266789191501e-09,1.3090991556239923e-07,0.8983050847457628,0.6960462177288319,1.3885974,1.0604186
Prss35,5.9632907,3.4945142,2.4720831319885357e-09,1.3528487526788585e-07,0.2669491525423729,0.051236685322260334,0.23815165,0.023578163
Ftx,5.9387736,0.60998374,2.8716197545846738e-09,1.5637678296934556e-07,0.8686440677966102,0.6916049828488897,1.1878732,0.9138611
Ano4,5.9385834,0.65873784,2.87495834711041e-09,1.5637678296934556e-07,0.8008474576271186,0.6409821267376783,1.2727761,0.96637326
Pkd1,5.9349957,0.6122286,2.9385335963623294e-09,1.5951191461465818e-07,0.7457627118644068,0.5947643979057592,0.78323615,0.57522225
Txndc16,5.930358,0.72029823,3.022745945459602e-09,1.634229045362163e-07,0.652542372881356,0.5055786243004152,0.6358273,0.43135738
Raph1,5.9271436,0.680392,3.082494606950996e-09,1.6631853431480575e-07,0.7627118644067796,0.6,0.91189957,0.65708506
Hivep3,5.9135594,0.5936086,3.347923443430521e-09,1.799174058499562e-07,0.9152542372881356,0.7811518324607329,1.6526053,1.3341879
Snph,5.9103003,0.67163664,3.4148441537408344e-09,1.831474299621082e-07,0.6822033898305084,0.5372810976710598,0.671622,0.47066405
Gabrb3,5.90848,0.7504593,3.4527813771213826e-09,1.848132183331704e-07,0.9788135593220338,0.821159053980863,2.4291818,1.9673768
Lpar1,5.880927,1.3825953,4.079745968673743e-09,2.174526262512943e-07,0.3686440677966102,0.15277125834988264,0.34590068,0.14712407
Nhsl2,5.878945,0.8014647,4.128896920731371e-09,2.1925585031630815e-07,0.635593220338983,0.49026900162484205,0.68701625,0.44900656
Armh3,5.8722687,0.6431572,4.298718480584604e-09,2.2692841959392594e-07,0.7161016949152542,0.5710778118794007,0.73032296,0.5240271
Neto2,5.861871,0.7479279,4.576813782048183e-09,2.406633783241383e-07,0.6228813559322034,0.44683155804296804,0.66174096,0.44381192
Itprid1,5.8510394,2.6604726,4.8851113316120954e-09,2.5637293257893946e-07,0.288135593220339,0.07766744899801409,0.22423479,0.038987763
Trpc3,5.833434,1.8143772,5.429812245979674e-09,2.8275010668502686e-07,0.3474576271186441,0.14327495937894927,0.29758582,0.093990214
Skil,5.8315206,0.88237566,5.49245456102326e-09,2.854589053282302e-07,0.5466101694915254,0.3889871818017693,0.476871,0.28628093
Nos1ap,5.806416,0.6454727,6.382430382981327e-09,3.3043526857554573e-07,0.8177966101694916,0.6991514713847264,1.315494,1.0090786
Scn2a,5.7923574,0.5842665,6.940515148824574e-09,3.586377731709929e-07,0.9533898305084746,0.7963531323343563,1.8151745,1.4883449
Rell1,5.791146,1.584655,6.990795004838898e-09,3.6054253700579886e-07,0.3601694915254237,0.1578263224408738,0.28283906,0.10344701
Lclat1,5.78667,0.77531576,7.1795306159452675e-09,3.695670261502861e-07,0.6016949152542372,0.4856472287416501,0.589909,0.38501823
Cplane1,5.781725,0.5696453,7.393861512461823e-09,3.7987200542992194e-07,0.8347457627118644,0.70287055425167,1.1505665,0.8982732
Rbm6,5.7764792,0.5466296,7.627990680036695e-09,3.9115288086371375e-07,0.9364406779661016,0.786856833363423,1.4945924,1.2140476
Hivep2,5.7647233,0.632239,8.179183253487658e-09,4.1861838861183503e-07,0.9533898305084746,0.8252031052536559,2.1986854,1.8196813
Cers4,5.7576094,0.741866,8.531357288923896e-09,4.3581287139426824e-07,0.6186440677966102,0.47340675212132155,0.5540059,0.36646095
Hnrnpll,5.755323,0.7488273,8.647632832158856e-09,4.409144102468851e-07,0.6483050847457628,0.5225491966058855,0.6868743,0.4622525
Gpr158,5.7423224,0.67012584,9.338665716210817e-09,4.7434772739997104e-07,0.940677966101695,0.7512908467232352,1.7488683,1.3822742
D430041D05Rik,5.7312317,0.627321,9.970395579125144e-09,5.054802437945143e-07,0.8516949152542372,0.6781368478064632,1.2883422,0.9934439
Mast2,5.728982,0.60669696,1.010351746306655e-08,5.112646219069646e-07,0.7838983050847458,0.6444123487994223,0.9724788,0.7323373
Atp8a1,5.72419,0.5084779,1.0392813759861606e-08,5.249152363298521e-07,0.9322033898305084,0.815417945477523,1.669934,1.3940277
Prkaa2,5.6965237,0.7183278,1.2227481281267182e-08,6.15266707916946e-07,0.6440677966101694,0.47625925257266655,0.5790602,0.38983357
Syt16,5.6958184,0.6554751,1.2278145775411665e-08,6.166612653931055e-07,0.8559322033898306,0.6685322260335801,1.2172061,0.92010283
Abi2,5.6815615,0.5436082,1.3347044758966779e-08,6.670664138429658e-07,0.9110169491525424,0.7543599927784799,1.3687708,1.102106
Ap2a2,5.681444,0.6311631,1.3356223693617998e-08,6.670664138429658e-07,0.6949152542372882,0.5604260696876693,0.7124616,0.5133264
Dpy19l1,5.6761904,0.7643499,1.377274751803239e-08,6.865931833200933e-07,0.597457627118644,0.4235782632244087,0.5944513,0.39073095
Cdk14,5.6749825,0.61561555,1.3870291871834806e-08,6.901754492522246e-07,0.9449152542372882,0.8070048745260877,1.9340284,1.5814362
Emc2,5.671123,0.7579128,1.4186427863183067e-08,7.046013247388707e-07,0.614406779661017,0.471420834085575,0.5595538,0.36703473
Cwh43,5.669518,2.5348685,1.4319981322047602e-08,7.099223212609207e-07,0.2754237288135593,0.069146055244629,0.19765387,0.03701669
