"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr4",149485229,149543394,58166,"*",0.20056180318619,"Lzic","chr4-149543097-149543691",2.66762644667434,0.00381945691474908,"Progenitors","Nestin",0.0275963583092765
"chr4",151946400,151988997,42598,"*",0.2415825557809,"Thap3","chr4-151945580-151947219",2.86356829959209,0.00209449246588781,"Progenitors","Nestin",0.0220899138735634
"chr5",31295877,31298770,2894,"*",0.219445847632838,"Fndc4","chr5-31298540-31299000",3.26035668747061,0.000556360918500596,"Progenitors","Nestin",0.0117536612423727
"chr5",107900502,107995839,95338,"*",0.20947074093758,"Rpl5","chr5-107995219-107996459",3.34228650537971,0.00041545623649893,"Progenitors","Nestin",0.0107086226039518
"chr5",142720347,142817662,97316,"*",0.217916641969591,"Tnrc18","chr5-142720121-142720572",4.38819042197653,5.71488413057803e-06,"Progenitors","Nestin",0.000904094669457444
"chr6",13871526,13883162,11637,"*",0.200555902303715,"1110019D14Rik","chr6-13882734-13883590",3.01391621790941,0.00128949507728041,"Progenitors","Nestin",0.0184999332454532
"chr6",25690729,25767382,76654,"*",0.284602491159847,"Gpr37","chr6-25766200-25768564",4.82849617087064,6.87839894784322e-07,"Progenitors","Nestin",0.000272040678387199
"chr6",57702601,57729103,26503,"*",0.297192043181888,"Lancl2","chr6-57728807-57729398",3.61393880963869,0.000150790132689439,"Progenitors","Nestin",0.00823683764010267
"chr6",83165920,83179852,13933,"*",0.246461008437008,"Dctn1","chr6-83178565-83181139",3.02374480742887,0.00124833470291103,"Progenitors","Nestin",0.0184999332454532
"chr6",97210689,97269520,58832,"*",0.373775461358273,"Arl6ip5","chr6-97267699-97271341",4.44495775837283,4.39545692414026e-06,"Progenitors","Nestin",0.000869201606748736
"chr6",124741374,124784562,43189,"*",0.230273838172975,"Grcc10","chr6-124784453-124784670",2.8925678213048,0.00191053337736755,"Progenitors","Nestin",0.0215890271642533
"chr7",30195164,30207653,12490,"*",0.227859021351029,"Capns1","chr7-30207550-30207756",2.88209104282099,0.00197522785922344,"Progenitors","Nestin",0.0217000727311908
"chr7",45045102,45124389,79288,"*",0.223391434215711,"Rps11","chr7-45044547-45045657",3.60604151750588,0.000155451708065293,"Progenitors","Nestin",0.00823683764010267
"chr7",55981642,56019954,38313,"*",0.221450534939239,"Nipa1","chr7-55981498-55981785",2.53071090812154,0.00569158129862743,"Progenitors","Nestin",0.0315751335335984
"chr7",82867333,82950026,82694,"*",0.221539573566111,"Mex3b","chr7-82949961-82950090",2.46436140390921,0.00686288177405858,"Progenitors","Nestin",0.0325062244507805
"chr8",8690537,8703744,13208,"*",0.241951959326668,"Arglu1","chr8-8703422-8704065",3.37587425456341,0.000367907703192912,"Progenitors","Nestin",0.0103933926151998
"chr8",10939861,11008458,68598,"*",0.241012926693271,"Irs2","chr8-10939339-10940383",2.94624435295486,0.00160829093311734,"Progenitors","Nestin",0.0192751231529669
"chr8",123089224,123117374,28151,"*",0.210568685700354,"Cpne7","chr8-123088454-123089994",2.58852340915163,0.00481941976558856,"Progenitors","Nestin",0.0297825080826606
"chr9",13827107,13913780,86674,"*",0.252934845913181,"Cep57","chr9-13912721-13914838",3.40555284323364,0.000330151166263476,"Progenitors","Nestin",0.00967220638942257
"chr9",21265299,21321264,55966,"*",0.209736835901483,"Atg4d","chr9-21321086-21321441",3.58800159198316,0.000166611127991963,"Progenitors","Nestin",0.00823683764010267
"chr9",26998962,27030094,31133,"*",0.212890416732917,"Vps26b","chr9-26998871-26999052",2.9827857782141,0.00142818922030281,"Progenitors","Nestin",0.0185862590764325
"chr9",59020720,59036441,15722,"*",0.249215448701249,"Neo1","chr9-59020350-59021090",2.81013172188677,0.00247606138780662,"Progenitors","Nestin",0.023884933631159
"chr9",118606690,118607827,1138,"*",0.288917253781155,"Itga9","chr9-118607781-118607873",4.55848959626741,2.57614081976997e-06,"Progenitors","Nestin",0.000679242462812682
"chr9",119231568,119322427,90860,"*",0.206155696753294,"Oxsr1","chr9-119230460-119232676",3.51182428370374,0.000222521071773124,"Progenitors","Nestin",0.0087046882585828
"chr10",59702477,59744450,41974,"*",0.203456024750765,"Micu1","chr10-59743373-59745526",3.33947764481414,0.000419680531886861,"Progenitors","Nestin",0.0107086226039518
"chr10",80716762,80755206,38445,"*",0.204815916896182,"Dot1l","chr10-80716122-80717402",2.60480615191207,0.00459631264608854,"Progenitors","Nestin",0.0292600044258387
"chr10",81395672,81482709,87038,"*",0.247422376463656,"Celf5","chr10-81394829-81396515",3.5479875284849,0.000194093300881603,"Progenitors","Nestin",0.00831395960877789
"chr11",5946079,5955693,9615,"*",0.233820021907928,"Ykt6","chr11-5945924-5946234",3.42877899245524,0.000303151512883848,"Progenitors","Nestin",0.00967220638942257
"chr11",35769484,35818743,49260,"*",0.239459565125689,"Pank3","chr11-35817986-35819500",3.24707505613807,0.000582988183675916,"Progenitors","Nestin",0.0118241962381449
"chr11",62451526,62458460,6935,"*",0.267811068098034,"Pigl","chr11-62451320-62451731",3.45021879297427,0.000280066193881128,"Progenitors","Nestin",0.00963184171130314
"chr11",69413675,69513000,99326,"*",0.304136912709817,"Kdm6b","chr11-69512374-69513625",2.98035876152095,0.00143955486164205,"Progenitors","Nestin",0.0185862590764325
"chr11",69804738,69837784,33047,"*",0.220365142657195,"Nlgn2","chr11-69804174-69805302",2.84419329059175,0.00222620143853034,"Progenitors","Nestin",0.0231700702352302
"chr11",80080991,80091061,10071,"*",0.201114839580047,"Crlf3","chr11-80090721-80091401",2.11754478859133,0.0171068191489115,"Progenitors","Nestin",0.0425357830575753
"chr11",85258685,85311244,52560,"*",0.232319010004371,"Ppm1d","chr11-85258456-85258914",3.05791763354602,0.00111440414172321,"Progenitors","Nestin",0.0174428923019756
"chr11",86928110,86993707,65598,"*",0.211095015666063,"Ypel2","chr11-86928068-86928151",3.00392637617117,0.00133259905565642,"Progenitors","Nestin",0.0184999332454532
"chr11",94328001,94357393,29393,"*",0.206565154059835,"Ankrd40","chr11-94357203-94357582",3.21887057902596,0.000643482784400386,"Progenitors","Nestin",0.0127248720615176
"chr11",97758551,97799000,40450,"*",0.248789142115936,"Lasp1","chr11-97758368-97758734",3.34294017884055,0.00041447883953272,"Progenitors","Nestin",0.0107086226039518
"chr11",101324712,101417615,92904,"*",0.207989260419553,"Aarsd1","chr11-101323792-101325632",2.67537191636706,0.00373231950768951,"Progenitors","Nestin",0.0275843548183502
"chr11",115267243,115273615,6373,"*",0.202608818880437,"Grin2c","chr11-115272423-115274806",1.76194156994358,0.039039585066743,"Progenitors","Nestin",0.0472176021220087
"chr12",3730742,3806007,75266,"*",0.222883942439373,"Dnmt3a","chr12-3730475-3731008",3.14940892549584,0.000818005466152264,"Progenitors","Nestin",0.0150474959006149
"chr12",4917404,4972662,55259,"*",0.206414484392637,"Atad2b","chr12-4972317-4973006",2.52292852613945,0.00581910265504267,"Progenitors","Nestin",0.0315751335335984
"chr12",33092805,33147693,54889,"*",0.21048531393588,"Atxn7l1","chr12-33092609-33093000",2.80048805191501,0.00255126981766167,"Progenitors","Nestin",0.0240244574496474
"chr12",84617466,84652823,35358,"*",0.212347093026157,"Abcd4","chr12-84652764-84652882",3.86392787579197,5.57890896803877e-05,"Progenitors","Nestin",0.00490324110413185
"chr13",43277908,43370710,92803,"*",0.24836132197307,"Sirt5","chr13-43277419-43278396",2.97158040485895,0.00148135642387092,"Progenitors","Nestin",0.0185992528774904
"chr13",51641693,51651697,10005,"*",0.278510365573753,"Secisbp2","chr13-51641196-51642190",3.60018171002739,0.000158997437801125,"Progenitors","Nestin",0.00823683764010267
"chr14",46872720,46882854,10135,"*",0.200926854008354,"Samd4","chr14-46871333-46874106",3.77010136532808,8.15906282087784e-05,"Progenitors","Nestin",0.00645381869131437
"chr14",103346814,103399961,53148,"*",-0.23564755096423,"Mycbp2","chr14-103399253-103400669",-2.75246923758148,0.0029573851556347,"Progenitors","Nestin",0.0252127277870514
"chr14",119098965,119194855,95891,"*",0.24480772292959,"Gm16835","chr14-119193960-119195750",3.40866247794069,0.000326410981634191,"Progenitors","Nestin",0.00967220638942257
"chr15",41366688,41447482,80795,"*",0.205897552038811,"Oxr1","chr15-41366481-41366895",2.45485037862839,0.00704716187538478,"Progenitors","Nestin",0.0326796116122574
"chr15",98567809,98607633,39825,"*",0.222311752754936,"Adcy6","chr15-98567171-98568446",3.46254073617115,0.000267550452916003,"Progenitors","Nestin",0.00961965492075265
"chr15",100488548,100495239,6692,"*",0.241574848203941,"Csrnp2","chr15-100488488-100488608",3.6931113162631,0.000110763497076315,"Progenitors","Nestin",0.00784003209068074
"chr15",101174067,101225214,51148,"*",0.235792321636042,"Acvr1b","chr15-101224871-101225557",3.16572302750576,0.000773490090124953,"Progenitors","Nestin",0.0145673966973533
"chr15",102014032,102073773,59742,"*",0.261239276006644,"Eif4b","chr15-102013917-102014147",3.86543182197589,5.54464118917783e-05,"Progenitors","Nestin",0.00490324110413185
"chr16",18169628,18248732,79105,"*",0.217169422554623,"Ranbp1","chr16-18169481-18169774",3.0551775681777,0.00112463654538654,"Progenitors","Nestin",0.0174428923019756
"chr16",31048208,31081432,33225,"*",0.245456190495262,"Xxylt1","chr16-31048156-31048259",1.87593279470772,0.0303322543784408,"Progenitors","Nestin",0.0458023281135895
"chr16",91613733,91646952,33220,"*",0.215168841538629,"Gart","chr16-91613572-91613893",2.56006616233134,0.00523261186860763,"Progenitors","Nestin",0.0312429891697742
"chr17",10269656,10324602,54947,"*",0.220268518529538,"1700110C19Rik","chr17-10269532-10269779",2.08544986931182,0.0185142420601112,"Progenitors","Nestin",0.0427572258738412
"chr17",15797540,15826586,29047,"*",0.251587147524874,"Rgmb","chr17-15797246-15797833",2.89611489555091,0.00188907022178385,"Progenitors","Nestin",0.0215890271642533
"chr17",26698224,26715650,17427,"*",0.240945004248783,"Crebrf","chr17-26697344-26699103",2.69077229606088,0.00356434164458687,"Progenitors","Nestin",0.0268513737225544
"chr18",60992917,61014199,21283,"*",0.220608431178996,"Slc6a7","chr18-60992094-60993739",2.27200753972458,0.0115430274715339,"Progenitors","Nestin",0.0372786234203974
"chr18",61146094,61177050,30957,"*",0.247432982190862,"Hmgxb3","chr18-61144783-61147405",2.33125139091366,0.00987005386869812,"Progenitors","Nestin",0.0358577482455618
"chr19",8822084,8871559,49476,"*",0.210493605618223,"Ubxn1","chr19-8821834-8822333",3.00380795584124,0.00133311781920459,"Progenitors","Nestin",0.0184999332454532
