"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr7",45367019,45388893,21875,"*",0.201121244567227,"Ppfia3","chr7-45388710-45389075",4.07091826844352,2.34140892499673e-05,"Astrocytes","Nestin",0.000809368112181302
"chr8",70577766,70659738,81973,"*",0.227571377741979,"Pgpep1","chr8-70577682-70577850",3.69181960354113,0.000111327687229694,"Astrocytes","Nestin",0.00195519291032694
"chr8",95538078,95633559,95482,"*",0.202615026059328,"Gins3","chr8-95536442-95539713",3.83170748228251,6.36284949474581e-05,"Astrocytes","Nestin",0.00140895134190696
"chr8",120083476,120101482,18007,"*",0.210808650029519,"Zdhhc7","chr8-120083331-120083620",4.2553128113768,1.04378475835921e-05,"Astrocytes","Nestin",0.000450720661495856
"chr8",123477903,123532645,54743,"*",0.210141172128786,"Afg3l1","chr8-123530463-123534826",4.04423038808745,2.62476395103739e-05,"Astrocytes","Nestin",0.000883440287730743
"chr9",7690040,7764041,74002,"*",0.205301710608525,"Tmem123","chr9-7689187-7690892",3.48238666734297,0.000248482765685967,"Astrocytes","Nestin",0.00311577899325835
"chr9",110260386,110305192,44807,"*",0.254806248469605,"Elp6","chr9-110260009-110260763",5.13067075767449,1.44355758061338e-07,"Astrocytes","Nestin",2.66360758510368e-05
"chr9",114933987,115025564,91578,"*",0.225302431773327,"Gpd1l","chr9-115025506-115025621",3.69383995021798,0.000110446431890839,"Astrocytes","Nestin",0.00195519291032694
"chr10",80593433,80622780,29348,"*",0.201957157361213,"Csnk1g2","chr10-80592996-80593870",3.73863037945876,9.25127642127817e-05,"Astrocytes","Nestin",0.00172073943137982
"chr11",62521612,62539261,17650,"*",0.250802327157489,"Cenpv","chr11-62520930-62522294",5.77092373160259,3.94190769184164e-09,"Astrocytes","Nestin",1.68056664595515e-06
"chr11",109331162,109425946,94785,"*",0.210603353430551,"Amz2","chr11-109330102-109332221",5.06659893809904,2.02493150112391e-07,"Astrocytes","Nestin",2.66360758510368e-05
"chr12",105398228,105453856,55629,"*",0.220806000187643,"D430019H16Rik","chr12-105398056-105398400",5.05291553128281,2.1755818097865e-07,"Astrocytes","Nestin",2.66360758510368e-05
"chr15",73090392,73101875,11484,"*",0.288344038797311,"Chrac1","chr15-73101639-73102111",5.67563024877587,6.90894788107818e-09,"Astrocytes","Nestin",2.20913608497475e-06
"chr16",3744093,3797020,52928,"*",0.219221159948572,"Zfp263","chr16-3796686-3797353",4.26117485737812,1.01677522541983e-05,"Astrocytes","Nestin",0.000450720661495856
"chr17",32536558,32623863,87306,"*",0.286286565254971,"Cyp4f16","chr17-32623821-32623905",5.01901819919032,2.5968114995056e-07,"Astrocytes","Nestin",2.66360758510368e-05
"chr17",49615136,49653919,38784,"*",0.240300524386329,"Kif6","chr17-49652769-49655069",4.80417507460012,7.76954099505318e-07,"Astrocytes","Nestin",5.84543701921942e-05
"chr19",8808220,8898090,89871,"*",0.221074147119894,"Ganab","chr19-8807087-8809353",4.42049193890284,4.92382297154814e-06,"Astrocytes","Nestin",0.000273807373070003
