"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","celltype","genotype","qvalue"
"chr11",69944067,69995777,51711,"*",0.238542901428753,"Phf23","chr11-69943842-69944291",4.98209288692029,3.14501132256782e-07,"CTX","Nestin",1.9058768614761e-05
"chr11",69944067,70015411,71345,"*",0.326690410756076,"Acadvl","chr11-69943842-69944291",5.58053250301366,1.19891668435618e-08,"CTX","Nestin",1.81635877679961e-06
"chr13",47065079,47106201,41123,"*",0.214150098350888,"Dek","chr13-47064189-47065969",4.790005001483,8.33885780653894e-07,"CTX","Nestin",3.79001087307195e-05
"chr14",31277623,31323896,46274,"*",0.235627499075693,"Dnah1","chr14-31276918-31278327",3.78386810592929,7.72048361718616e-05,"CTX","Nestin",0.00111395549333686
"chr14",79836712,79886070,49359,"*",0.229600938476339,"Gm6999","chr14-79885898-79886241",4.73899271797842,1.07391611045577e-06,"CTX","Nestin",4.6485225924014e-05
"chr15",77689391,77755229,65839,"*",0.202675981876164,"Apol8","chr15-77687324-77691458",3.54830236897947,0.000193861421657773,"CTX","Nestin",0.00200098962830399
"chr16",3886502,3908689,22188,"*",0.300343257865365,"1700037C18Rik","chr16-3885981-3887022",5.73183482558196,4.96749985800098e-09,"CTX","Nestin",9.03091474184578e-07
"chr16",95868587,95929077,60491,"*",0.236136415489973,"1600002D24Rik","chr16-95868388-95868785",3.88952404894975,5.02205077278763e-05,"CTX","Nestin",0.000787076578011027
"chr17",25745977,25786580,40604,"*",0.388549035524768,"Ccdc78","chr17-25745140-25746813",9.80256619427852,5.48805178541776e-23,"CTX","Nestin",4.98863907294474e-20
"chr17",47687610,47749732,62123,"*",0.219429315084171,"Tomm6os","chr17-47748978-47750485",3.82438514555789,6.55494211362128e-05,"CTX","Nestin",0.000976793832997007
"chr18",35662186,35695578,33393,"*",0.202823769558503,"Spata24","chr18-35694799-35696356",3.53024519222323,0.000207587356514466,"CTX","Nestin",0.00201535346234051
"chr18",75367088,75440095,73008,"*",0.235036067934749,"Gm20544","chr18-75439817-75440373",4.46121583381809,4.07479796454438e-06,"CTX","Nestin",0.000123466378325695
"chr19",5726317,5801068,74752,"*",0.203557694496394,"Ehbp1l1","chr19-5800989-5801146",4.28926453282133,8.96328778551385e-06,"CTX","Nestin",0.000202314149706956
"chr19",6996131,7034666,38536,"*",0.202106580706631,"Trpt1","chr19-7033757-7035575",4.70024852996765,1.29922528572595e-06,"CTX","Nestin",5.3681626578404e-05
